asset,n_blocks,primary_final,doubled_cost_final,exclude_best_block_final,bh_final,momentum_control_final,random_control_final,primary_total_return,primary_sharpe,primary_sortino,primary_max_dd,bh_total_return,bh_sharpe,beats_bh,beats_momentum_control,beats_random_control,beats_bh_doubled_cost,beats_bh_excl_best_block
BTC,19,5.598550040907168,5.288355583142521,1.2814464693186753,7.462001130608715,12.57914247671359,5.62056057593216,4.598550040907168,0.7181240696608442,1.046636303988033,-0.6982926929485819,6.462001130608715,0.769176506852645,False,False,False,False,False
ETH,19,8.397128748734977,7.931875642133872,0.6437280761445066,7.159724586690879,52.395737956801774,10.137504406570645,7.397128748734977,0.7800235790797309,1.1445066196688234,-0.7355989630082173,6.159724586690879,0.7515349075175726,True,False,False,True,False
SOL,16,56.699642321297866,54.04233119288813,1.8730472728773266,22.495073518265876,81.66060016335776,0.5178872525690336,55.78469178477982,1.163636056978356,1.9108103395130709,-0.8115729979362593,21.495073518265876,1.0237407470335722,True,False,True,True,False
XRP,19,3.8202033185028137,3.6085403185697706,0.9250914927689248,2.485429197556768,12.970084182836523,0.42561678570500716,2.8202033185028137,0.6441210243560205,1.0484764207138653,-0.7540477117977137,1.4854291975567682,0.6074908145657405,True,False,True,True,False
