asset,start,end,risk_on_days,risk_on_fraction,trades,final,buy_hold,dca,momentum,random,double_cost,delay_2d,best_excluded,top_block_pct,sharpe,max_drawdown,test_final,test_buy_hold,test_trades
BTC,2018-01-01,2026-07-27,2470,0.7891373801916933,36,35129.94191156801,46344.780518358595,39941.66037721917,84689.48713366143,34295.75548423718,31533.58744116571,34264.51619682737,5703.238868227656,1.7153670600959334,0.5474086968875467,-0.7536333505149564,11400.55367330686,15032.99363290963,10
ETH,2018-01-01,2026-07-27,2470,0.7891373801916933,36,17371.324507087913,25741.27110993787,34753.85778180409,127304.60327323966,45574.337826402196,15592.971422840328,11320.185188145828,914.1458246558528,8.45749508314906,0.4492026316706842,-0.912152649705169,6145.699026367923,8268.923793334221,10
SOL,2020-08-11,2026-07-27,1751,0.8043178686265503,23,199421.89772271953,259570.99438561453,40615.94868993892,904985.4845900396,1485538.2679815856,186125.71031198732,362140.6143884377,2480.571024599713,4.191360435359047,0.9736502111786892,-0.9049256320015294,6212.699690380523,7272.683189136861,10
XRP,2018-05-04,2026-07-27,2347,0.7805121383438643,36,15635.350753502536,21258.129805292065,22385.074054116783,37077.29762569797,1390.3214815668346,14034.71435848046,18564.45554809824,4372.414876488722,4.648107340400566,0.42003075863833234,-0.8342898101898986,15121.100228784386,17268.992530700296,10
