asset,start,end,risk_off_days,risk_off_fraction,trades,final,buy_hold,dca,momentum,random,double_cost,delay_2d,best_excluded,top_block_pct,sharpe,max_drawdown,test_final,test_buy_hold,test_trades
BTC,2024-08-21,2026-07-27,42,0.059490084985835696,2,8624.25111346584,10771.188923889413,7531.201210294704,10716.110219099757,9819.555158584422,8572.660263256785,8784.595091708943,6183.876118300894,2.868511634373034,-0.007043564194745482,-0.557774538221525,8624.25111346584,10771.188923889413,2
ETH,2024-08-21,2026-07-27,42,0.059490084985835696,2,5339.813033195737,7333.852533337307,7373.134218649171,12115.383403890035,7309.83092024273,5307.869912486991,5197.947780315364,7062.20396629375,-0.369596959385333,-0.19822793468560146,-0.714907836337759,5339.813033195737,7333.852533337307,2
SOL,2024-08-21,2026-07-27,42,0.059490084985835696,2,3705.6191631527995,5199.812567646036,5683.461427994906,4744.802068531162,4831.768398943003,3683.451900086963,3574.09022621331,4246.225083222371,-0.2022668773550498,-0.3196242575512678,-0.8307954961305984,3705.6191631527995,5199.812567646036,2
XRP,2024-08-21,2026-07-27,42,0.059490084985835696,2,14663.360928953683,17903.090622614167,7272.460478835336,14673.557595331522,20210.517190747218,14575.64371765103,14780.332948275063,4178.091549782245,5.381490907162879,0.6296594228043834,-0.7412416337830618,14663.360928953683,17903.090622614167,2
