asset,n_onchain_days,n_trades,primary_final,doubled_cost_final,exclude_best_trade_final,top_trade_pnl_share,bh_final,dca_final,random_control_final,primary_total_return,primary_sharpe,primary_sortino,primary_max_dd,bh_total_return,bh_sharpe,dca_total_return,dca_sharpe,beats_bh,beats_dca,beats_random_control,beats_bh_doubled_cost,beats_bh_excl_best_trade,concentration_cap_ok
BTC,5373,17,2.2041660375484913,2.0945714109693894,1.4592625689748817,0.6186052797919179,4.71252959381359,3.998832953356308,1.7965353243027353,1.2041660375484913,0.44288170987940423,0.6420700321299774,-0.44050100343981563,3.7125295938135903,0.6059513539546229,12702.990358322415,1.7295085451689212,False,False,True,False,False,False
