asset,n_blocks,primary_final,doubled_cost_final,exclude_best_block_final,top_block_pnl_share,bh_final,momentum_control_final,random_control_final,primary_total_return,primary_sharpe,primary_sortino,primary_max_dd,bh_total_return,bh_sharpe,beats_bh,beats_momentum_control,beats_random_control,beats_bh_doubled_cost,beats_bh_excl_best_block,concentration_ok
BTC,17,4.812291317413583,4.573016570893859,2.285756335746326,0.3534401956007851,8.687279857310067,4.535769267150093,0.9397717315887638,3.8122913174135826,0.6275363346452087,0.9052806307185693,-0.7721324280121257,7.687279857310067,0.741666105223671,False,True,True,False,False,False
ETH,17,1.2208490451104888,1.1601464968772564,0.4370854546265288,0.771213305516481,3.317899719495091,8.32272661990894,14.299236741898634,0.22084904511048875,0.424658265587039,0.6081024891819473,-0.8650315525001882,2.317899719495091,0.5980298310285489,False,False,False,False,False,False
SOL,12,6.176829143741931,5.958417151866651,3.0227730340851013,0.3304430498583322,22.495073518265876,245.43948971639122,128.63733856361276,5.176829143741931,0.804015978725352,1.22896405018261,-0.9677204451403493,21.495073518265876,1.0237407470335722,False,False,False,False,False,False
XRP,17,0.9734849648881161,0.925081750525034,0.42145989205528,0.633880212299847,1.764598781779661,7.843084160352747,1.6028566369699186,-0.02651503511188391,0.42955863459921784,0.702879686238573,-0.8662388516421758,0.7645987817796609,0.5514517156091016,False,False,False,False,False,False
