date,real_yield,mean,std,z,risk_off_signal_close,risk_off_actionable
2004-01-06 00:00:00+00:00,1.97,2.058531746031746,0.2015434146583768,-0.4392688601699565,False,False
2004-01-07 00:00:00+00:00,1.94,2.0567063492063493,0.20024453446979532,-0.5828191491735982,False,False
2004-01-08 00:00:00+00:00,1.99,2.0547619047619046,0.19898032610395724,-0.32546888443669414,False,False
2004-01-09 00:00:00+00:00,1.89,2.052896825396825,0.19736294672224014,-0.8253668082189664,False,False
2004-01-12 00:00:00+00:00,1.89,2.0507936507936506,0.19625620775667968,-0.8193047885293097,False,False
2004-01-13 00:00:00+00:00,1.83,2.049206349206349,0.1959311334198636,-1.1187928400159284,False,False
2004-01-14 00:00:00+00:00,1.85,2.0469047619047616,0.19508079554375157,-1.0093497996864629,False,False
2004-01-15 00:00:00+00:00,1.82,2.0446825396825394,0.19411536598490262,-1.157469108859801,False,False
2004-01-16 00:00:00+00:00,1.83,2.0424603174603173,0.19346571397218532,-1.0981807220418538,False,False
2004-01-20 00:00:00+00:00,1.84,2.0404365079365077,0.19300777170041877,-1.0384893114439946,False,False
2004-01-21 00:00:00+00:00,1.79,2.0386111111111114,0.1927181734503611,-1.2900242185781545,False,False
2004-01-22 00:00:00+00:00,1.76,2.036547619047619,0.19258460580408535,-1.4359798795597845,False,False
2004-01-23 00:00:00+00:00,1.82,2.0346031746031747,0.1928942934254328,-1.1125428896429945,False,False
2004-01-26 00:00:00+00:00,1.89,2.03297619047619,0.19296871179970335,-0.7409293928675641,False,False
2004-01-27 00:00:00+00:00,1.84,2.031626984126984,0.1927741793114292,-0.9940490205247253,False,False
2004-01-28 00:00:00+00:00,1.92,2.0301984126984127,0.19285535400188308,-0.5714044770431252,False,False
2004-01-29 00:00:00+00:00,1.91,2.0293253968253966,0.19285427189742266,-0.6187334905853924,False,False
2004-01-30 00:00:00+00:00,1.85,2.0283333333333333,0.1928224003783002,-0.9248579676607037,False,False
2004-02-02 00:00:00+00:00,1.84,2.026984126984127,0.1928761956247508,-0.9694515509208441,False,False
2004-02-03 00:00:00+00:00,1.81,2.025515873015873,0.19288574881945342,-1.1173239823829695,False,False
2004-02-04 00:00:00+00:00,1.82,2.023968253968254,0.19304471486259744,-1.0565855382957854,False,False
2004-02-05 00:00:00+00:00,1.85,2.0225,0.19318390181461503,-0.8929315454324759,False,False
2004-02-06 00:00:00+00:00,1.79,2.0211111111111113,0.19316084259267247,-1.1964697813959444,False,False
2004-02-09 00:00:00+00:00,1.76,2.0198015873015875,0.193605855820089,-1.3419097588815283,False,False
2004-02-10 00:00:00+00:00,1.79,2.0183730158730158,0.19419086327762639,-1.1760234854433937,False,False
2004-02-11 00:00:00+00:00,1.75,2.01718253968254,0.1946689866292969,-1.3724966894255672,False,False
2004-02-12 00:00:00+00:00,1.77,2.0159126984126985,0.19536552807295227,-1.2587312656349035,False,False
2004-02-13 00:00:00+00:00,1.74,2.014761904761905,0.19595801764262982,-1.4021467866805555,False,False
2004-02-17 00:00:00+00:00,1.75,2.013531746031746,0.1967075280151113,-1.3397135772633029,False,False
2004-02-18 00:00:00+00:00,1.75,2.0123809523809526,0.1973991388890772,-1.3291899542094259,False,False
2004-02-19 00:00:00+00:00,1.76,2.011349206349206,0.19808989538276336,-1.2688643500140753,False,False
2004-02-20 00:00:00+00:00,1.79,2.0102777777777776,0.1987178078421958,-1.1084954094939634,False,False
2004-02-23 00:00:00+00:00,1.76,2.009246031746032,0.19918516027013583,-1.2513283188767852,False,False
2004-02-24 00:00:00+00:00,1.74,2.0083333333333333,0.19979970049708576,-1.3430116895357767,False,False
2004-02-25 00:00:00+00:00,1.71,2.00765873015873,0.20041906942608081,-1.4851816796231236,False,False
2004-02-26 00:00:00+00:00,1.69,2.0067857142857144,0.20123618389210216,-1.574198576810456,False,False
2004-02-27 00:00:00+00:00,1.61,2.0060714285714285,0.20204148043872436,-1.9603470916535377,False,False
2004-03-01 00:00:00+00:00,1.55,2.00515873015873,0.20331019272361486,-2.2387403408617326,False,False
2004-03-02 00:00:00+00:00,1.58,2.0040079365079366,0.20506195725015147,-2.0677064736619903,False,False
2004-03-03 00:00:00+00:00,1.59,2.0030555555555556,0.2064724326082788,-2.000536102266049,False,False
2004-03-04 00:00:00+00:00,1.6,2.0023412698412697,0.20759022087747492,-1.9381513644553698,False,False
2004-03-05 00:00:00+00:00,1.46,2.001666666666667,0.20862192494970697,-2.5964033588379936,False,False
2004-03-08 00:00:00+00:00,1.43,2.000436507936508,0.2108950002536335,-2.7048365644063206,False,False
2004-03-09 00:00:00+00:00,1.4,1.9991666666666668,0.21335794699475524,-2.8082697415596876,False,False
2004-03-10 00:00:00+00:00,1.45,1.9978174603174605,0.21606126107783477,-2.535472844991461,False,False
2004-03-11 00:00:00+00:00,1.5,1.9967460317460317,0.21810421634479585,-2.2775627178189786,False,False
2004-03-12 00:00:00+00:00,1.52,1.9959920634920636,0.21949282343246343,-2.168599665576416,False,False
2004-03-15 00:00:00+00:00,1.47,1.9953571428571428,0.22063894771227754,-2.38107164806746,False,False
2004-03-16 00:00:00+00:00,1.4,1.9945238095238096,0.2222256386887189,-2.6753160122832855,False,False
2004-03-17 00:00:00+00:00,1.36,1.9932142857142858,0.2247486105906686,-2.8174335941393194,False,False
2004-03-18 00:00:00+00:00,1.37,1.991111111111111,0.22817209630763768,-2.7221168633770416,False,False
2004-03-19 00:00:00+00:00,1.44,1.988730158730159,0.2314994742474962,-2.370330042924898,False,False
2004-03-22 00:00:00+00:00,1.42,1.9861904761904763,0.23399137499975153,-2.4197066075237927,False,False
2004-03-23 00:00:00+00:00,1.41,1.9832936507936507,0.23646101124710828,-2.4244743256829904,False,False
2004-03-24 00:00:00+00:00,1.38,1.9801587301587302,0.23880173685522954,-2.5132092339955165,False,False
2004-03-25 00:00:00+00:00,1.4,1.976547619047619,0.2409683025275186,-2.3926284619188753,False,False
2004-03-26 00:00:00+00:00,1.47,1.973452380952381,0.24334239996311055,-2.068905299810891,False,False
2004-03-29 00:00:00+00:00,1.5,1.9706746031746032,0.24507893937208527,-1.920502040609914,False,False
2004-03-30 00:00:00+00:00,1.52,1.9680952380952381,0.24659987199847483,-1.8170943661236347,False,False
2004-03-31 00:00:00+00:00,1.48,1.9657936507936509,0.24806615611189792,-1.9583229667755186,False,False
2004-04-01 00:00:00+00:00,1.48,1.9633730158730158,0.2498193206582212,-1.9348904424182642,False,False
2004-04-02 00:00:00+00:00,1.69,1.9611904761904764,0.2516308785352895,-1.0777313093251544,False,False
2004-04-05 00:00:00+00:00,1.75,1.9598809523809526,0.25218168708508815,-0.8322608782854921,False,False
2004-04-06 00:00:00+00:00,1.73,1.958452380952381,0.2523475156202786,-0.9053086193095167,False,False
2004-04-07 00:00:00+00:00,1.82,1.956904761904762,0.25254864794496024,-0.5420926345034265,False,False
2004-04-08 00:00:00+00:00,1.8,1.9555555555555553,0.2523674534535669,-0.6163851694298444,False,False
2004-04-12 00:00:00+00:00,1.81,1.9539285714285715,0.2520419454931873,-0.5710500732206965,False,False
2004-04-13 00:00:00+00:00,1.88,1.9524603174603175,0.2517973209732406,-0.28777239241563723,False,False
2004-04-14 00:00:00+00:00,1.91,1.951468253968254,0.2515874440747444,-0.1648264050726402,False,False
2004-04-15 00:00:00+00:00,1.93,1.9504761904761905,0.2512545641467098,-0.08149579509423081,False,False
2004-04-16 00:00:00+00:00,1.87,1.9492857142857143,0.2506348229126587,-0.316339578691919,False,False
2004-04-19 00:00:00+00:00,1.87,1.9478968253968254,0.25009787181799376,-0.3114653668605143,False,False
2004-04-20 00:00:00+00:00,1.97,1.9466666666666668,0.24971378037976535,0.09344031113480326,False,False
2004-04-21 00:00:00+00:00,1.96,1.9457539682539682,0.24920396569487946,0.05716615185600357,False,False
2004-04-22 00:00:00+00:00,1.98,1.9447222222222222,0.24860151121164822,0.14190492087453088,False,False
2004-04-23 00:00:00+00:00,2.12,1.9436507936507936,0.24786130029239023,0.711483422951367,False,False
2004-04-26 00:00:00+00:00,2.03,1.9430555555555555,0.24725381915058578,0.35164045086596707,False,False
2004-04-27 00:00:00+00:00,2.0,1.9421428571428572,0.24650257069477952,0.23471212772373792,False,False
2004-04-28 00:00:00+00:00,2.1,1.9412698412698415,0.24590343755379143,0.6454979251578634,False,False
2004-04-29 00:00:00+00:00,2.15,1.940952380952381,0.24564551459151432,0.8510133775299976,False,False
2004-04-30 00:00:00+00:00,2.11,1.9409126984126985,0.2456107930665448,0.6884359578672485,False,False
2004-05-03 00:00:00+00:00,2.09,1.9404761904761905,0.2452102346799662,0.609778012402129,False,False
