rebalance_date,entry_date,exit_date,n_long,n_short,weighted_return,turnover_frac,cost,capital_before,capital_after,net_pnl
2022-05-05 00:00:00+00:00,2022-05-06 00:00:00+00:00,2022-05-13 00:00:00+00:00,6,6,0.06747400960649066,0.16666666666666666,5.953798473824942,11907.596947649885,12705.096460012008,797.4995123621229
2022-05-12 00:00:00+00:00,2022-05-13 00:00:00+00:00,2022-05-20 00:00:00+00:00,6,6,0.010934059884898414,0.16666666666666666,6.352548230006003,12705.096460012008,12837.662197319183,132.56573730717537
2022-05-19 00:00:00+00:00,2022-05-20 00:00:00+00:00,2022-05-27 00:00:00+00:00,6,6,-0.035734404847254736,0.16666666666666666,6.418831098659592,12837.662197319183,12372.497147969221,-465.1650493499619
2022-05-26 00:00:00+00:00,2022-05-27 00:00:00+00:00,2022-06-03 00:00:00+00:00,6,6,0.05541239796631076,0.08333333333333333,3.0931242869923055,12372.497147969221,13054.993759482546,682.4966115133248
2022-06-02 00:00:00+00:00,2022-06-03 00:00:00+00:00,2022-06-10 00:00:00+00:00,6,6,0.027927181583808736,0.08333333333333333,3.2637484398706365,13054.993759482546,13416.319192339233,361.32543285668726
2022-06-09 00:00:00+00:00,2022-06-10 00:00:00+00:00,2022-06-17 00:00:00+00:00,6,6,-0.032683119995879265,0.0,0.0,13416.319192339233,12977.832022272993,-438.48717006624065
2022-06-16 00:00:00+00:00,2022-06-17 00:00:00+00:00,2022-06-24 00:00:00+00:00,7,7,0.05290271346758706,0.1428571428571429,5.56192800954557,12977.832022272993,13658.832623168231,681.0006008952387
2022-06-23 00:00:00+00:00,2022-06-24 00:00:00+00:00,2022-07-01 00:00:00+00:00,7,7,-0.11789783187227089,0.0,0.0,13658.832623168231,12048.485870990455,-1610.3467521777766
2022-06-30 00:00:00+00:00,2022-07-01 00:00:00+00:00,2022-07-08 00:00:00+00:00,7,7,0.03136095564451452,0.07142857142857142,2.581818400926526,12048.485870990455,12423.75608357322,375.27021258276545
2022-07-07 00:00:00+00:00,2022-07-08 00:00:00+00:00,2022-07-15 00:00:00+00:00,7,7,0.03031187244766633,0.21428571428571425,7.986700339439926,12423.75608357322,12792.356692959971,368.6006093867509
2022-07-14 00:00:00+00:00,2022-07-15 00:00:00+00:00,2022-07-22 00:00:00+00:00,7,7,0.04438111692306764,0.14285714285714285,5.48243858269713,12792.356692959971,13354.613332489118,562.2566395291469
2022-07-21 00:00:00+00:00,2022-07-22 00:00:00+00:00,2022-07-29 00:00:00+00:00,7,7,-0.04187629822879085,0.21428571428571425,8.58510857088586,13354.613332489118,12786.786453276733,-567.8268792123854
