rebalance_date,entry_date,exit_date,n_long,n_short,weighted_return,turnover_frac,cost,capital_before,capital_after,net_pnl
2022-07-28 00:00:00+00:00,2022-07-29 00:00:00+00:00,2022-08-05 00:00:00+00:00,7,7,-0.012408116754557044,0.07142857142857142,2.7400256685592996,12786.786453276733,12625.386488380327,-161.39996489640544
2022-08-04 00:00:00+00:00,2022-08-05 00:00:00+00:00,2022-08-12 00:00:00+00:00,7,7,0.050880530840628824,0.0,0.0,12625.386488380327,13267.77285497722,642.3863665968929
2022-08-11 00:00:00+00:00,2022-08-12 00:00:00+00:00,2022-08-19 00:00:00+00:00,7,7,-0.03167607809854735,0.28571428571428564,11.372376732837614,13267.77285497722,12836.129469096339,-431.6433858808814
2022-08-18 00:00:00+00:00,2022-08-19 00:00:00+00:00,2022-08-26 00:00:00+00:00,7,7,-0.038231233510139837,0.14285714285714285,5.50119834389843,12836.129469096339,12339.887207653032,-496.24226144330714
2022-08-25 00:00:00+00:00,2022-08-26 00:00:00+00:00,2022-09-02 00:00:00+00:00,7,7,-0.1048676884900267,0.07142857142857142,2.6442615444970783,12339.887207653032,11043.18749841431,-1296.699709238721
2022-09-01 00:00:00+00:00,2022-09-02 00:00:00+00:00,2022-09-09 00:00:00+00:00,7,7,-0.052921458212558704,0.14285714285714285,4.732794642177561,11043.18749841431,10454.03311804135,-589.1543803729601
2022-09-08 00:00:00+00:00,2022-09-09 00:00:00+00:00,2022-09-16 00:00:00+00:00,7,7,0.02131873883270187,0.07142857142857142,2.2401499538660037,10454.03311804135,10674.659769879423,220.62665183807258
2022-09-15 00:00:00+00:00,2022-09-16 00:00:00+00:00,2022-09-23 00:00:00+00:00,7,7,-0.05005755319286866,0.0,0.0,10674.659769879423,10140.312420632908,-534.3473492465146
2022-09-22 00:00:00+00:00,2022-09-23 00:00:00+00:00,2022-09-30 00:00:00+00:00,7,7,0.010214469545175351,0.0,0.0,10140.312420632908,10243.890333032026,103.57791239911785
2022-09-29 00:00:00+00:00,2022-09-30 00:00:00+00:00,2022-10-07 00:00:00+00:00,8,8,0.015987988044941052,0.18749999999999994,5.7621883123305135,10243.890333032026,10401.907340897898,158.01700786587207
2022-10-06 00:00:00+00:00,2022-10-07 00:00:00+00:00,2022-10-14 00:00:00+00:00,8,8,0.03080545652465687,0.0625,1.950357626418356,10401.907340897898,10720.392487635021,318.4851467371227
2022-10-13 00:00:00+00:00,2022-10-14 00:00:00+00:00,2022-10-21 00:00:00+00:00,8,8,0.031095737596147643,0.0625,2.0100735914315666,10720.392487635021,11051.7409257668,331.3484381317794
2022-10-20 00:00:00+00:00,2022-10-21 00:00:00+00:00,2022-10-28 00:00:00+00:00,8,8,-0.028990964398584063,0.125,4.14440284716255,11051.7409257668,10727.195895198358,-324.5450305684426
2022-10-27 00:00:00+00:00,2022-10-28 00:00:00+00:00,2022-11-04 00:00:00+00:00,8,8,0.07038490429429614,0.0,0.0,10727.195895198358,11482.22855162806,755.0326564297029
2022-11-03 00:00:00+00:00,2022-11-04 00:00:00+00:00,2022-11-11 00:00:00+00:00,8,8,-0.023084817147420708,0.1875,6.458753560290784,11482.22855162806,11210.704651508542,-271.52390011951866
2022-11-10 00:00:00+00:00,2022-11-11 00:00:00+00:00,2022-11-18 00:00:00+00:00,8,8,0.019087723269100257,0.125,4.204014244315704,11210.704651508542,11420.487465303835,209.7828137952929
2022-11-17 00:00:00+00:00,2022-11-18 00:00:00+00:00,2022-11-25 00:00:00+00:00,8,8,0.015536465108429182,0.0,0.0,11420.487465303835,11597.92147032978,177.43400502594523
2022-11-24 00:00:00+00:00,2022-11-25 00:00:00+00:00,2022-12-02 00:00:00+00:00,8,8,0.008376300239008157,0.0625,2.1746102756868337,11597.92147032978,11692.894532438017,94.97306210823626
2022-12-01 00:00:00+00:00,2022-12-02 00:00:00+00:00,2022-12-09 00:00:00+00:00,8,8,-0.017387752772507863,0.1875,6.577253174496384,11692.894532438017,11483.00411993848,-209.89041249953698
2022-12-08 00:00:00+00:00,2022-12-09 00:00:00+00:00,2022-12-16 00:00:00+00:00,8,8,0.032011817735871306,0.1875,6.459189817465395,11483.00411993848,11844.136765068743,361.132645130263
2022-12-15 00:00:00+00:00,2022-12-16 00:00:00+00:00,2022-12-23 00:00:00+00:00,8,8,0.016995722403778578,0.125,4.441551286900778,11844.136765068743,12040.99487435334,196.85810928459796
2022-12-22 00:00:00+00:00,2022-12-23 00:00:00+00:00,2022-12-30 00:00:00+00:00,8,8,-0.004739335160287739,0.0625,2.2576865389412513,12040.99487435334,11981.670877441531,-59.323996911809445
2022-12-29 00:00:00+00:00,2022-12-30 00:00:00+00:00,2023-01-06 00:00:00+00:00,8,8,-0.005161374564739099,0.0625,2.246563289520287,11981.670877441531,11917.58242284211,-64.08845459942131
2023-01-05 00:00:00+00:00,2023-01-06 00:00:00+00:00,2023-01-13 00:00:00+00:00,8,8,-0.049583698995382244,0.0625,2.2345467042828955,11917.58242284211,11324.430056530964,-593.1523663111457
2023-01-12 00:00:00+00:00,2023-01-13 00:00:00+00:00,2023-01-20 00:00:00+00:00,8,8,-0.029007827060680495,0.0,0.0,11324.430056530964,10995.932947890342,-328.4971086406222
2023-01-19 00:00:00+00:00,2023-01-20 00:00:00+00:00,2023-01-27 00:00:00+00:00,9,9,-0.023180314824223017,0.16666666666666663,5.49796647394517,10995.932947890342,10735.54579389825,-260.38715399209104
2023-01-26 00:00:00+00:00,2023-01-27 00:00:00+00:00,2023-02-03 00:00:00+00:00,9,9,0.1133661607550015,0.0,0.0,10735.54579389825,11952.593404161998,1217.0476102637476
2023-02-02 00:00:00+00:00,2023-02-03 00:00:00+00:00,2023-02-10 00:00:00+00:00,9,9,0.000526206042802603,0.05555555555555555,1.9920989006936662,11952.593404161998,11956.890832137738,4.297427975739993
2023-02-09 00:00:00+00:00,2023-02-10 00:00:00+00:00,2023-02-17 00:00:00+00:00,9,9,0.09054378956108455,0.05555555555555555,1.992815138689623,11956.890832137738,13037.520224308988,1080.6293921712495
2023-02-16 00:00:00+00:00,2023-02-17 00:00:00+00:00,2023-02-24 00:00:00+00:00,9,9,0.10068941558160144,0.0,0.0,13037.520224308988,14350.260516327968,1312.7402920189797
2023-02-23 00:00:00+00:00,2023-02-24 00:00:00+00:00,2023-03-03 00:00:00+00:00,9,9,0.01035351640634567,0.1111111111111111,4.783420172109323,14350.260516327968,14494.052753846996,143.79223751902828
2023-03-02 00:00:00+00:00,2023-03-03 00:00:00+00:00,2023-03-10 00:00:00+00:00,9,9,-0.006852982637178512,0.05555555555555555,2.415675458974499,14494.052753846996,14392.30958652356,-101.74316732343686
2023-03-09 00:00:00+00:00,2023-03-10 00:00:00+00:00,2023-03-17 00:00:00+00:00,9,9,0.03959444647365693,0.16666666666666669,7.196154793261781,14392.30958652356,14954.968963286203,562.6593767626437
2023-03-16 00:00:00+00:00,2023-03-17 00:00:00+00:00,2023-03-24 00:00:00+00:00,9,9,0.0009015802602377878,0.1111111111111111,4.984989654428734,14954.968963286203,14963.46707844154,8.498115155336563
2023-03-23 00:00:00+00:00,2023-03-24 00:00:00+00:00,2023-03-31 00:00:00+00:00,9,9,0.024213388248637748,0.05555555555555555,2.4939111797402567,14963.46707844154,15323.289405177813,359.8223267362737
2023-03-30 00:00:00+00:00,2023-03-31 00:00:00+00:00,2023-04-07 00:00:00+00:00,9,9,0.01812586061651497,0.16666666666666669,7.661644702588908,15323.289405177813,15593.375568419997,270.08616324218383
2023-04-06 00:00:00+00:00,2023-04-07 00:00:00+00:00,2023-04-14 00:00:00+00:00,9,9,0.02602912008798011,0.1111111111111111,5.1977918561399985,15593.375568419997,15994.059621811235,400.6840533912382
2023-04-13 00:00:00+00:00,2023-04-14 00:00:00+00:00,2023-04-21 00:00:00+00:00,9,9,0.006316277333944532,0.1111111111111111,5.3313532072704115,15994.059621811235,16089.751184870967,95.69156305973229
2023-04-20 00:00:00+00:00,2023-04-21 00:00:00+00:00,2023-04-28 00:00:00+00:00,9,9,0.011486470123820678,0.0,0.0,16089.751184870967,16274.565631155696,184.81444628472855
2023-04-27 00:00:00+00:00,2023-04-28 00:00:00+00:00,2023-05-05 00:00:00+00:00,9,9,0.011027945652286396,0.1111111111111111,5.424855210385232,16274.565631155696,16448.615801240263,174.05017008456707
2023-05-04 00:00:00+00:00,2023-05-05 00:00:00+00:00,2023-05-12 00:00:00+00:00,9,9,0.004551979388238713,0.16666666666666669,8.224307900620133,16448.615801240263,16515.265253431946,66.64945219168294
2023-05-11 00:00:00+00:00,2023-05-12 00:00:00+00:00,2023-05-19 00:00:00+00:00,9,9,-0.008752709536022581,0.1111111111111111,5.505088417810649,16515.265253431946,16365.206845340479,-150.05840809146684
2023-05-18 00:00:00+00:00,2023-05-19 00:00:00+00:00,2023-05-26 00:00:00+00:00,9,9,0.003410886231299762,0.05555555555555555,2.727534474223413,16365.206845340479,16418.299169567403,53.092324226923665
2023-05-25 00:00:00+00:00,2023-05-26 00:00:00+00:00,2023-06-02 00:00:00+00:00,9,9,0.01750507619189228,0.16666666666666669,8.209149584783702,16418.299169567403,16697.493597887176,279.1944283197736
2023-06-01 00:00:00+00:00,2023-06-02 00:00:00+00:00,2023-06-09 00:00:00+00:00,9,9,-0.0039460715184360794,0.16666666666666669,8.348746798943589,16697.493597887176,16623.25534717234,-74.23825071483589
2023-06-08 00:00:00+00:00,2023-06-09 00:00:00+00:00,2023-06-16 00:00:00+00:00,9,9,0.02827212271331883,0.05555555555555555,2.770542557862057,16623.25534717234,17090.45951968457,467.204172512229
2023-06-15 00:00:00+00:00,2023-06-16 00:00:00+00:00,2023-06-23 00:00:00+00:00,9,9,-0.006008564615627805,0.16666666666666669,8.545229759842286,17090.45951968457,16979.225159589932,-111.23436009463694
2023-06-22 00:00:00+00:00,2023-06-23 00:00:00+00:00,2023-06-30 00:00:00+00:00,9,9,0.06579685136302742,0.1111111111111111,5.659741719863311,16979.225159589932,18090.74497195498,1111.519812365048
2023-06-29 00:00:00+00:00,2023-06-30 00:00:00+00:00,2023-07-07 00:00:00+00:00,9,9,0.020482353875133547,0.1111111111111111,6.030248323984994,18090.74497195498,18455.25576401137,364.5107920563896
2023-07-06 00:00:00+00:00,2023-07-07 00:00:00+00:00,2023-07-14 00:00:00+00:00,9,9,-0.0014952681432045239,0.1111111111111111,6.151751921337124,18455.25576401137,18421.508456071413,-33.747307939956954
2023-07-13 00:00:00+00:00,2023-07-14 00:00:00+00:00,2023-07-21 00:00:00+00:00,9,9,-0.019606328949255927,0.16666666666666669,9.210754228035707,18421.508456071413,18051.11954731214,-370.38890875927245
2023-07-20 00:00:00+00:00,2023-07-21 00:00:00+00:00,2023-07-28 00:00:00+00:00,9,9,0.00440779099344823,0.16666666666666669,9.025559773656072,18051.11954731214,18121.65954970078,70.54000238863955
2023-07-27 00:00:00+00:00,2023-07-28 00:00:00+00:00,2023-08-04 00:00:00+00:00,9,9,-0.00445936814250149,0.1111111111111111,6.040553183233593,18121.65954970078,18034.807845232353,-86.85170446842676
2023-08-03 00:00:00+00:00,2023-08-04 00:00:00+00:00,2023-08-11 00:00:00+00:00,9,9,0.01331320418112205,0.1111111111111111,6.011602615077451,18034.807845232353,18268.897321828157,234.08947659580372
2023-08-10 00:00:00+00:00,2023-08-11 00:00:00+00:00,2023-08-18 00:00:00+00:00,9,9,0.03551940369297285,0.05555555555555555,3.0448162203046927,18268.897321828157,18914.75284460734,645.855522779184
2023-08-17 00:00:00+00:00,2023-08-18 00:00:00+00:00,2023-08-25 00:00:00+00:00,9,9,-0.0018712916166603233,0.05555555555555555,3.1524588074345568,18914.75284460734,18876.20536737059,-38.54747723675246
2023-08-24 00:00:00+00:00,2023-08-25 00:00:00+00:00,2023-09-01 00:00:00+00:00,9,9,0.022711240995287457,0.16666666666666669,9.438102683685296,18876.20536737059,19295.469313861795,419.2639464912063
2023-08-31 00:00:00+00:00,2023-09-01 00:00:00+00:00,2023-09-08 00:00:00+00:00,9,9,0.009407475587934788,0.1111111111111111,6.431823104620598,19295.469313861795,19470.559147285076,175.08983342328065
2023-09-07 00:00:00+00:00,2023-09-08 00:00:00+00:00,2023-09-15 00:00:00+00:00,9,9,0.01426372524159536,0.16666666666666669,9.735279573642538,19470.559147285076,19738.546573688538,267.98742640346245
2023-09-14 00:00:00+00:00,2023-09-15 00:00:00+00:00,2023-09-22 00:00:00+00:00,9,9,-0.002569130437144829,0.05555555555555555,3.2897577622814227,19738.546573688538,19684.54591513879,-54.00065854974673
2023-09-21 00:00:00+00:00,2023-09-22 00:00:00+00:00,2023-09-29 00:00:00+00:00,9,9,-0.005354306278858606,0.05555555555555555,3.280757652523132,19684.54591513879,19575.86806969636,-108.67784544243113
2023-09-28 00:00:00+00:00,2023-09-29 00:00:00+00:00,2023-10-06 00:00:00+00:00,9,9,0.020229150098242495,0.16666666666666669,9.787934034848181,19575.86806969636,19962.083309146794,386.2152394504337
2023-10-05 00:00:00+00:00,2023-10-06 00:00:00+00:00,2023-10-13 00:00:00+00:00,9,9,-0.007391236125146615,0.05555555555555555,3.327013884857799,19962.083309146794,19811.211823974187,-150.8714851726072
2023-10-12 00:00:00+00:00,2023-10-13 00:00:00+00:00,2023-10-20 00:00:00+00:00,9,9,0.005132312311557635,0.1111111111111111,6.603737274658061,19811.211823974187,19906.285413050588,95.07358907640082
2023-10-19 00:00:00+00:00,2023-10-20 00:00:00+00:00,2023-10-27 00:00:00+00:00,10,10,0.04913599650257515,0.19999999999999984,11.943771247830345,19906.285413050588,20872.45681223767,966.171399187082
2023-10-26 00:00:00+00:00,2023-10-27 00:00:00+00:00,2023-11-03 00:00:00+00:00,10,10,0.021743218936795098,0.05,3.1308685218356507,20872.45681223767,21323.16034193312,450.7035296954491
2023-11-02 00:00:00+00:00,2023-11-03 00:00:00+00:00,2023-11-10 00:00:00+00:00,10,10,0.030786242696565165,0.15,9.595422153869903,21323.16034193312,21970.02490912378,646.8645671906597
2023-11-09 00:00:00+00:00,2023-11-10 00:00:00+00:00,2023-11-17 00:00:00+00:00,10,10,-0.004612968397286873,0.05,3.295503736368567,21970.02490912378,21865.38237479402,-104.64253432975966
2023-11-16 00:00:00+00:00,2023-11-17 00:00:00+00:00,2023-11-24 00:00:00+00:00,10,10,-0.027815545869613573,0.19999999999999998,13.11922942487641,21865.38237479402,21244.06559896642,-621.3167758275995
2023-11-23 00:00:00+00:00,2023-11-24 00:00:00+00:00,2023-12-01 00:00:00+00:00,10,10,-0.005490152643291354,0.15,9.559829519534889,21244.06559896642,21117.872606544464,-126.19299242195484
