threshold,hold_hours,trade_count,terminal_value,net_return,avg_trade_return,win_rate
0.00050000000000000001,8,124,9586.2411235781728,-0.041375887642182696,0.0052017234293179641,0.45161290322580644
0.00050000000000000001,16,110,8786.1380821760376,-0.12138619178239629,0.019863537330659087,0.47272727272727272
0.00050000000000000001,24,95,9084.7092129583434,-0.091529078704165712,0.024822376286370532,0.4631578947368421
0.00075000000000000002,8,82,9295.4404647200408,-0.07045595352799594,0.00023967386972394855,0.41463414634146339
0.00075000000000000002,16,73,9300.3517984336868,-0.069964820156631302,0.032882818002128993,0.52054794520547942
0.00075000000000000002,24,64,7911.496916133472,-0.20885030838665275,0.023387784107767241,0.40625
0.001,8,52,9482.5053984149436,-0.051749460158505678,0.0033099692325408501,0.42307692307692307
0.001,16,44,9330.224460383979,-0.066977553961602099,0.050096752293465906,0.56818181818181823
0.001,24,41,9666.1790579795652,-0.033382094202043522,0.0509823972991661,0.36585365853658536
