timestamp,kind,gross_spend_usd,fee_slippage_usd,execution_price,reference_open,btc_bought,cash_after,btc_after,strategy,entry_time,exit_time,entry_open,exit_open,return_pct
2025-03-07 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,88498.31865500001,88365.770000000004,0.00022243404924808215,0,0.00022243404924808215,daily_btc_dca,,,,,
2025-03-08 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,86200.677355000007,86071.570000000007,0.00022836293140725448,0,0.00045079698065533661,daily_btc_dca,,,,,
2025-03-09 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,85920.688000000009,85792,0.00022910709665265643,0,0.00067990407730799307,daily_btc_dca,,,,,
2025-03-10 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,81472.485690000016,81350.460000000006,0.00024161579462518958,0,0.00092151987193318265,daily_btc_dca,,,,,
2025-03-11 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,81252.846724999996,81131.149999999994,0.00024226891934879148,0,0.0011637887912819742,daily_btc_dca,,,,,
2025-03-12 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,82813.694490000009,82689.660000000003,0.00023770270715860607,0,0.0014014914984405802,daily_btc_dca,,,,,
2025-03-13 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,83097.800010000006,82973.339999999997,0.00023689001836041195,0,0.0016383815168009921,daily_btc_dca,,,,,
2025-03-14 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,82717.340175000005,82593.449999999997,0.0002379795980919153,0,0.0018763611148929075,daily_btc_dca,,,,,
2025-03-15 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,84017.207055000006,83891.369999999995,0.00023429771186267076,0,0.0021106588267555781,daily_btc_dca,,,,,
2025-03-16 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,84394.762540000011,84268.360000000001,0.00023324953797634963,0,0.0023439083647319278,daily_btc_dca,,,,,
2025-03-17 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,83672.480740000014,83547.160000000003,0.00023526300637896849,0,0.0025791713711108962,daily_btc_dca,,,,,
2025-03-18 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,83406.211934999999,83281.289999999994,0.0002360140679380051,0,0.0028151854390489014,daily_btc_dca,,,,,
2025-03-19 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,83538.129514999993,83413.009999999995,0.00023564137100465148,0,0.0030508268100535529,daily_btc_dca,,,,,
2025-03-20 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,86370.421589999998,86241.059999999998,0.0002279141285603946,0,0.0032787409386139475,daily_btc_dca,,,,,
2025-03-21 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,84148.343464999998,84022.309999999998,0.00023393258333441087,0,0.0035126735219483582,daily_btc_dca,,,,,
2025-03-22 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,84348.343015000006,84222.009999999995,0.0002333779024749552,0,0.0037460514244233136,daily_btc_dca,,,,,
2025-03-23 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,84473.640679999997,84347.119999999995,0.00023303173879587951,0,0.0039790831632191929,daily_btc_dca,,,,,
2025-03-24 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,87547.464510000005,87416.339999999997,0.00022484990833549772,0,0.004203933071554691,daily_btc_dca,,,,,
2025-03-25 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,86844.872200000013,86714.800000000003,0.00022666898886954362,0,0.0044306020604242347,daily_btc_dca,,,,,
2025-03-26 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,88091.669594999999,87959.729999999996,0.00022346085005063912,0,0.0046540629104748739,daily_btc_dca,,,,,
2025-03-27 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,87565.972230000014,87434.820000000007,0.0002248023846337729,0,0.0048788652951086472,daily_btc_dca,,,,,
2025-03-28 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,85341.690805000006,85213.869999999995,0.00023066146433702286,0,0.0051095267594456701,daily_btc_dca,,,,,
2025-03-29 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,84060.842410000012,83934.940000000002,0.00023417608967165164,0,0.0053437028491173221,daily_btc_dca,,,,,
2025-03-30 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,83503.167150000008,83378.100000000006,0.00023574003288662972,0,0.0055794428820039521,daily_btc_dca,,,,,
2025-03-31 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,82021.998724999998,81899.149999999994,0.0002399970700065227,0,0.0058194399520104748,daily_btc_dca,,,,,
2025-04-01 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,84248.122910000006,84121.940000000002,0.00023365552477777737,0,0.0060530954767882526,daily_btc_dca,,,,,
2025-04-02 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,84804.055559999993,84677.039999999994,0.00023212379691147335,0,0.006285219273699726,daily_btc_dca,,,,,
2025-04-03 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,83805.520000000004,83680,0.0002348895319792627,0,0.006520108805678989,daily_btc_dca,,,,,
2025-04-04 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,84542.624000000011,84416,0.00023284159443736615,0,0.0067529504001163547,daily_btc_dca,,,,,
2025-04-05 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,83645.249955000007,83519.970000000001,0.00023533959645848416,0,0.0069882899965748391,daily_btc_dca,,,,,
2025-04-06 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,83158.82140500001,83034.270000000004,0.00023671619002641563,0,0.0072250061866012544,daily_btc_dca,,,,,
2025-04-07 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,76381.280320000005,76266.880000000005,0.0002577207306241543,0,0.0074827269172254088,daily_btc_dca,,,,,
2025-04-08 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,79272.741014999992,79154.009999999995,0.00024832040772191711,0,0.0077310473249473256,daily_btc_dca,,,,,
2025-04-09 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,77420.306525000007,77304.350000000006,0.00025426196631916188,0,0.0079853092912664878,daily_btc_dca,,,,,
2025-04-10 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,81672.325000000012,81550,0.00024102459884763582,0,0.0082263338901141236,daily_btc_dca,,,,,
2025-04-11 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,81754.337834999998,81631.889999999999,0.00024078281215863929,0,0.0084671167022727627,daily_btc_dca,,,,,
2025-04-12 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,83730.177155000012,83604.770000000004,0.00023510089240153046,0,0.0087022175946742924,daily_btc_dca,,,,,
2025-04-13 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,84791.606915000011,84664.610000000001,0.00023215787607153333,0,0.0089343754707458256,daily_btc_dca,,,,,
2025-04-14 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,84890.324769999992,84763.179999999993,0.00023188790269577787,0,0.0091662633734416032,daily_btc_dca,,,,,
2025-04-15 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,85978.775000000009,85850,0.0002289523125920175,0,0.0093952156860336207,daily_btc_dca,,,,,
2025-04-16 09:00:00+00:00,daily_btc_dca_buy,19.685039370078741,0.029527559055118113,83862.395185000001,83736.789999999994,0.00023473023071489489,0,0.0096299459167485148,daily_btc_dca,,,,,
