partition,start,end,final_usd_value,final_btc_equivalent,events,costs_usd,max_drawdown,strategy
full_sample_2025,2025-03-07 00:00:00+00:00,2026-07-27 23:00:00+00:00,7351.2013473267034,0.11530236353688435,508,15.000000000000002,0.30325158468197932,daily_btc_dca
full_sample_2025,2025-03-07 00:00:00+00:00,2026-07-27 23:00:00+00:00,7364.4961392685082,0.11551089012474317,73,15,0.29935228768892119,weekly_monday_btc_dca
full_sample_2025,2025-03-07 00:00:00+00:00,2026-07-27 23:00:00+00:00,10000.487661030897,0.15685597623545344,1,0.17716535433070868,0.053578358148493543,btc_reserve_odds_btc_swing
