strategy,terminal_value,net_return,event_count,avg_trade_return,win_rate,verdict,holdout_trade_count,holdout_net_return
cash_reserve,10000.000000000005,4.4408920985006262e-16,0,,,Baseline,,
daily_btc_dca,17123.401751087975,0.71234017510879744,367,,,Baseline,,
daily_eth_dca,13301.609745416588,0.33016097454165894,367,,,Baseline,,
daily_sol_dca,15184.819645365753,0.51848196453657525,367,,,Baseline,,
daily_xrp_dca,42097.100159227528,3.2097100159227532,367,,,Baseline,,
always_long_equal_weight_schedule,9932.38957046822,-0.0067610429531780314,9,0.0055604357311008394,0.55555555555555558,Baseline,,
random_asset_schedule_baseline,9789.8359869085161,-0.021016401309148391,9,0.0012608421814812834,0.55555555555555558,Baseline,,
fed_hawkish_btc_swing,10324.436561326907,0.032443656132690846,9,0.017388791396756149,0.77777777777777779,Inconclusive,1,1.0440038452043163
