asset,n_bars,start,end,vs_final,bh_final,vs_doubled_cost_final,vs_total_return,vs_sharpe,vs_sortino,vs_max_dd,bh_total_return,bh_sharpe,bh_max_dd,vs_beats_bh,vs_beats_bh_doubled_cost,concentration_top_block_frac,mean_weight,pct_days_at_cap
BTC,2931,2018-07-19 00:00:00+00:00,2026-07-27 00:00:00+00:00,5.649578373843646,8.539253516844557,4.581431403930002,4.649578373843646,0.869588756625749,1.3363181578960943,-0.43959939365777884,7.539253516844557,0.7460620271885794,-0.7662925431645934,False,False,0.4784656408790972,0.4040502620919763,0.13442511088365747
ETH,2931,2018-07-19 00:00:00+00:00,2026-07-27 00:00:00+00:00,8.073783748703589,4.038948289476492,6.758229779885174,7.073783748703589,0.9929884470033226,1.5193271600852738,-0.37405549303773494,3.038948289476492,0.6303932647673002,-0.8252378567851777,True,True,0.451040075897186,0.2998430375540956,0.02968270214943705
SOL,1978,2021-02-26 00:00:00+00:00,2026-07-27 00:00:00+00:00,3.6120982894962554,5.45740721672232,3.2139064188200095,2.6120982894962554,0.9341139884860302,1.4861015233176156,-0.4053147419801808,4.45740721672232,0.824899143502484,-0.9626992725584275,False,False,0.9351448123154442,0.21216959534760915,0.0
XRP,2808,2018-11-19 00:00:00+00:00,2026-07-27 00:00:00+00:00,1.981125649159047,2.2095336787564768,1.5531872136331781,0.981125649159047,0.3926739992309807,0.8112847104911851,-0.5621951718570118,1.2095336787564768,0.5803491321633772,-0.8323958401465106,False,False,0.9274430657073222,0.2263699102731229,0.02101139601139601
