date,vxn,mean,std,z,risk_off_signal_close,risk_off_actionable
2001-05-01 00:00:00+00:00,58.87,62.20283333333334,4.119890607263643,-0.8089616087032341,False,False
2001-05-02 00:00:00+00:00,57.16,62.26916666666667,4.03123957538178,-1.267393458296958,False,False
2001-05-03 00:00:00+00:00,60.92,62.291000000000004,3.999304897231134,-0.3428095719706682,False,False
2001-05-04 00:00:00+00:00,58.18,62.41166666666666,3.8411876547325874,-1.1016558020676182,False,False
2001-05-07 00:00:00+00:00,57.45,62.474500000000006,3.7375150019539034,-1.3443424300299232,False,False
2001-05-08 00:00:00+00:00,56.85,62.521,3.6550905759835888,-1.5515347382257216,False,False
2001-05-09 00:00:00+00:00,57.18,62.53766666666666,3.6263229574998377,-1.4774378149596732,False,False
2001-05-10 00:00:00+00:00,57.96,62.539833333333334,3.6230259343405105,-1.2640906845087179,False,False
2001-05-11 00:00:00+00:00,57.09,62.53216666666666,3.6323663163972255,-1.4982427961903604,False,False
2001-05-14 00:00:00+00:00,59.67,62.525499999999994,3.6421312558371284,-0.7840189711514578,False,False
2001-05-15 00:00:00+00:00,57.28,62.600166666666674,3.533500445094099,-1.5056363369228312,False,False
2001-05-16 00:00:00+00:00,53.68,62.6325,3.4743206261885637,-2.5767627583125994,False,False
2001-05-17 00:00:00+00:00,51.93,62.56166666666666,3.6123986897607634,-2.9431044521198073,False,False
2001-05-18 00:00:00+00:00,47.06,62.434333333333335,3.8466923350982887,-3.9967670907947714,False,False
2001-05-21 00:00:00+00:00,47.63,62.20216666666666,4.325869009068096,-3.368610245969025,False,False
2001-05-22 00:00:00+00:00,46.28,61.96216666666667,4.71732798961254,-3.324374879422944,False,False
2001-05-23 00:00:00+00:00,47.78,61.704,5.133525963074434,-2.712365750198916,False,False
2001-05-24 00:00:00+00:00,46.51,61.44583333333333,5.434133580283205,-2.7485215651535273,False,False
2001-05-25 00:00:00+00:00,46.52,61.16016666666667,5.757210804107996,-2.5429269771084866,False,False
2001-05-29 00:00:00+00:00,49.87,60.8635,6.043139218168772,-1.8191704018580133,False,False
2001-05-30 00:00:00+00:00,52.7,60.59983333333333,6.172716208888938,-1.279798562901252,False,False
2001-05-31 00:00:00+00:00,52.53,60.40833333333333,6.237340851994126,-1.2630916796561737,False,False
2001-06-01 00:00:00+00:00,49.94,60.26383333333333,6.318588957388301,-1.6338827233352022,False,False
2001-06-04 00:00:00+00:00,51.43,60.11,6.45652291373563,-1.344376859800828,False,False
2001-06-05 00:00:00+00:00,48.76,59.982166666666664,6.552081333611474,-1.7127636387994996,False,False
2001-06-06 00:00:00+00:00,48.32,59.78816666666667,6.709922703251941,-1.7091354362560185,False,False
2001-06-07 00:00:00+00:00,46.66,59.458499999999994,6.780170695566372,-1.8876368420000218,False,False
2001-06-08 00:00:00+00:00,47.12,59.114333333333335,6.897949429191523,-1.7388259302937712,False,False
2001-06-11 00:00:00+00:00,48.52,58.819833333333335,7.027509743293882,-1.4656448314656725,False,False
2001-06-12 00:00:00+00:00,48.24,58.549,7.106989565066643,-1.4505438492090046,False,False
2001-06-13 00:00:00+00:00,51.08,58.26083333333333,7.169388147703362,-1.0015963964280044,False,False
2001-06-14 00:00:00+00:00,52.9,58.01233333333334,7.155330682445174,-0.7144789752171612,False,False
2001-06-15 00:00:00+00:00,53.02,57.794999999999995,7.108339218177342,-0.6717462199594288,False,False
2001-06-18 00:00:00+00:00,51.15,57.640499999999996,7.109726072818036,-0.912904369806107,False,False
2001-06-19 00:00:00+00:00,49.98,57.45466666666666,7.131557575055242,-1.048111382121004,False,False
2001-06-20 00:00:00+00:00,48.48,57.263,7.175937734741118,-1.2239515342334364,False,False
2001-06-21 00:00:00+00:00,46.63,57.03733333333333,7.236451248137226,-1.438181917692368,False,False
2001-06-22 00:00:00+00:00,45.86,56.839000000000006,7.356919652929559,-1.492336537293583,False,False
2001-06-25 00:00:00+00:00,48.13,56.600500000000004,7.4780602091401756,-1.1327135330692846,False,False
2001-06-26 00:00:00+00:00,46.51,56.363166666666665,7.517712754322113,-1.310660168679875,False,False
2001-06-27 00:00:00+00:00,45.47,56.10116666666667,7.583423959848379,-1.4018953342124931,False,False
2001-06-28 00:00:00+00:00,42.77,55.79449999999999,7.635793372252096,-1.7057166642735582,False,False
2001-06-29 00:00:00+00:00,40.15,55.42366666666666,7.719984843812896,-1.9784581156150312,False,False
2001-07-02 00:00:00+00:00,40.3,55.004,7.855554053758762,-1.871796680332734,False,False
2001-07-03 00:00:00+00:00,41.68,54.579166666666666,7.9510311220592715,-1.622326270473188,False,False
2001-07-05 00:00:00+00:00,44.15,54.15316666666667,7.94591686887083,-1.2589065342295975,False,False
2001-07-06 00:00:00+00:00,45.65,53.787333333333336,7.891665388171908,-1.031130050892634,False,False
2001-07-09 00:00:00+00:00,46.08,53.44500000000001,7.789370310269561,-0.9455193047235078,False,False
2001-07-10 00:00:00+00:00,50.04,53.15833333333333,7.737612772194654,-0.4030097428161768,False,False
2001-07-11 00:00:00+00:00,50.61,53.00516666666667,7.7062814994018405,-0.3108070561466747,False,False
2001-07-12 00:00:00+00:00,47.5,52.755833333333335,7.53292373330249,-0.6977149270870341,False,False
2001-07-13 00:00:00+00:00,47.06,52.464333333333336,7.388495492975418,-0.7314524774998485,False,False
2001-07-16 00:00:00+00:00,48.86,52.2115,7.307768289490433,-0.458621547267709,False,False
2001-07-17 00:00:00+00:00,49.63,51.9585,7.152436784002578,-0.3255533841568531,False,False
2001-07-18 00:00:00+00:00,50.67,51.69266666666667,6.9305518323266,-0.14755919750813765,False,False
2001-07-19 00:00:00+00:00,48.83,51.39083333333333,6.558114469531688,-0.39048317092217555,False,False
2001-07-20 00:00:00+00:00,48.1,51.037,6.089768106686907,-0.48228437414144015,False,False
2001-07-23 00:00:00+00:00,49.98,50.689,5.625968451471256,-0.12602274721512016,False,False
2001-07-24 00:00:00+00:00,52.36,50.400499999999994,5.186938101077314,0.3777758596334555,False,False
2001-07-25 00:00:00+00:00,50.39,50.247499999999995,4.984215636233584,0.028590255799544058,False,False
2001-07-26 00:00:00+00:00,48.0,50.06849999999999,4.775237974369989,-0.4331721290336104,False,False
2001-07-27 00:00:00+00:00,47.27,49.88733333333333,4.639940774997138,-0.564087659790214,False,False
2001-07-30 00:00:00+00:00,47.98,49.722500000000004,4.55203907559717,-0.3827954837517323,False,False
2001-07-31 00:00:00+00:00,46.35,49.50683333333333,4.312779783767969,-0.7319718352452683,False,False
2001-08-01 00:00:00+00:00,45.54,49.309666666666665,4.17785402973658,-0.9022973612374745,False,False
2001-08-02 00:00:00+00:00,45.36,49.11116666666667,4.065970016508008,-0.9225760769107436,False,False
2001-08-03 00:00:00+00:00,45.5,48.919666666666664,3.9646232072092498,-0.8625451872572306,False,False
2001-08-06 00:00:00+00:00,47.31,48.725,3.836849210538214,-0.36879218399138236,False,False
2001-08-07 00:00:00+00:00,47.35,48.54750000000001,3.643870927871074,-0.3286340333409237,False,False
2001-08-08 00:00:00+00:00,46.72,48.38516666666667,3.4696468299085934,-0.47992396583791197,False,False
2001-08-09 00:00:00+00:00,46.9,48.169333333333334,3.1431894988991185,-0.4038360823545355,False,False
2001-08-10 00:00:00+00:00,47.12,47.99633333333334,2.910268184198118,-0.30111772450785423,False,False
2001-08-13 00:00:00+00:00,48.19,47.88699999999999,2.8147813835694513,0.10764601534196847,False,False
2001-08-14 00:00:00+00:00,48.4,47.824666666666666,2.76469722292773,0.20809994257673994,False,False
2001-08-15 00:00:00+00:00,48.19,47.847,2.7638276700676423,0.12410325134041436,False,False
2001-08-16 00:00:00+00:00,49.13,47.85633333333333,2.7640279908973966,0.4608009292457091,False,False
2001-08-17 00:00:00+00:00,50.34,47.90383333333333,2.7609664800492997,0.8823601026199971,False,False
2001-08-20 00:00:00+00:00,50.7,47.9465,2.7787436650279953,0.9909154394679516,False,False
2001-08-21 00:00:00+00:00,51.22,48.016333333333336,2.7946352763258075,1.1463630670541818,False,False
2001-08-22 00:00:00+00:00,49.69,48.09466666666666,2.8177569313719704,0.5661713810625126,False,False
2001-08-23 00:00:00+00:00,47.97,48.09166666666667,2.8159299675101837,-0.043206566949619885,False,False
2001-08-24 00:00:00+00:00,45.76,48.01283333333333,2.7501723161217715,-0.8191607922627291,False,False
2001-08-27 00:00:00+00:00,46.01,47.9,2.700125546359412,-0.6999674524572732,False,False
2001-08-28 00:00:00+00:00,46.78,47.8345,2.697466121117612,-0.3909224259554733,False,False
2001-08-29 00:00:00+00:00,47.12,47.757,2.658937789699593,-0.2395693507639262,False,False
2001-08-30 00:00:00+00:00,49.43,47.72966666666666,2.656881035379497,0.6399734540957617,False,False
2001-08-31 00:00:00+00:00,49.77,47.74816666666667,2.6649135780606668,0.7586862665935602,False,False
2001-09-04 00:00:00+00:00,52.75,47.8,2.673620664497517,1.8514219559005056,False,False
2001-09-05 00:00:00+00:00,52.9,47.89383333333333,2.747135390385476,1.8223225124569502,False,False
2001-09-06 00:00:00+00:00,55.43,47.96683333333333,2.821251970954886,2.6453385743282887,True,False
2001-09-07 00:00:00+00:00,56.97,48.08666666666667,2.981215010336239,2.9797694237194285,True,True
2001-09-10 00:00:00+00:00,57.41,48.18483333333333,3.1723014645398835,2.9080359385089847,True,True
2001-09-17 00:00:00+00:00,67.99,48.260000000000005,3.3351700589377558,5.9157403224841705,True,True
2001-09-18 00:00:00+00:00,66.22,48.5095,4.156184864406249,4.261239713294156,True,True
2001-09-19 00:00:00+00:00,67.64,48.760666666666665,4.733692745167417,3.9882887102478444,True,True
2001-09-20 00:00:00+00:00,71.72,49.055,5.323130689639691,4.2578327156446605,True,True
2001-09-21 00:00:00+00:00,68.83,49.44233333333333,6.073249867641138,3.1923051231542487,True,True
2001-09-24 00:00:00+00:00,61.4,49.81233333333333,6.556063144510054,1.7674733161119724,True,True
2001-09-25 00:00:00+00:00,59.07,50.07133333333333,6.7025976413062205,1.3425640547495237,True,True
2001-09-26 00:00:00+00:00,57.55,50.25366666666667,6.7970290036777765,1.0734592024523342,True,True
2001-09-27 00:00:00+00:00,56.99,50.437666666666665,6.843240724672773,0.9574898205333341,False,True
2001-09-28 00:00:00+00:00,55.89,50.62966666666667,6.863080043509367,0.7664683057730316,False,False
2001-10-01 00:00:00+00:00,56.52,50.848333333333336,6.8172737149065314,0.8319552513001055,False,False
2001-10-02 00:00:00+00:00,55.67,51.12116666666667,6.708564243490571,0.6780636166296151,False,False
2001-10-03 00:00:00+00:00,54.99,51.37733333333333,6.580585432373704,0.5489886430003437,False,False
2001-10-04 00:00:00+00:00,54.82,51.59916666666667,6.4715841174090585,0.49768855274074897,False,False
2001-10-05 00:00:00+00:00,55.69,51.777,6.409723625021063,0.6104787396331988,False,False
2001-10-08 00:00:00+00:00,58.48,51.94433333333333,6.378034702529241,1.0247148175714555,False,False
2001-10-09 00:00:00+00:00,58.55,52.150999999999996,6.385685979104312,1.0020849789575084,False,False
2001-10-10 00:00:00+00:00,58.96,52.292833333333334,6.432341506783325,1.0365069484628116,False,False
2001-10-11 00:00:00+00:00,55.22,52.432,6.485424544732926,0.42988704606304357,False,False
2001-10-12 00:00:00+00:00,58.83,52.56066666666666,6.4624576493820864,0.9701159641537896,False,False
2001-10-15 00:00:00+00:00,61.31,52.75683333333333,6.471287952823774,1.3217101029995828,False,False
2001-10-16 00:00:00+00:00,58.51,52.96433333333333,6.543420130608323,0.8475180495786238,False,False
2001-10-17 00:00:00+00:00,60.82,53.11233333333334,6.567107137712358,1.1736776186282254,False,False
2001-10-18 00:00:00+00:00,63.06,53.2815,6.633521657179667,1.4741038780534357,False,False
2001-10-19 00:00:00+00:00,61.95,53.51866666666667,6.725415107008815,1.2536524808032616,False,False
2001-10-22 00:00:00+00:00,61.13,53.7495,6.773790072710624,1.0895672763367168,False,False
2001-10-23 00:00:00+00:00,59.26,53.93533333333334,6.821402377479331,0.7805824040296899,False,False
2001-10-24 00:00:00+00:00,57.48,54.050333333333334,6.85248587002341,0.5004996335227679,False,False
2001-10-25 00:00:00+00:00,53.37,54.1685,6.849426506984122,-0.11657910325569616,False,False
2001-10-26 00:00:00+00:00,53.43,54.258,6.802380640105476,-0.12172209169217621,False,False
2001-10-29 00:00:00+00:00,57.65,54.36066666666667,6.741336654329472,0.48793488620996717,False,False
2001-10-30 00:00:00+00:00,60.09,54.52183333333334,6.701681926928338,0.8308610774696654,False,False
2001-10-31 00:00:00+00:00,58.93,54.750833333333325,6.652282720651658,0.628230464963955,False,False
2001-11-01 00:00:00+00:00,57.53,54.974000000000004,6.562033634760584,0.3895133951249936,False,False
2001-11-02 00:00:00+00:00,58.13,55.176833333333335,6.446905049519072,0.4580750986687743,False,False
2001-11-05 00:00:00+00:00,58.65,55.38733333333334,6.330734786567312,0.5153693491614049,False,False
2001-11-06 00:00:00+00:00,57.81,55.57633333333333,6.254317008510059,0.35713998245170325,False,False
2001-11-07 00:00:00+00:00,57.79,55.75066666666667,6.166291049791179,0.33072284731068496,False,False
2001-11-08 00:00:00+00:00,58.42,55.93516666666667,6.056134441913538,0.4103002265168026,False,False
2001-11-09 00:00:00+00:00,58.2,56.12716666666667,5.946452322686949,0.34858319227164175,False,False
2001-11-12 00:00:00+00:00,60.74,56.31183333333333,5.832955610853934,0.7591634433882473,False,False
2001-11-13 00:00:00+00:00,57.43,56.521,5.761353330892848,0.15777543014518247,False,False
2001-11-14 00:00:00+00:00,57.83,56.6715,5.662716250968551,0.20458379842038643,False,False
2001-11-15 00:00:00+00:00,57.78,56.832166666666666,5.55370149636571,0.1706669567951372,False,False
2001-11-16 00:00:00+00:00,55.09,56.97633333333333,5.4618870417189544,-0.3453629338954001,False,False
2001-11-19 00:00:00+00:00,51.88,57.0555,5.398119077629858,-0.9587598801678151,False,False
2001-11-20 00:00:00+00:00,52.08,57.07516666666666,5.376678923177216,-0.9290431394618022,False,False
2001-11-21 00:00:00+00:00,52.05,57.0895,5.361931547050418,-0.9398665305177605,False,False
2001-11-23 00:00:00+00:00,50.09,57.12883333333333,5.3151835887315455,-1.3242879038564175,False,False
2001-11-26 00:00:00+00:00,48.78,57.164166666666674,5.260027483226112,-1.5939397072359867,False,False
2001-11-27 00:00:00+00:00,49.34,57.2145,5.162598027140089,-1.5252979136867282,False,False
2001-11-28 00:00:00+00:00,51.17,57.27,5.056921418935474,-1.2062675083616594,False,False
2001-11-29 00:00:00+00:00,48.69,57.34316666666667,4.932808699581497,-1.7542068208322799,False,False
2001-11-30 00:00:00+00:00,47.54,57.36933333333334,4.88155742953551,-2.0135650302630195,False,False
2001-12-03 00:00:00+00:00,49.22,57.337833333333336,4.939412265753253,-1.6434816323426245,False,False
2001-12-04 00:00:00+00:00,47.2,57.32866666666666,4.954183120907064,-2.04446755791542,False,False
2001-12-05 00:00:00+00:00,46.1,57.23616666666667,5.091042679547284,-2.18740391067728,False,False
2001-12-06 00:00:00+00:00,46.95,57.12283333333334,5.262024837976391,-1.933254525884277,False,False
2001-12-07 00:00:00+00:00,47.66,56.9815,5.419781353085609,-1.719903330545438,False,False
2001-12-10 00:00:00+00:00,48.22,56.82633333333333,5.551779976183769,-1.5501935181604996,False,False
2001-12-11 00:00:00+00:00,47.49,56.67316666666667,5.661098441554607,-1.622152796223917,False,False
2001-12-12 00:00:00+00:00,44.65,56.3315,5.584618350312251,-2.0917275393307504,False,False
2001-12-13 00:00:00+00:00,47.83,55.972,5.631344422071897,-1.4458359123067774,False,False
2001-12-14 00:00:00+00:00,48.35,55.64183333333333,5.515186580941678,-1.322137198137783,False,False
2001-12-17 00:00:00+00:00,47.37,55.25233333333334,5.1752024005835695,-1.523096629504676,False,False
2001-12-18 00:00:00+00:00,45.23,54.89466666666667,4.957929948933464,-1.949335058424073,False,False
2001-12-19 00:00:00+00:00,45.59,54.62516666666667,5.037169803845079,-1.7936990450013726,False,False
2001-12-20 00:00:00+00:00,48.11,54.400499999999994,5.135223799852991,-1.224970954562891,False,False
2001-12-21 00:00:00+00:00,45.74,54.24316666666667,5.181496901595451,-1.6410637366295497,False,False
2001-12-24 00:00:00+00:00,45.57,54.05566666666667,5.282969236594378,-1.6062305659263842,False,False
2001-12-26 00:00:00+00:00,44.78,53.88366666666666,5.389164888189145,-1.6892536887520722,False,False
2001-12-27 00:00:00+00:00,43.2,53.688,5.503730876353091,-1.9056164328568348,False,False
2001-12-28 00:00:00+00:00,41.89,53.48016666666667,5.660823289128075,-2.0474348119868404,False,False
2001-12-31 00:00:00+00:00,44.45,53.26183333333333,5.851035687450517,-1.5060296679155827,False,False
2002-01-02 00:00:00+00:00,44.38,53.089000000000006,5.956438960045348,-1.462115209845733,False,False
2002-01-03 00:00:00+00:00,43.04,52.9005,6.0509423345123325,-1.6295808908571752,False,False
2002-01-04 00:00:00+00:00,42.39,52.643166666666666,6.137334620414483,-1.6706220698089003,False,False
2002-01-07 00:00:00+00:00,44.6,52.37383333333333,6.227644790189042,-1.2482782167634439,False,False
2002-01-08 00:00:00+00:00,44.01,52.1345,6.246148759198284,-1.3007215026756447,False,False
2002-01-09 00:00:00+00:00,44.44,51.94766666666667,6.319516278062818,-1.1880128693913372,False,False
2002-01-10 00:00:00+00:00,44.21,51.70783333333334,6.326950986479279,-1.1850626548800902,False,False
2002-01-11 00:00:00+00:00,43.77,51.42283333333334,6.271985896858815,-1.2201611194894564,False,False
2002-01-14 00:00:00+00:00,45.45,51.17716666666667,6.2783559036667995,-0.9122080293858118,False,False
2002-01-15 00:00:00+00:00,43.8,50.92100000000001,6.191199796102097,-1.1501809398048022,False,False
2002-01-16 00:00:00+00:00,44.89,50.6,6.048808819560563,-0.9439875139606122,False,False
2002-01-17 00:00:00+00:00,42.57,50.315666666666665,5.905510315831809,-1.31159988763404,False,False
2002-01-18 00:00:00+00:00,43.87,50.00633333333333,5.814844232335734,-1.055287654862676,False,False
2002-01-22 00:00:00+00:00,46.13,49.749833333333335,5.738672111113383,-0.630778908995906,False,False
2002-01-23 00:00:00+00:00,43.78,49.56066666666666,5.666149521101673,-1.0202107524940012,False,False
2002-01-24 00:00:00+00:00,42.92,49.40083333333334,5.692073076125719,-1.1385717025517323,False,False
2002-01-25 00:00:00+00:00,40.93,49.22566666666667,5.727584271044941,-1.4483709490935532,False,False
2002-01-28 00:00:00+00:00,40.34,48.946999999999996,5.717498356591601,-1.5053786574467725,False,False
2002-01-29 00:00:00+00:00,41.92,48.61783333333334,5.632999649964283,-1.189034928020243,False,False
2002-01-30 00:00:00+00:00,40.73,48.33433333333333,5.5323521116254195,-1.3745208511500842,False,False
2002-01-31 00:00:00+00:00,38.11,48.05433333333334,5.4839826449140165,-1.813341503287937,False,False
2002-02-01 00:00:00+00:00,38.59,47.720666666666666,5.469577762858432,-1.669354941558583,False,False
2002-02-04 00:00:00+00:00,41.78,47.38633333333333,5.402875244159862,-1.037657373153932,False,False
2002-02-05 00:00:00+00:00,42.36,47.119166666666665,5.273483488866287,-0.9024711420287027,False,False
2002-02-06 00:00:00+00:00,44.48,46.861999999999995,5.118234202919298,-0.46539488143027363,False,False
2002-02-07 00:00:00+00:00,45.94,46.629666666666665,4.896264216403862,-0.140855688374841,False,False
2002-02-08 00:00:00+00:00,43.99,46.425333333333334,4.655102346147519,-0.5231535532937899,False,False
2002-02-11 00:00:00+00:00,42.59,46.146166666666666,4.268278377839862,-0.833161839942222,False,False
2002-02-12 00:00:00+00:00,41.35,45.89883333333333,4.026448193693547,-1.1297384480093324,False,False
2002-02-13 00:00:00+00:00,40.01,45.624166666666675,3.7514685448419716,-1.4965250540047297,False,False
2002-02-14 00:00:00+00:00,38.41,45.327999999999996,3.466129478153255,-1.9958862020601413,False,False
2002-02-15 00:00:00+00:00,39.98,45.05,3.336379342737427,-1.5196113748385025,False,False
2002-02-19 00:00:00+00:00,42.57,44.85166666666667,3.2766509186879875,-0.6963410882903188,False,False
2002-02-20 00:00:00+00:00,41.98,44.69316666666667,3.148580251299156,-0.8617111364867311,False,False
2002-02-21 00:00:00+00:00,43.56,44.525333333333336,3.015350819551976,-0.32013964248337906,False,False
2002-02-22 00:00:00+00:00,43.07,44.4165,2.9276697652293917,-0.459922090937909,False,False
2002-02-25 00:00:00+00:00,41.14,44.321333333333335,2.875770474013892,-1.1062542584954458,False,False
2002-02-26 00:00:00+00:00,41.28,44.184666666666665,2.827667462209306,-1.027230643449565,False,False
2002-02-27 00:00:00+00:00,41.61,44.01983333333333,2.698896504987519,-0.8928957923655082,False,False
2002-02-28 00:00:00+00:00,41.67,43.90183333333333,2.645494725875268,-0.8436355255234613,False,False
2002-03-01 00:00:00+00:00,37.86,43.803999999999995,2.617057605112215,-2.2712530241553957,False,False
2002-03-04 00:00:00+00:00,38.25,43.61466666666667,2.6294862981372478,-2.040195710647761,False,False
2002-03-05 00:00:00+00:00,39.15,43.465500000000006,2.6760953246179087,-1.6126107169280943,False,False
2002-03-06 00:00:00+00:00,38.95,43.349666666666664,2.7103242452012015,-1.623299010978685,False,False
2002-03-07 00:00:00+00:00,39.42,43.21633333333333,2.726932818914181,-1.3921623983552942,False,False
2002-03-08 00:00:00+00:00,37.98,43.079,2.706764720887003,-1.8837987508308696,False,False
2002-03-11 00:00:00+00:00,38.47,42.90833333333333,2.699937957019132,-1.6438649346718606,False,False
2002-03-12 00:00:00+00:00,39.16,42.758,2.691610821341112,-1.3367460003773057,False,False
2002-03-13 00:00:00+00:00,39.42,42.666500000000006,2.7193748191047384,-1.1938405758529471,False,False
2002-03-14 00:00:00+00:00,37.86,42.52633333333333,2.664913880166084,-1.7510259404864958,False,False
2002-03-15 00:00:00+00:00,36.19,42.351499999999994,2.620097569020618,-2.3516299823533444,False,False
2002-03-18 00:00:00+00:00,35.13,42.165166666666664,2.6544663300137143,-2.650313016639512,False,False
2002-03-19 00:00:00+00:00,34.73,41.996833333333335,2.7743544014119976,-2.61928805117144,False,False
2002-03-20 00:00:00+00:00,34.4,41.81583333333334,2.887893661868675,-2.567903877920062,False,False
2002-03-21 00:00:00+00:00,32.86,41.58733333333334,2.9236069356405796,-2.9851254034671153,False,False
