asset,start,end,risk_off_days,risk_off_fraction,trades,final,buy_hold,dca,momentum,random,double_cost,delay_2d,best_excluded,top_block_pct,sharpe,max_drawdown,test_final,test_buy_hold,test_trades
BTC,2018-01-01,2026-07-27,435,0.1389776357827476,49,24995.764578073675,46344.780518358595,39941.66037721917,84689.48713366143,15083.21241684005,21578.676367717835,25573.64400045072,11579.600178588025,1.2272933406718547,0.47841608602408825,-0.8241904966720647,12479.041174624905,15032.99363290963,15
ETH,2018-01-01,2026-07-27,435,0.1389776357827476,49,14149.688078397594,25741.27110993787,34753.85778180409,127304.60327323966,17562.26429266898,12215.331073158453,14198.144776641799,6135.442373462104,5.238304653445505,0.4285596723660934,-0.9281279914948641,8130.7656842015385,8268.923793334221,15
SOL,2020-08-11,2026-07-27,291,0.13367018833256775,37,143224.30458349574,259570.99438561453,40615.94868993892,904985.4845900396,147006.1946350854,128176.90526462487,136720.56212327958,80782.30347394563,1.6607908184175004,0.9241972311380763,-0.9335607736530982,5516.753584454572,7272.683189136861,15
XRP,2018-05-04,2026-07-27,405,0.13468573328899236,47,9543.105136166349,21258.129805292065,22385.074054116783,37077.29762569797,29807.18983967965,8288.078675878432,9225.526319438875,2390.665567680295,50.0997577513464,0.3522101823919258,-0.8498953676647854,10832.05904730446,17268.992530700296,15
