date,nasdaq,sma200_prior,risk_on_signal_close,risk_on_actionable
1997-10-20 00:00:00+00:00,1685.45,1439.81775,True,True
1997-10-21 00:00:00+00:00,1712.54,1441.6629999999998,True,True
1997-10-22 00:00:00+00:00,1708.08,1443.5870499999999,True,True
1997-10-23 00:00:00+00:00,1671.25,1445.5257000000001,True,True
1997-10-24 00:00:00+00:00,1650.92,1447.25095,True,True
1997-10-27 00:00:00+00:00,1535.09,1448.8454499999998,True,True
1997-10-28 00:00:00+00:00,1603.02,1449.86635,True,True
1997-10-29 00:00:00+00:00,1602.75,1451.14965,True,True
1997-10-30 00:00:00+00:00,1570.41,1452.49575,True,True
1997-10-31 00:00:00+00:00,1593.61,1453.6449,True,True
1997-11-03 00:00:00+00:00,1629.98,1454.8676999999998,True,True
1997-11-04 00:00:00+00:00,1631.15,1456.1962000000003,True,True
1997-11-05 00:00:00+00:00,1637.33,1457.4670999999998,True,True
1997-11-06 00:00:00+00:00,1623.44,1458.71345,True,True
1997-11-07 00:00:00+00:00,1602.4,1459.9388000000001,True,True
1997-11-10 00:00:00+00:00,1590.72,1461.13165,True,True
1997-11-11 00:00:00+00:00,1584.86,1462.3211999999999,True,True
1997-11-12 00:00:00+00:00,1541.72,1463.47365,True,True
1997-11-13 00:00:00+00:00,1559.25,1464.4064,True,True
1997-11-14 00:00:00+00:00,1583.51,1465.34755,True,True
1997-11-17 00:00:00+00:00,1614.11,1466.3658500000001,True,True
1997-11-18 00:00:00+00:00,1600.44,1467.5561500000001,True,True
1997-11-19 00:00:00+00:00,1601.22,1468.6896000000002,True,True
1997-11-20 00:00:00+00:00,1626.56,1469.9535,True,True
1997-11-21 00:00:00+00:00,1620.75,1471.3543,True,True
1997-11-24 00:00:00+00:00,1586.99,1472.6694999999997,True,True
1997-11-25 00:00:00+00:00,1589.04,1473.9277499999998,True,True
1997-11-26 00:00:00+00:00,1594.5,1475.2154,True,True
1997-11-28 00:00:00+00:00,1600.55,1476.3931,True,True
1997-12-01 00:00:00+00:00,1630.72,1477.5418,True,True
1997-12-02 00:00:00+00:00,1606.37,1478.8594499999997,True,True
1997-12-03 00:00:00+00:00,1615.13,1480.0623500000002,True,True
1997-12-04 00:00:00+00:00,1613.42,1481.3100999999997,True,True
1997-12-05 00:00:00+00:00,1633.9,1482.6402000000003,True,True
1997-12-08 00:00:00+00:00,1651.54,1484.1381,True,True
1997-12-09 00:00:00+00:00,1620.55,1485.6704,True,True
1997-12-10 00:00:00+00:00,1596.61,1487.0347,True,True
1997-12-11 00:00:00+00:00,1558.54,1488.315,True,True
1997-12-12 00:00:00+00:00,1536.58,1489.5444,True,True
1997-12-15 00:00:00+00:00,1536.56,1490.6822999999997,True,True
1997-12-16 00:00:00+00:00,1553.0,1491.8092,True,True
1997-12-17 00:00:00+00:00,1547.37,1492.9873499999999,True,True
1997-12-18 00:00:00+00:00,1523.19,1494.07875,True,True
1997-12-19 00:00:00+00:00,1524.74,1495.11755,True,True
1997-12-22 00:00:00+00:00,1532.06,1496.1822499999998,True,True
1997-12-23 00:00:00+00:00,1509.91,1497.2289500000002,True,True
