timestamp,cash,active_asset,asset_units,mark_close,equity,final_btc_close,final_eth_close,final_sol_close,final_xrp_close,strategy,btc_units,btc_close,eth_units,eth_close,sol_units,sol_close,xrp_units,xrp_close
2023-12-18 00:00:00+00:00,0,,0,41367.949999999997,0,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 01:00:00+00:00,0,,0,40982.010000000002,0,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 02:00:00+00:00,0,,0,40900.57,0,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 03:00:00+00:00,0,,0,41090.919999999998,0,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 04:00:00+00:00,0,,0,41187.529999999999,0,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 05:00:00+00:00,0,,0,41004.18,0,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 06:00:00+00:00,0,,0,41210.470000000001,0,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 07:00:00+00:00,0,,0,41126.019999999997,0,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 08:00:00+00:00,0,,0,41196.18,0,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 09:00:00+00:00,27.247956403269754,,0,41047.510000000002,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 10:00:00+00:00,27.247956403269754,,0,40823.5,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 11:00:00+00:00,27.247956403269754,,0,41105.120000000003,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 12:00:00+00:00,27.247956403269754,,0,40905.279999999999,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 13:00:00+00:00,27.247956403269754,,0,41356.18,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 14:00:00+00:00,27.247956403269754,,0,41605.309999999998,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 15:00:00+00:00,27.247956403269754,,0,41265.959999999999,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 16:00:00+00:00,27.247956403269754,,0,41495.989999999998,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 17:00:00+00:00,27.247956403269754,,0,41385.010000000002,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 18:00:00+00:00,27.247956403269754,,0,41643.43,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 19:00:00+00:00,27.247956403269754,,0,41701.099999999999,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 20:00:00+00:00,27.247956403269754,,0,41971.089999999997,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 21:00:00+00:00,27.247956403269754,,0,42619.989999999998,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 22:00:00+00:00,27.247956403269754,,0,42511.099999999999,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-18 23:00:00+00:00,27.247956403269754,,0,42657.800000000003,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 00:00:00+00:00,27.247956403269754,,0,42713.959999999999,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 01:00:00+00:00,27.247956403269754,,0,43314.989999999998,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 02:00:00+00:00,27.247956403269754,,0,43076.709999999999,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 03:00:00+00:00,27.247956403269754,,0,43082.199999999997,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 04:00:00+00:00,27.247956403269754,,0,42921.470000000001,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 05:00:00+00:00,27.247956403269754,,0,42958.779999999999,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 06:00:00+00:00,27.247956403269754,,0,42907.099999999999,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 07:00:00+00:00,27.247956403269754,,0,43036.160000000003,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 08:00:00+00:00,27.247956403269754,,0,43088.059999999998,27.247956403269754,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 09:00:00+00:00,54.495912806539508,,0,43037.150000000001,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 10:00:00+00:00,54.495912806539508,,0,43129.519999999997,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 11:00:00+00:00,54.495912806539508,,0,42976.110000000001,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 12:00:00+00:00,54.495912806539508,,0,42946,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 13:00:00+00:00,54.495912806539508,,0,42861.75,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 14:00:00+00:00,54.495912806539508,,0,42367.029999999999,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 15:00:00+00:00,54.495912806539508,,0,42486.860000000001,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 16:00:00+00:00,54.495912806539508,,0,42337.800000000003,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 17:00:00+00:00,54.495912806539508,,0,41854.059999999998,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 18:00:00+00:00,54.495912806539508,,0,42216.410000000003,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 19:00:00+00:00,54.495912806539508,,0,42341.959999999999,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 20:00:00+00:00,54.495912806539508,,0,42228.150000000001,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 21:00:00+00:00,54.495912806539508,,0,42517.989999999998,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 22:00:00+00:00,54.495912806539508,,0,42333.639999999999,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-19 23:00:00+00:00,54.495912806539508,,0,42275.989999999998,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-20 00:00:00+00:00,54.495912806539508,,0,42423.5,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-20 01:00:00+00:00,54.495912806539508,,0,42308.639999999999,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-20 02:00:00+00:00,54.495912806539508,,0,42428.010000000002,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
2023-12-20 03:00:00+00:00,54.495912806539508,,0,42419.75,54.495912806539508,104656.17999999999,3879.54,216.66,2.4708000000000001,cash_reserve,,,,,,,,
