strategy,coin,timeframe,regime,status,periods,total_return,annualized_return,sharpe,max_drawdown,win_rate,profit_factor,total_trades,average_trade_duration_bars,calmar
funding_arbitrage,DOGE,8h,Crash/Capitulation,completed_historical_backtest,135,-0.020336658397048346,-0.1536035653831348,-4.4540792902327775,0.018546650675000276,0.3333333333333333,1.4768761903606102,6.0,5.5,-8.28201102586047
funding_arbitrage,DOGE,8h,High Vol Expansion,completed_historical_backtest,536,-0.04056174767095733,-0.08116561513311116,-1.967305286571258,0.07744012979388992,0.2,0.5253890571143315,40.0,4.175,-1.048107942860333
funding_arbitrage,DOGE,8h,Range/Chop,completed_historical_backtest,2898,-0.11138562691099874,-0.04366902021486074,-2.62190855312355,0.1158657265978903,0.13043478260869565,0.3518419136380663,46.0,4.586956521739131,-0.37689333590780655
dca,AVAX,1d,Overall,completed_historical_backtest,2135,-0.4989538556339669,-0.11150314182488719,0.36546632604006185,0.9525726498893278,,,100.0,,-0.11705473785946079
dca,AVAX,1d,Bear Trend,completed_historical_backtest,590,-0.7782883972135696,-0.6064511210545771,-0.6187497856285807,0.8836638041924507,,,23.0,,-0.6862916848889058
dca,AVAX,1d,Bull Trend,completed_historical_backtest,234,0.6421446700876503,1.1688780095456432,1.2352264221468314,0.523194985933989,,,9.0,,2.2341154654970627
dca,AVAX,1d,Crash/Capitulation,completed_historical_backtest,41,-0.2751619311826794,-0.9431210216174564,-0.9386411146720018,0.34320056122847453,,,0.0,,-2.7480171309790036
dca,AVAX,1d,High Vol Expansion,completed_historical_backtest,120,3.6371091813397065,105.63267029052204,3.590182384012531,0.4496531419842892,,,12.0,,234.9203428766719
dca,AVAX,1d,Range/Chop,completed_historical_backtest,1149,-0.5905606569053024,-0.2471285359742501,0.11159175956277007,0.8215013949798364,,,55.0,,-0.3008254611427846
dca,AVAX,1d,Unavailable,completed_historical_backtest,1,0.0,0.0,,0.0,,,1.0,,
funding_arbitrage,AVAX,8h,Overall,completed_historical_backtest,6403,-0.2283978680499581,-0.04340181019843414,-2.0667074813466204,0.2715638793062005,0.16417910447761194,0.5247355078968388,134.0,4.268656716417911,-0.15982173442697306
