coin,regime,strategy,sharpe,max_drawdown,total_return,sharpe_rank
ETH,Range/Chop,funding_arbitrage,-3.5444205195560667,0.14585106046065222,-0.14585106046065222,9.0
LINK,Bear Trend,dca,0.2913237938657064,0.685934092605265,-0.24502844834193382,1.0
LINK,Bear Trend,mean_reversion,0.23344607648013402,0.500409723587948,0.0018070063154338456,2.0
LINK,Bear Trend,statistical_arbitrage,0.1383248545496763,0.3651592179045432,-0.030712632253675265,3.0
LINK,Bear Trend,contrarian,0.060761835972327836,0.06621773288439958,0.0029826038159372903,4.0
LINK,Bear Trend,trend_following,-0.2662621775589072,0.6102680729471386,-0.44591536130138654,5.0
LINK,Bear Trend,momentum,-0.3448461593515405,0.20493263550756047,-0.11094918683276811,6.0
LINK,Bear Trend,breakout,-0.8890191732004701,0.7966685321991624,-0.6887655832406251,7.0
LINK,Bear Trend,grid,-1.4702474198520796,0.5856976227719748,-0.5180512069754473,8.0
LINK,Bear Trend,funding_arbitrage,-2.3572510443865595,0.0335993458169318,-0.029671187678863786,9.0
LINK,Bull Trend,dca,1.0467452096307872,0.7388581503347487,1.235255012251475,1.0
LINK,Bull Trend,momentum,1.0114796667751882,0.216281762506231,0.3027668695737309,2.0
LINK,Bull Trend,trend_following,0.8029710351185353,0.5900268200085114,0.6882806088161859,3.0
LINK,Bull Trend,breakout,-0.044688356585262594,0.6519798551863097,-0.2962446433107462,4.0
LINK,Bull Trend,statistical_arbitrage,-0.49968096746798085,0.5742618092251198,-0.3563330608308499,5.0
LINK,Bull Trend,funding_arbitrage,-0.5993364238084133,0.09839748649816538,-0.02162099791087635,6.0
LINK,Bull Trend,mean_reversion,-0.6410197445462369,0.6967249000814033,-0.5399453267819455,7.0
LINK,Bull Trend,contrarian,-0.829934072329127,0.3696488726527921,-0.3303794363917749,8.0
LINK,Bull Trend,grid,-1.2514829066402364,0.5426773704062582,-0.526883611526693,9.0
LINK,Crash/Capitulation,dca,7.508998227895181,0.23632130384167638,2.8348538139032597,1.0
LINK,Crash/Capitulation,mean_reversion,6.503067890904442,0.32192024444571776,1.4309417837398257,2.0
LINK,Crash/Capitulation,contrarian,3.0330732782543044,0.0,0.12349493243243237,3.0
LINK,Crash/Capitulation,statistical_arbitrage,2.5307300904304966,0.23142272595987423,0.17240261186171169,4.0
LINK,Crash/Capitulation,grid,1.3278162999148517,0.3137536458531587,0.10428228022182684,5.0
LINK,Crash/Capitulation,breakout,-1.7262089120094566,0.451336339064097,-0.2021159425665755,6.0
LINK,Crash/Capitulation,momentum,-2.5522854719966674,0.1808919753002285,-0.09774351811081539,7.0
LINK,Crash/Capitulation,trend_following,-4.809716574132533,0.6385780870204892,-0.6385780870204892,8.0
LINK,Crash/Capitulation,funding_arbitrage,-7.160344113249406,0.01900715299942346,-0.017944776985835742,9.0
LINK,High Vol Expansion,grid,2.852762877173526,0.2755577009047451,0.9201991743816362,1.0
LINK,High Vol Expansion,trend_following,2.031886933123322,0.25069066851692057,0.6616789401943572,2.0
LINK,High Vol Expansion,momentum,0.8440063540676228,0.05993563943116298,0.0610399754366584,3.0
LINK,High Vol Expansion,dca,0.4927846183705341,0.330162325602696,-0.0299258785027684,4.0
LINK,High Vol Expansion,mean_reversion,0.14321856116527404,0.4119547312693296,-0.1549459068776763,5.0
LINK,High Vol Expansion,statistical_arbitrage,-0.6061559507906029,0.3550823749572791,-0.18694669434840394,6.0
LINK,High Vol Expansion,contrarian,-1.065730183454175,0.5001678868937378,-0.39030982583309537,7.0
LINK,High Vol Expansion,breakout,-1.8707669879298174,0.6543199468137679,-0.5500073790052873,8.0
LINK,High Vol Expansion,funding_arbitrage,-11.981535117702375,0.08924037428839493,-0.09132145092554977,9.0
LINK,Range/Chop,dca,0.44244270513324246,0.8497949014608435,-0.12941180097459837,1.0
LINK,Range/Chop,trend_following,0.1798588752662985,0.74353151322145,-0.49057344191982033,2.0
LINK,Range/Chop,momentum,0.07828250246289722,0.30202845302280157,-0.0018609578680209848,3.0
LINK,Range/Chop,statistical_arbitrage,-0.10458745712141689,0.7253846523072947,-0.37210518721193975,4.0
LINK,Range/Chop,breakout,-0.3467392646015728,0.9095161425647156,-0.8006246745787237,5.0
LINK,Range/Chop,contrarian,-0.5012021312216536,0.03967842771616459,-0.03967842771616459,6.0
LINK,Range/Chop,mean_reversion,-0.8511924382824311,0.9273780046843657,-0.9113278895763641,7.0
LINK,Range/Chop,grid,-1.2420318032601247,0.8967436600704947,-0.8792349643586229,8.0
LINK,Range/Chop,funding_arbitrage,-2.5095541082483717,0.15193540521394056,-0.15030758327285665,9.0
POL,Bear Trend,trend_following,0.5254614444100576,0.49791786418024664,0.2592203566125426,1.0
POL,Bear Trend,breakout,0.5193871617625897,0.5768283134600343,0.21496785075953295,2.0
POL,Bear Trend,contrarian,0.31380746829055045,0.08388897503488912,0.03801264142111305,3.0
POL,Bear Trend,mean_reversion,0.14136498755378318,0.5907101998391667,-0.0890804604630645,4.0
POL,Bear Trend,statistical_arbitrage,-0.10178659306250601,0.39867625376753857,-0.15856075128956382,5.0
POL,Bear Trend,dca,-0.15735935632086362,0.8247282570739097,-0.5809907548177251,6.0
POL,Bear Trend,grid,-1.1630229468058333,0.5700758637142416,-0.4914198978922292,7.0
POL,Bear Trend,momentum,-1.2624315897486962,0.3506533377787725,-0.30312141985491237,8.0
POL,Bear Trend,funding_arbitrage,-2.0808225382006906,0.03583830854962289,-0.03547241173851634,9.0
POL,Bull Trend,trend_following,1.131008662217994,0.4759404841456538,1.177351304449072,1.0
POL,Bull Trend,dca,0.860171319027329,0.5328776705471252,0.5560008523533067,2.0
POL,Bull Trend,contrarian,0.38916458364837947,0.18767443630098202,0.08251472056493303,3.0
POL,Bull Trend,momentum,0.34721996249651843,0.22250892459211524,0.06458248481546547,4.0
POL,Bull Trend,grid,-0.561752233001247,0.4595403106498209,-0.3272081097132109,5.0
POL,Bull Trend,mean_reversion,-0.8110652787790398,0.6907645770895913,-0.5574703202430329,6.0
POL,Bull Trend,breakout,-0.8624982751699943,0.7803518568180694,-0.6628188522564671,7.0
POL,Bull Trend,statistical_arbitrage,-1.3650855306240095,0.7211374569619733,-0.6351164780610079,8.0
POL,Bull Trend,funding_arbitrage,-1.905923176217353,0.08795772278597991,-0.0576183083525732,9.0
POL,Crash/Capitulation,dca,5.670335602001561,0.37753200099854245,2.5621289669644485,1.0
POL,Crash/Capitulation,grid,2.4468402568998338,0.2491847732251007,0.4440609325790432,2.0
POL,Crash/Capitulation,mean_reversion,2.1957798036212273,0.4169894668655324,0.3969934193226561,3.0
POL,Crash/Capitulation,momentum,0.5980411974656501,0.10720188742273284,0.022668507715644548,4.0
POL,Crash/Capitulation,statistical_arbitrage,-1.0507241155578257,0.329747768238551,-0.19541649555318552,5.0
POL,Crash/Capitulation,trend_following,-1.766907999629977,0.5369331926099078,-0.4046627528097463,6.0
POL,Crash/Capitulation,contrarian,-2.8113677493587392,0.23912583943245191,-0.1982283158120106,7.0
POL,Crash/Capitulation,breakout,-3.2764948531291975,0.6629226180526986,-0.5853579731985534,8.0
POL,Crash/Capitulation,funding_arbitrage,-10.975839062425605,0.054130547038670374,-0.053455848899178426,9.0
POL,High Vol Expansion,breakout,2.6323766291968806,0.3757104168459715,1.7474776346337233,1.0
POL,High Vol Expansion,dca,2.044479195305078,0.6577203822741988,1.1169709515283963,2.0
POL,High Vol Expansion,momentum,1.385596553533684,0.16495746809890988,0.1820376625974207,3.0
POL,High Vol Expansion,trend_following,1.2668993163725566,0.41803223501525677,0.31236566970564894,4.0
POL,High Vol Expansion,funding_arbitrage,0.6914408176258754,0.039252950921576546,0.010545561720264773,5.0
POL,High Vol Expansion,contrarian,0.6305540138327366,0.5941132939888047,0.03090835849630147,6.0
POL,High Vol Expansion,grid,-0.8250353690126997,0.7722159225593119,-0.6872348662831084,7.0
POL,High Vol Expansion,statistical_arbitrage,-1.5104949543130848,0.7882292662647767,-0.5840434910513179,8.0
POL,High Vol Expansion,mean_reversion,-4.177317607542949,0.8956724643702367,-0.8593203716544875,9.0
POL,Range/Chop,breakout,0.8680670555761363,0.6595653373349628,3.407887602504492,1.0
POL,Range/Chop,momentum,0.6532150119286049,0.3354838465227187,0.4924439541683079,2.0
POL,Range/Chop,dca,0.4243355760736831,0.8924156547699671,-0.07983892689680505,3.0
POL,Range/Chop,trend_following,-0.3003934152744597,0.974050106355193,-0.9502418545899302,4.0
POL,Range/Chop,contrarian,-0.3454474893516163,0.8097634824429479,-0.6999844133498844,5.0
POL,Range/Chop,statistical_arbitrage,-0.7589448799161812,0.8154942925047663,-0.7587257010961048,6.0
POL,Range/Chop,mean_reversion,-1.0903907139594742,0.9856293618838242,-0.9788894105125675,7.0
POL,Range/Chop,grid,-1.7377849406782686,0.9878479136584539,-0.9869097091254654,8.0
POL,Range/Chop,funding_arbitrage,-1.8674295916529244,0.10247897344295276,-0.08831274438069447,9.0
SOL,Bear Trend,breakout,0.6850518749077696,0.5161521455711549,0.33389293471128645,1.0
SOL,Bear Trend,contrarian,0.6805941121563168,0.11526232114467405,0.14852217771498766,2.0
SOL,Bear Trend,dca,0.34502076313402624,0.5799237132870687,-0.15486644026973528,3.0
SOL,Bear Trend,momentum,-0.014699895043863424,0.16195726300132818,-0.02314084412342543,4.0
SOL,Bear Trend,trend_following,-0.029154810985473907,0.7741945315750344,-0.37549819593916356,5.0
SOL,Bear Trend,statistical_arbitrage,-0.16878532256662343,0.4190636334786909,-0.1637808196794306,6.0
SOL,Bear Trend,mean_reversion,-0.5880525219799365,0.6165362096413569,-0.3977153193374967,7.0
SOL,Bear Trend,grid,-1.3338172660336052,0.4409101102894364,-0.42506348053999987,8.0
SOL,Bear Trend,funding_arbitrage,-3.2548522810150815,0.09069611884133255,-0.08530533721645539,9.0
SOL,Bull Trend,dca,2.454300668461624,0.618592283722398,10.3686103491148,1.0
SOL,Bull Trend,trend_following,2.436894330351537,0.43810813666744053,6.618272243989561,2.0
SOL,Bull Trend,momentum,0.3556875428995002,0.189571744730061,0.06385274185170675,3.0
SOL,Bull Trend,breakout,0.2789580394479208,0.6136299717688543,-0.10307097637344342,4.0
SOL,Bull Trend,statistical_arbitrage,-0.47577630436479995,0.6342167452391505,-0.34918811462647237,5.0
SOL,Bull Trend,contrarian,-0.7600743777505422,0.5062718674997805,-0.41260905823925975,6.0
SOL,Bull Trend,grid,-0.8638716588414544,0.6634245660798685,-0.5303249858373196,7.0
SOL,Bull Trend,mean_reversion,-2.2719874011115557,0.8835647539902434,-0.8586377015386778,8.0
SOL,Bull Trend,funding_arbitrage,-2.494286488166357,0.10099878974112764,-0.08424739417552951,9.0
SOL,Crash/Capitulation,funding_arbitrage,10.45247052182118,0.012318131313639014,0.2707876241256322,1.0
SOL,Crash/Capitulation,momentum,4.638713329541477,0.04314903444047957,0.23437029702597312,2.0
SOL,Crash/Capitulation,contrarian,2.2113118384286654,0.023970144563167706,0.0898082480884359,3.0
SOL,Crash/Capitulation,statistical_arbitrage,0.996501006549871,0.24380662384132934,0.05920295927879038,4.0
SOL,Crash/Capitulation,dca,0.5177845965371747,0.5790444328212738,-0.1642071524465346,5.0
SOL,Crash/Capitulation,mean_reversion,-0.47338546393845155,0.4747401854478752,-0.19762093750825394,6.0
SOL,Crash/Capitulation,trend_following,-0.5038109579131562,0.407863006644947,-0.3065411803693039,7.0
SOL,Crash/Capitulation,breakout,-0.6721198088697397,0.4428627742304171,-0.27947120435839423,8.0
SOL,Crash/Capitulation,grid,-1.1565882962069054,0.5051521955000167,-0.31613481304346547,9.0
SOL,High Vol Expansion,dca,1.4482036240048008,0.4655070083485481,0.2901436414141463,1.0
SOL,High Vol Expansion,momentum,0.35480881453554014,0.12138768664965283,0.014761982913323202,2.0
SOL,High Vol Expansion,contrarian,-0.04054241027235122,0.3880622449510167,-0.0851231895289053,3.0
SOL,High Vol Expansion,mean_reversion,-0.3137515690350787,0.37360966105953464,-0.16508643393058942,4.0
SOL,High Vol Expansion,grid,-0.7929980535477211,0.35862458193218727,-0.2248142276209344,5.0
SOL,High Vol Expansion,trend_following,-0.8216173137212661,0.49312678527361675,-0.27075798297871967,6.0
SOL,High Vol Expansion,breakout,-0.9451421805496732,0.45336504025501667,-0.2899934401375709,7.0
SOL,High Vol Expansion,statistical_arbitrage,-1.4091925185068808,0.3373907140016077,-0.24448120251771577,8.0
SOL,High Vol Expansion,funding_arbitrage,-7.2463439936219975,0.08189646066155343,-0.05963805430427527,9.0
SOL,Range/Chop,dca,0.35706401995358134,0.8402587211694444,-0.0890178313855331,1.0
SOL,Range/Chop,trend_following,0.13702083182127434,0.7991995502575845,-0.5467364443092417,2.0
SOL,Range/Chop,breakout,0.04749673361168861,0.807541024186756,-0.4421459020205799,3.0
SOL,Range/Chop,statistical_arbitrage,-0.0054641147657604975,0.583807923706755,-0.1767721769294155,4.0
SOL,Range/Chop,grid,-0.448087171658508,0.6538950131615481,-0.5338889143106734,5.0
SOL,Range/Chop,contrarian,-0.5127525083125678,0.10876132930513593,-0.10089267780141886,6.0
SOL,Range/Chop,funding_arbitrage,-0.6516119637366274,0.0810739608791321,-0.03649776035633734,7.0
SOL,Range/Chop,momentum,-0.9094484112679652,0.45552800418137385,-0.401626120404421,8.0
SOL,Range/Chop,mean_reversion,-0.9305132481922067,0.9144271628335315,-0.867226049993719,9.0
XRP,Bear Trend,contrarian,0.812544692206575,0.06094325087734309,0.14691429844684678,1.0
XRP,Bear Trend,momentum,0.5649714085814127,0.11712452630126036,0.1580210462468421,2.0
XRP,Bear Trend,breakout,0.3872352162820605,0.4840649920646609,0.12792617546149043,3.0
XRP,Bear Trend,dca,0.1310451140625973,0.6183987407560377,-0.35796875202900624,4.0
XRP,Bear Trend,statistical_arbitrage,-0.19670122240637342,0.4251073295344625,-0.2273773528237053,5.0
XRP,Bear Trend,trend_following,-0.22772870436260015,0.6764248930643639,-0.45257045669942175,6.0
XRP,Bear Trend,mean_reversion,-1.2452549331192055,0.8459717499283504,-0.8008378751488294,7.0
XRP,Bear Trend,funding_arbitrage,-1.5850834254274264,0.02730220463179911,-0.025474612471059754,8.0
XRP,Bear Trend,grid,-1.626240821253415,0.7455408236597638,-0.7186797180055176,9.0
XRP,Bull Trend,dca,1.0487168212918982,0.4430564250406306,1.1961676479332666,1.0
XRP,Bull Trend,breakout,0.6859594666275032,0.512858861505012,0.386734515251834,2.0
XRP,Bull Trend,funding_arbitrage,0.5682374817042924,0.06183872818879488,0.01922635335913947,3.0
XRP,Bull Trend,momentum,-0.4532234407428443,0.1879626797884324,-0.12952427354336582,4.0
XRP,Bull Trend,trend_following,-0.6303634790997162,0.6275048934294453,-0.5299612707961685,5.0
XRP,Bull Trend,contrarian,-0.7966127421493754,0.6386602977553162,-0.5228232834306463,6.0
XRP,Bull Trend,grid,-1.008717278475965,0.5559686126149765,-0.5553294445040062,7.0
XRP,Bull Trend,statistical_arbitrage,-1.247155640972424,0.7171148396766871,-0.5654757161781736,8.0
XRP,Bull Trend,mean_reversion,-2.2459274649692484,0.90739280053808,-0.8856756142309083,9.0
XRP,Crash/Capitulation,grid,5.2099861141637565,0.1756918234960787,0.7586228910916042,1.0
XRP,Crash/Capitulation,dca,4.5992045484722075,0.25659520642367817,1.164789077004356,2.0
XRP,Crash/Capitulation,mean_reversion,3.029121228075527,0.2908801943390843,0.5019576959656722,3.0
XRP,Crash/Capitulation,contrarian,0.926925270530304,0.10337529724131211,0.05258505897768684,4.0
XRP,Crash/Capitulation,statistical_arbitrage,-0.7301062732337206,0.2978148060585758,-0.09983956618707968,5.0
XRP,Crash/Capitulation,trend_following,-1.0111149880332946,0.21131243310004122,-0.183653425113964,6.0
XRP,Crash/Capitulation,momentum,-1.42105001785667,0.11118132392563318,-0.054360293993700126,7.0
XRP,Crash/Capitulation,breakout,-3.711027403049651,0.543948883244406,-0.5121366500848648,8.0
XRP,Crash/Capitulation,funding_arbitrage,-8.565595750526333,0.027493111816270677,-0.028098489327970877,9.0
XRP,High Vol Expansion,dca,2.3430887008920904,0.6058788787716605,1.1147793491761369,1.0
XRP,High Vol Expansion,trend_following,1.5453923067751207,0.12368829842964046,0.2510911006910954,2.0
XRP,High Vol Expansion,breakout,1.1167590628740127,0.39441756452262167,0.19600388755959486,3.0
XRP,High Vol Expansion,momentum,0.643228432524047,0.17407606957725474,0.04172959877980342,4.0
XRP,High Vol Expansion,mean_reversion,0.625146000766421,0.5684706063269078,0.027961990027903783,5.0
XRP,High Vol Expansion,grid,0.38892549581899455,0.39831184285219434,-0.0009453626290559791,6.0
XRP,High Vol Expansion,contrarian,-0.4896412312900104,0.4640268148372383,-0.32798658290185045,7.0
XRP,High Vol Expansion,statistical_arbitrage,-1.921389676641108,0.5139861704673443,-0.404359763613546,8.0
XRP,High Vol Expansion,funding_arbitrage,-3.5792641381085057,0.046999836412918605,-0.03670477676889683,9.0
XRP,Range/Chop,dca,0.2430971991311978,0.7398661591516196,-0.4856837925945672,1.0
XRP,Range/Chop,momentum,0.16254081817587573,0.21259019631408993,0.05956193288506162,2.0
XRP,Range/Chop,breakout,-0.2870119492725507,0.7453051712968006,-0.7003261418992628,3.0
XRP,Range/Chop,trend_following,-0.41936134121355273,0.9917559812984589,-0.9667551886367084,4.0
XRP,Range/Chop,statistical_arbitrage,-0.5216686899311066,0.7028298136752976,-0.6401644494285565,5.0
XRP,Range/Chop,mean_reversion,-0.8333800127774967,0.9509016081424568,-0.9226422168443283,6.0
XRP,Range/Chop,grid,-1.3723382910366038,0.921679603697226,-0.917563387216447,7.0
XRP,Range/Chop,funding_arbitrage,-3.7187726223539608,0.22297360393252386,-0.22530468312072627,8.0
XRP,Range/Chop,contrarian,,0.0,0.0,
