date,lqd,sma200_prior,risk_on_signal_close,risk_on_actionable
2015-11-02 00:00:00+00:00,78.80914306640625,79.33278205871582,False,False
2015-11-03 00:00:00+00:00,78.81595611572266,79.32439655303955,False,False
2015-11-04 00:00:00+00:00,78.72731018066406,79.31511695861816,False,False
2015-11-05 00:00:00+00:00,78.74778747558594,79.30555973052978,False,False
2015-11-06 00:00:00+00:00,78.23641204833984,79.29630359649659,False,False
2015-11-09 00:00:00+00:00,78.10691833496094,79.2821374130249,False,False
2015-11-10 00:00:00+00:00,78.30467987060547,79.26742279052735,False,False
2015-11-11 00:00:00+00:00,78.29773712158203,79.25339862823486,False,False
2015-11-12 00:00:00+00:00,78.27052307128906,79.2365885925293,False,False
2015-11-13 00:00:00+00:00,78.50234985351562,79.22060367584228,False,False
2015-11-16 00:00:00+00:00,78.51594543457031,79.20242984771728,False,False
2015-11-17 00:00:00+00:00,78.59785461425781,79.18394199371338,False,False
2015-11-18 00:00:00+00:00,78.61821746826172,79.16918762207031,False,False
2015-11-19 00:00:00+00:00,78.85004425048828,79.1539698791504,False,False
2015-11-20 00:00:00+00:00,78.83638763427734,79.14120750427246,False,False
2015-11-23 00:00:00+00:00,78.8636474609375,79.13263149261475,False,False
2015-11-24 00:00:00+00:00,78.89093780517578,79.12392585754395,False,False
2015-11-25 00:00:00+00:00,78.9659652709961,79.11645336151123,False,False
2015-11-27 00:00:00+00:00,78.99323272705078,79.10909027099609,False,False
2015-11-30 00:00:00+00:00,79.0273208618164,79.10083320617676,False,False
2015-12-01 00:00:00+00:00,79.62152099609375,79.09434196472168,True,False
2015-12-02 00:00:00+00:00,79.4300308227539,79.09268302917481,True,True
2015-12-03 00:00:00+00:00,78.37712097167969,79.08863731384277,False,True
2015-12-04 00:00:00+00:00,78.8010482788086,79.0793936920166,False,False
2015-12-07 00:00:00+00:00,78.93777465820312,79.07167148590088,False,False
2015-12-08 00:00:00+00:00,78.83516693115234,79.0632699584961,False,False
2015-12-09 00:00:00+00:00,78.81470489501953,79.05172939300537,False,False
2015-12-10 00:00:00+00:00,78.63006591796875,79.03972087860107,False,False
2015-12-11 00:00:00+00:00,78.76683044433594,79.02898319244385,False,False
2015-12-14 00:00:00+00:00,78.18565368652344,79.01796501159669,False,False
2015-12-15 00:00:00+00:00,78.19247436523438,79.00755069732666,False,False
2015-12-16 00:00:00+00:00,78.17881774902344,78.99740383148193,False,False
2015-12-17 00:00:00+00:00,78.26769256591797,78.98745529174805,False,False
2015-12-18 00:00:00+00:00,78.26769256591797,78.97741790771484,False,False
2015-12-21 00:00:00+00:00,78.32239532470703,78.97164646148681,False,False
2015-12-22 00:00:00+00:00,78.2198486328125,78.96454887390136,False,False
2015-12-23 00:00:00+00:00,78.28823852539062,78.95630531311035,False,False
2015-12-24 00:00:00+00:00,78.54329681396484,78.94637065887451,False,False
2015-12-28 00:00:00+00:00,78.44731140136719,78.93811138153076,False,False
2015-12-29 00:00:00+00:00,78.042724609375,78.93050510406493,False,False
2015-12-30 00:00:00+00:00,78.042724609375,78.92047580718994,False,False
2015-12-31 00:00:00+00:00,78.17301177978516,78.90978023529053,False,False
2016-01-04 00:00:00+00:00,78.13187408447266,78.89480346679687,False,False
2016-01-05 00:00:00+00:00,78.17301177978516,78.88168731689453,False,False
2016-01-06 00:00:00+00:00,78.48157501220703,78.867643699646,False,False
2016-01-07 00:00:00+00:00,78.54329681396484,78.85420974731446,False,False
2016-01-08 00:00:00+00:00,78.6050033569336,78.84048454284668,False,False
2016-01-11 00:00:00+00:00,78.35125732421875,78.8284009552002,False,False
2016-01-12 00:00:00+00:00,78.52955627441406,78.81754829406738,False,False
2016-01-13 00:00:00+00:00,78.76954650878906,78.80598720550537,False,False
2016-01-14 00:00:00+00:00,78.37870025634766,78.79492626190185,False,False
2016-01-15 00:00:00+00:00,78.26214599609375,78.7811780166626,False,False
2016-01-19 00:00:00+00:00,77.91241455078125,78.76568042755127,False,False
2016-01-20 00:00:00+00:00,78.02903747558594,78.74910255432128,False,False
2016-01-21 00:00:00+00:00,77.802734375,78.73257331848144,False,False
2016-01-22 00:00:00+00:00,77.8507308959961,78.71344184875488,False,False
2016-01-25 00:00:00+00:00,77.76844024658203,78.6946842956543,False,False
2016-01-26 00:00:00+00:00,77.98788452148438,78.67758716583252,False,False
2016-01-27 00:00:00+00:00,77.77533721923828,78.66101921081543,False,False
2016-01-28 00:00:00+00:00,77.86443328857422,78.64352203369141,False,False
2016-01-29 00:00:00+00:00,78.26898193359375,78.6255345916748,False,False
2016-02-01 00:00:00+00:00,78.0193862915039,78.60930274963378,False,False
2016-02-02 00:00:00+00:00,78.16378784179688,78.59205673217774,False,False
2016-02-03 00:00:00+00:00,77.97125244140625,78.57443000793457,False,False
2016-02-04 00:00:00+00:00,78.00563049316406,78.55680938720702,False,False
2016-02-05 00:00:00+00:00,77.99182891845703,78.53946102142334,False,False
2016-02-08 00:00:00+00:00,78.3976058959961,78.52468395233154,False,False
2016-02-09 00:00:00+00:00,78.12939453125,78.51089962005615,False,False
2016-02-10 00:00:00+00:00,78.2256851196289,78.49500576019287,False,False
2016-02-11 00:00:00+00:00,78.48702239990234,78.47989395141602,True,False
2016-02-12 00:00:00+00:00,78.0468521118164,78.46849510192871,False,True
2016-02-16 00:00:00+00:00,77.675537109375,78.45823734283448,False,False
2016-02-17 00:00:00+00:00,77.65486145019531,78.44578880310058,False,False
2016-02-18 00:00:00+00:00,78.28756713867188,78.43544864654541,False,False
2016-02-19 00:00:00+00:00,78.23255920410156,78.42954528808593,False,False
2016-02-22 00:00:00+00:00,78.3907241821289,78.42403728485107,False,False
2016-02-23 00:00:00+00:00,78.54890441894531,78.42102905273437,True,False
2016-02-24 00:00:00+00:00,78.62456512451172,78.41723659515381,True,True
2016-02-25 00:00:00+00:00,79.06463623046875,78.41154376983643,True,True
2016-02-26 00:00:00+00:00,79.03714752197266,78.41207263946534,True,True
2016-02-29 00:00:00+00:00,79.09217071533203,78.41303363800048,True,True
2016-03-01 00:00:00+00:00,78.6611328125,78.41463863372803,True,True
2016-03-02 00:00:00+00:00,78.81977844238281,78.41274795532226,True,True
2016-03-03 00:00:00+00:00,79.19219970703125,78.40890243530274,True,True
2016-03-04 00:00:00+00:00,79.17839050292969,78.40996864318848,True,True
2016-03-07 00:00:00+00:00,79.26805114746094,78.41307708740234,True,True
2016-03-08 00:00:00+00:00,79.68875885009766,78.41616477966309,True,True
2016-03-09 00:00:00+00:00,79.59912872314453,78.41947917938232,True,True
2016-03-10 00:00:00+00:00,79.93017578125,78.42261352539063,True,True
2016-03-11 00:00:00+00:00,80.15774536132812,78.4256602859497,True,True
2016-03-14 00:00:00+00:00,80.39231872558594,78.42944301605225,True,True
2016-03-15 00:00:00+00:00,80.36470794677734,78.4352363204956,True,True
2016-03-16 00:00:00+00:00,80.75090026855469,78.44072387695313,True,True
2016-03-17 00:00:00+00:00,80.99920654296875,78.45036388397217,True,True
2016-03-18 00:00:00+00:00,81.18543243408203,78.46326152801514,True,True
2016-03-21 00:00:00+00:00,81.08888244628906,78.47961082458497,True,True
2016-03-22 00:00:00+00:00,80.93714141845703,78.49346111297608,True,True
2016-03-23 00:00:00+00:00,81.3440933227539,78.50853549957276,True,True
2016-03-24 00:00:00+00:00,81.30960083007812,78.52591327667237,True,True
2016-03-28 00:00:00+00:00,81.35787200927734,78.54486618041992,True,True
2016-03-29 00:00:00+00:00,81.72338104248047,78.56510200500489,True,True
2016-03-30 00:00:00+00:00,81.62692260742188,78.5837377166748,True,True
2016-03-31 00:00:00+00:00,81.95101165771484,78.60256343841553,True,True
2016-04-01 00:00:00+00:00,82.21522521972656,78.62307670593262,True,True
2016-04-04 00:00:00+00:00,82.22216033935547,78.64393642425537,True,True
2016-04-05 00:00:00+00:00,82.4849624633789,78.66486427307129,True,True
2016-04-06 00:00:00+00:00,82.41580200195312,78.68781211853027,True,True
2016-04-07 00:00:00+00:00,82.63712310791016,78.70833065032959,True,True
2016-04-08 00:00:00+00:00,82.45040130615234,78.73304733276368,True,True
2016-04-11 00:00:00+00:00,82.4434585571289,78.7577042388916,True,True
2016-04-12 00:00:00+00:00,82.11840057373047,78.7812508392334,True,True
2016-04-13 00:00:00+00:00,82.4020004272461,78.80381080627441,True,True
2016-04-14 00:00:00+00:00,82.34663391113281,78.82956958770752,True,True
2016-04-15 00:00:00+00:00,82.69249725341797,78.85169143676758,True,True
2016-04-18 00:00:00+00:00,82.78239440917969,78.87628173828125,True,True
2016-04-19 00:00:00+00:00,82.9345703125,78.90256839752197,True,True
2016-04-20 00:00:00+00:00,82.70628356933594,78.92813327789307,True,True
2016-04-21 00:00:00+00:00,82.67171478271484,78.95100639343262,True,True
2016-04-22 00:00:00+00:00,82.7615737915039,78.97208896636963,True,True
2016-04-25 00:00:00+00:00,82.56796264648438,78.99308162689209,True,True
2016-04-26 00:00:00+00:00,82.53338623046875,79.01570133209229,True,True
2016-04-27 00:00:00+00:00,83.0589828491211,79.04064205169678,True,True
2016-04-28 00:00:00+00:00,83.13507080078125,79.06905307769776,True,True
2016-04-29 00:00:00+00:00,83.22502136230469,79.09750762939453,True,True
2016-05-02 00:00:00+00:00,83.1175537109375,79.12540088653564,True,True
2016-05-03 00:00:00+00:00,83.26314544677734,79.1521499633789,True,True
2016-05-04 00:00:00+00:00,83.12444305419922,79.17935771942139,True,True
2016-05-05 00:00:00+00:00,83.29090118408203,79.20678173065185,True,True
2016-05-06 00:00:00+00:00,83.1106185913086,79.23422912597657,True,True
2016-05-09 00:00:00+00:00,83.02738952636719,79.26026969909668,True,True
2016-05-10 00:00:00+00:00,83.16606903076172,79.28474834442139,True,True
2016-05-11 00:00:00+00:00,83.25618743896484,79.3100889968872,True,True
2016-05-12 00:00:00+00:00,83.08287048339844,79.33584613800049,True,True
2016-05-13 00:00:00+00:00,83.23543548583984,79.36104038238526,True,True
2016-05-16 00:00:00+00:00,82.95806121826172,79.3873344039917,True,True
2016-05-17 00:00:00+00:00,82.93025207519531,79.41203922271728,True,True
2016-05-18 00:00:00+00:00,82.22289276123047,79.43458305358887,True,True
2016-05-19 00:00:00+00:00,82.41705322265625,79.45267738342285,True,True
2016-05-20 00:00:00+00:00,82.47257232666016,79.4737366104126,True,True
2016-05-23 00:00:00+00:00,82.47257232666016,79.49659435272217,True,True
2016-05-24 00:00:00+00:00,82.33386993408203,79.51870853424072,True,True
2016-05-25 00:00:00+00:00,82.47948455810547,79.53877758026123,True,True
2016-05-26 00:00:00+00:00,82.71524047851562,79.56112884521484,True,True
2016-05-27 00:00:00+00:00,82.6528549194336,79.58303691864013,True,True
2016-05-31 00:00:00+00:00,82.79851531982422,79.60524139404296,True,True
2016-06-01 00:00:00+00:00,82.85693359375,79.62952602386474,True,True
2016-06-02 00:00:00+00:00,83.02384948730469,79.65373092651367,True,True
2016-06-03 00:00:00+00:00,83.69148254394531,79.67752002716064,True,True
2016-06-06 00:00:00+00:00,83.48977661132812,79.70613445281982,True,True
2016-06-07 00:00:00+00:00,83.61498260498047,79.73184757232666,True,True
2016-06-08 00:00:00+00:00,83.8931884765625,79.75795013427734,True,True
2016-06-09 00:00:00+00:00,84.01138305664062,79.78534217834472,True,True
2016-06-10 00:00:00+00:00,84.10875701904297,79.81440689086914,True,True
2016-06-13 00:00:00+00:00,83.98359680175781,79.84595249176026,True,True
2016-06-14 00:00:00+00:00,83.7957992553711,79.87710884094238,True,True
2016-06-15 00:00:00+00:00,84.10875701904297,79.90695426940918,True,True
2016-06-16 00:00:00+00:00,84.23393249511719,79.93765506744384,True,True
2016-06-17 00:00:00+00:00,83.98359680175781,79.96996185302734,True,True
2016-06-20 00:00:00+00:00,83.8792495727539,79.99866107940674,True,True
2016-06-21 00:00:00+00:00,83.80272674560547,80.02741485595703,True,True
2016-06-22 00:00:00+00:00,83.95574951171875,80.05392162322998,True,True
2016-06-23 00:00:00+00:00,83.87229919433594,80.08031246185303,True,True
2016-06-24 00:00:00+00:00,84.26875305175781,80.10811637878417,True,True
2016-06-27 00:00:00+00:00,84.62340545654297,80.13705520629883,True,True
2016-06-28 00:00:00+00:00,85.08935546875,80.16854675292969,True,True
2016-06-29 00:00:00+00:00,85.06153106689453,80.20209686279297,True,True
2016-06-30 00:00:00+00:00,85.36058044433594,80.23554176330566,True,True
2016-07-01 00:00:00+00:00,85.80755615234375,80.2734307861328,True,True
2016-07-05 00:00:00+00:00,86.1004409790039,80.31284294128417,True,True
2016-07-06 00:00:00+00:00,86.2539291381836,80.35049953460694,True,True
2016-07-07 00:00:00+00:00,86.2677993774414,80.38773693084717,True,True
2016-07-08 00:00:00+00:00,86.74900817871094,80.42704368591309,True,True
2016-07-11 00:00:00+00:00,86.52584838867188,80.4670618057251,True,True
2016-07-12 00:00:00+00:00,86.03771209716797,80.50620151519776,True,True
2016-07-13 00:00:00+00:00,86.37242889404297,80.54283241271973,True,True
2016-07-14 00:00:00+00:00,86.16317749023438,80.58232341766357,True,True
2016-07-15 00:00:00+00:00,85.83545684814453,80.62009048461914,True,True
2016-07-18 00:00:00+00:00,85.83545684814453,80.65571010589599,True,True
2016-07-19 00:00:00+00:00,85.98881530761719,80.69139785766602,True,True
2016-07-20 00:00:00+00:00,85.96098327636719,80.72794067382813,True,True
2016-07-21 00:00:00+00:00,86.05860137939453,80.76261054992676,True,True
2016-07-22 00:00:00+00:00,86.00978088378906,80.79882251739502,True,True
2016-07-25 00:00:00+00:00,85.96098327636719,80.83400856018066,True,True
2016-07-26 00:00:00+00:00,85.8773193359375,80.86755683898926,True,True
2016-07-27 00:00:00+00:00,86.23294067382812,80.90225044250488,True,True
2016-07-28 00:00:00+00:00,86.14927673339844,80.93855228424073,True,True
2016-07-29 00:00:00+00:00,86.46308898925781,80.9728381729126,True,True
2016-08-01 00:00:00+00:00,85.97574615478516,81.00899890899659,True,True
2016-08-02 00:00:00+00:00,85.49332427978516,81.04115921020508,True,True
2016-08-03 00:00:00+00:00,85.6052017211914,81.07107749938965,True,True
2016-08-04 00:00:00+00:00,85.96875,81.10141914367676,True,True
2016-08-05 00:00:00+00:00,85.6191635131836,81.13361251831054,True,True
2016-08-08 00:00:00+00:00,85.67513275146484,81.16480583190918,True,True
2016-08-09 00:00:00+00:00,86.17851257324219,81.19430744171143,True,True
2016-08-10 00:00:00+00:00,86.42324829101562,81.22547592163086,True,True
2016-08-11 00:00:00+00:00,86.13658142089844,81.25932987213135,True,True
2016-08-12 00:00:00+00:00,86.52812194824219,81.29103645324707,True,True
2016-08-15 00:00:00+00:00,86.26239013671875,81.32459903717042,True,True
2016-08-16 00:00:00+00:00,86.10861206054688,81.35839637756348,True,True
2016-08-17 00:00:00+00:00,86.34629821777344,81.39421241760255,True,True
2016-08-18 00:00:00+00:00,86.55609893798828,81.43019706726074,True,True
2016-08-19 00:00:00+00:00,86.29740142822266,81.46893184661866,True,True
2016-08-22 00:00:00+00:00,86.59101867675781,81.50633907318115,True,True
2016-08-23 00:00:00+00:00,86.68889617919922,81.54565761566163,True,True
2016-08-24 00:00:00+00:00,86.63299560546875,81.58536315917969,True,True
2016-08-25 00:00:00+00:00,86.5490951538086,81.62734607696534,True,True
2016-08-26 00:00:00+00:00,86.27635192871094,81.66955696105957,True,True
2016-08-29 00:00:00+00:00,86.76580047607422,81.7094153213501,True,True
2016-08-30 00:00:00+00:00,86.65396881103516,81.75175563812256,True,True
2016-08-31 00:00:00+00:00,86.61901092529297,81.79367286682128,True,True
2016-09-01 00:00:00+00:00,86.61898040771484,81.83425617218018,True,True
2016-09-02 00:00:00+00:00,86.46476745605469,81.8747713470459,True,True
2016-09-06 00:00:00+00:00,86.76617431640625,81.91410591125488,True,True
2016-09-07 00:00:00+00:00,86.64701843261719,81.9548456954956,True,True
2016-09-08 00:00:00+00:00,86.03715515136719,81.99383056640625,True,True
2016-09-09 00:00:00+00:00,85.39228820800781,82.0298344039917,True,True
2016-09-12 00:00:00+00:00,85.3993148803711,82.06247760772705,True,True
2016-09-13 00:00:00+00:00,85.11886596679688,82.09501949310302,True,True
2016-09-14 00:00:00+00:00,85.17498779296875,82.12578399658203,True,True
2016-09-15 00:00:00+00:00,85.23106384277344,82.15669277191162,True,True
2016-09-16 00:00:00+00:00,85.32921600341797,82.18771148681641,True,True
2016-09-19 00:00:00+00:00,85.30116271972656,82.21624996185302,True,True
2016-09-20 00:00:00+00:00,85.41327667236328,82.24560562133789,True,True
2016-09-21 00:00:00+00:00,85.847900390625,82.2807863998413,True,True
2016-09-22 00:00:00+00:00,86.1983871459961,82.3160206604004,True,True
2016-09-23 00:00:00+00:00,86.13531494140625,82.35232372283936,True,True
2016-09-26 00:00:00+00:00,86.26852416992188,82.38882446289062,True,True
2016-09-27 00:00:00+00:00,86.4787826538086,82.42609355926514,True,True
2016-09-28 00:00:00+00:00,86.53486633300781,82.46533714294434,True,True
2016-09-29 00:00:00+00:00,86.49979400634766,82.50417732238769,True,True
2016-09-30 00:00:00+00:00,86.34558868408203,82.54574802398682,True,True
2016-10-03 00:00:00+00:00,86.1010513305664,82.58651359558105,True,True
2016-10-04 00:00:00+00:00,85.70044708251953,82.62612476348878,True,True
2016-10-05 00:00:00+00:00,85.60906982421875,82.66328853607178,True,True
2016-10-06 00:00:00+00:00,85.61605834960938,82.69999542236329,True,True
2016-10-07 00:00:00+00:00,85.81990814208984,82.7364637374878,True,True
2016-10-10 00:00:00+00:00,85.81990814208984,82.77446403503419,True,True
2016-10-11 00:00:00+00:00,85.5528564453125,82.81212238311768,True,True
2016-10-12 00:00:00+00:00,85.6653060913086,82.84717018127441,True,True
2016-10-13 00:00:00+00:00,85.87615966796875,82.88326015472413,True,True
2016-10-14 00:00:00+00:00,85.47549438476562,82.92242733001709,True,True
2016-10-17 00:00:00+00:00,85.75665283203125,82.95959117889404,True,True
2016-10-18 00:00:00+00:00,85.96747589111328,82.99750938415528,True,True
2016-10-19 00:00:00+00:00,86.0799560546875,83.03668739318847,True,True
2016-10-20 00:00:00+00:00,86.05181121826172,83.076222114563,True,True
2016-10-21 00:00:00+00:00,86.1010513305664,83.11407329559326,True,True
2016-10-24 00:00:00+00:00,85.85505676269531,83.15186206817627,True,True
2016-10-25 00:00:00+00:00,85.79178619384766,83.18811233520508,True,True
2016-10-26 00:00:00+00:00,85.43334197998047,83.22531497955322,True,True
2016-10-27 00:00:00+00:00,85.04682159423828,83.25983390808105,True,True
2016-10-28 00:00:00+00:00,84.94840240478516,83.2912202835083,True,True
2016-10-31 00:00:00+00:00,85.02574920654297,83.3240687942505,True,True
2016-11-01 00:00:00+00:00,84.91862487792969,83.35788681030273,True,True
2016-11-02 00:00:00+00:00,85.04549407958984,83.39291786193847,True,True
2016-11-03 00:00:00+00:00,84.87632751464844,83.4280001449585,True,True
2016-11-04 00:00:00+00:00,85.13002014160156,83.46336811065675,True,True
2016-11-07 00:00:00+00:00,85.07365417480469,83.49976455688477,True,True
2016-11-08 00:00:00+00:00,84.88338470458984,83.53629062652588,True,True
2016-11-09 00:00:00+00:00,83.6361312866211,83.57076812744141,True,True
2016-11-10 00:00:00+00:00,83.56562042236328,83.60007209777832,False,True
2016-11-11 00:00:00+00:00,83.20628356933594,83.62857803344727,False,False
2016-11-14 00:00:00+00:00,82.77642059326172,83.65326454162597,False,False
2016-11-15 00:00:00+00:00,83.03014373779297,83.67704971313476,False,False
2016-11-16 00:00:00+00:00,83.14996337890625,83.70138149261474,False,False
2016-11-17 00:00:00+00:00,82.62141418457031,83.72727504730224,False,False
2016-11-18 00:00:00+00:00,82.15632629394531,83.75035396575927,False,False
2016-11-21 00:00:00+00:00,82.24093627929688,83.77117645263672,False,False
2016-11-22 00:00:00+00:00,82.45231628417969,83.79039310455322,False,False
2016-11-23 00:00:00+00:00,82.14930725097656,83.81200771331787,False,False
2016-11-25 00:00:00+00:00,82.15632629394531,83.8316258239746,False,False
2016-11-28 00:00:00+00:00,82.52981567382812,83.84997234344482,False,False
2016-11-29 00:00:00+00:00,82.64256286621094,83.87238716125488,False,False
2016-11-30 00:00:00+00:00,82.3324966430664,83.89722229003907,False,False
2016-12-01 00:00:00+00:00,81.87110900878906,83.92061046600342,False,False
2016-12-02 00:00:00+00:00,82.2455825805664,83.93852817535401,False,False
2016-12-05 00:00:00+00:00,82.42223358154297,83.95859329223633,False,False
2016-12-06 00:00:00+00:00,82.41517639160156,83.9787508392334,False,False
2016-12-07 00:00:00+00:00,82.76139831542969,83.99808219909669,False,False
2016-12-08 00:00:00+00:00,82.42223358154297,84.01876636505126,False,False
2016-12-09 00:00:00+00:00,82.10430908203125,84.03555435180664,False,False
2016-12-12 00:00:00+00:00,82.02656555175781,84.05089015960694,False,False
2016-12-13 00:00:00+00:00,82.21023559570312,84.06556213378906,False,False
2016-12-14 00:00:00+00:00,81.68737030029297,84.08330764770508,False,False
2016-12-15 00:00:00+00:00,81.74396514892578,84.09764560699463,False,False
2016-12-16 00:00:00+00:00,81.68035125732422,84.1104044342041,False,False
2016-12-19 00:00:00+00:00,82.07603454589844,84.12291423797608,False,False
2016-12-20 00:00:00+00:00,82.02656555175781,84.13695415496827,False,False
2016-12-21 00:00:00+00:00,82.28800201416016,84.14864318847657,False,False
2016-12-22 00:00:00+00:00,82.29364776611328,84.16208755493165,False,False
2016-12-23 00:00:00+00:00,82.42122650146484,84.17390491485595,False,False
2016-12-27 00:00:00+00:00,82.27241516113281,84.18522232055665,False,False
2016-12-28 00:00:00+00:00,82.57707977294922,84.19462280273437,False,False
2016-12-29 00:00:00+00:00,82.8958740234375,84.20568466186523,False,False
2016-12-30 00:00:00+00:00,83.02347564697266,84.21640953063965,False,False
2017-01-03 00:00:00+00:00,83.09427642822266,84.22653087615967,False,False
2017-01-04 00:00:00+00:00,83.37767791748047,84.23607509613038,False,False
2017-01-05 00:00:00+00:00,83.82405090332031,84.24751907348633,False,False
2017-01-06 00:00:00+00:00,83.38480377197266,84.26195362091065,False,False
2017-01-09 00:00:00+00:00,83.54773712158203,84.27215717315674,False,False
2017-01-10 00:00:00+00:00,83.49813079833984,84.28334785461426,False,False
2017-01-11 00:00:00+00:00,83.62567138671875,84.29404914855957,False,False
2017-01-12 00:00:00+00:00,83.61858367919922,84.30356060028076,False,False
2017-01-13 00:00:00+00:00,83.44855499267578,84.31351890563965,False,False
2017-01-17 00:00:00+00:00,83.80986022949219,84.32100662231446,False,False
2017-01-18 00:00:00+00:00,83.25723266601562,84.32897979736327,False,False
2017-01-19 00:00:00+00:00,82.9738540649414,84.33415515899658,False,False
2017-01-20 00:00:00+00:00,83.12263488769531,84.3365996170044,False,False
2017-01-23 00:00:00+00:00,83.50523376464844,84.34013378143311,False,False
2017-01-24 00:00:00+00:00,83.25723266601562,84.3444743347168,False,False
2017-01-25 00:00:00+00:00,82.93838500976562,84.34850849151611,False,False
2017-01-26 00:00:00+00:00,83.03764343261719,84.3509831237793,False,False
2017-01-27 00:00:00+00:00,83.13674926757812,84.35557933807372,False,False
2017-01-30 00:00:00+00:00,82.9950942993164,84.35925308227539,False,False
2017-01-31 00:00:00+00:00,83.1438980102539,84.3624953842163,False,False
2017-02-01 00:00:00+00:00,83.04158020019531,84.36475238800048,False,False
2017-02-02 00:00:00+00:00,83.06289672851562,84.36604831695557,False,False
2017-02-03 00:00:00+00:00,83.15526580810547,84.36668994903565,False,False
2017-02-06 00:00:00+00:00,83.4180679321289,84.36893486022949,False,False
2017-02-07 00:00:00+00:00,83.56019592285156,84.37266662597656,False,False
2017-02-08 00:00:00+00:00,83.85144805908203,84.3766597366333,False,False
2017-02-09 00:00:00+00:00,83.5175552368164,84.38307716369629,False,False
2017-02-10 00:00:00+00:00,83.49625396728516,84.38799800872803,False,False
2017-02-13 00:00:00+00:00,83.46073150634766,84.39018436431884,False,False
2017-02-14 00:00:00+00:00,83.26185607910156,84.39181266784668,False,False
2017-02-15 00:00:00+00:00,83.19788360595703,84.39199684143067,False,False
