asset,start,end,risk_on_days,risk_on_fraction,trades,final,buy_hold,dca,momentum,random,double_cost,delay_2d,best_excluded,top_block_pct,sharpe,max_drawdown,test_final,test_buy_hold,test_trades
BTC,2018-01-01,2026-07-27,2517,0.8041533546325879,36,77589.64670215502,46344.780518358595,39941.66037721917,84689.48713366143,36885.43649976012,69646.56858729057,152457.0151007061,35147.18391171089,0.8923948897109584,0.7185696285681968,-0.7147628267899775,13012.804520431386,15032.99363290963,4
ETH,2018-01-01,2026-07-27,2517,0.8041533546325879,36,45537.816113491346,25741.27110993787,34753.85778180409,127304.60327323966,8362.755516387535,40875.97724782027,111932.70641507616,2557.1720802787,1.8258193202005721,0.6025435796676031,-0.8847859136610307,7007.856778530402,8268.923793334221,4
SOL,2020-08-11,2026-07-27,1802,0.8277446026642168,14,796923.9276659304,259570.99438561453,40615.94868993892,904985.4845900396,779145.8903378795,764146.1031587534,1253296.0641012136,310669.8853381468,1.1422223245174328,1.189743903888247,-0.8166796367569393,5615.217124697096,7272.683189136861,4
XRP,2018-05-04,2026-07-27,2457,0.817093448619887,28,15739.506063978046,21258.129805292065,22385.074054116783,37077.29762569797,5341.250612153018,14471.387448798778,41369.18635842036,4997.755433524014,3.8939058751874462,0.4999822070212646,-0.7753460771165069,14962.092829369874,17268.992530700296,4
