asset,start,end,risk_on_days,risk_on_fraction,trades,final,buy_hold,dca,momentum,random,double_cost,delay_2d,best_excluded,top_block_pct,sharpe,max_drawdown,test_final,test_buy_hold,test_trades
BTC,2018-01-01,2026-07-27,1234,0.39424920127795526,41,17309.21476599192,46344.780518358595,39941.66037721917,84689.48713366143,20949.50088003597,15305.89976118088,11515.319040403132,10934.252830604182,1.583833533100284,0.36040937621028996,-0.6743998377939984,9502.351809639506,15032.99363290963,12
ETH,2018-01-01,2026-07-27,1234,0.39424920127795526,41,15931.529294742266,25741.27110993787,34753.85778180409,127304.60327323966,7295.290835532658,14087.663347197951,9796.624302217402,8853.018730449,2.301517080742769,0.3735975281069698,-0.8977913361805979,10037.733335934348,8268.923793334221,12
SOL,2020-08-11,2026-07-27,881,0.4046853468075333,32,688339.0737853016,259570.99438561453,40615.94868993892,904985.4845900396,73324.9830004698,625330.964219241,624349.83455048,94530.63475964595,2.5708972443462708,1.2810531924569353,-0.8819409590437174,13540.999932654844,7272.683189136861,12
XRP,2018-05-04,2026-07-27,1223,0.40671765879614236,40,75370.8720983473,21258.129805292065,22385.074054116783,37077.29762569797,4867.434487162377,66847.92468276186,36514.921338797554,16375.881084588098,0.7590046778620475,0.5781442518520534,-0.7085290208241029,10557.061159072904,17268.992530700296,12
