timestamp,cash,xrp_units,close,equity,strategy,xrp_equivalent
2025-01-01 00:00:00+00:00,0,0,2.1105999999999998,0,daily_xrp_dca,
2025-01-01 01:00:00+00:00,0,0,2.0943000000000001,0,daily_xrp_dca,
2025-01-01 02:00:00+00:00,0,0,2.1057999999999999,0,daily_xrp_dca,
2025-01-01 03:00:00+00:00,0,0,2.1069,0,daily_xrp_dca,
2025-01-01 04:00:00+00:00,0,0,2.1027,0,daily_xrp_dca,
2025-01-01 05:00:00+00:00,0,0,2.1358000000000001,0,daily_xrp_dca,
2025-01-01 06:00:00+00:00,0,0,2.1438999999999999,0,daily_xrp_dca,
2025-01-01 07:00:00+00:00,0,0,2.1246,0,daily_xrp_dca,
2025-01-01 08:00:00+00:00,0,0,2.1103000000000001,0,daily_xrp_dca,
2025-01-01 09:00:00+00:00,0,8.2575312413092874,2.1052,17.383754769204312,daily_xrp_dca,
2025-01-01 10:00:00+00:00,0,8.2575312413092874,2.109,17.415133387921287,daily_xrp_dca,
2025-01-01 11:00:00+00:00,0,8.2575312413092874,2.1356999999999999,17.635609472064246,daily_xrp_dca,
2025-01-01 12:00:00+00:00,0,8.2575312413092874,2.1678999999999999,17.901501978034403,daily_xrp_dca,
2025-01-01 13:00:00+00:00,0,8.2575312413092874,2.1652999999999998,17.880032396807,daily_xrp_dca,
2025-01-01 14:00:00+00:00,0,8.2575312413092874,2.1739999999999999,17.951872918606391,daily_xrp_dca,
2025-01-01 15:00:00+00:00,0,8.2575312413092874,2.2282999999999999,18.400256865009485,daily_xrp_dca,
2025-01-01 16:00:00+00:00,0,8.2575312413092874,2.2635000000000001,18.690921964703573,daily_xrp_dca,
2025-01-01 17:00:00+00:00,0,8.2575312413092874,2.2595999999999998,18.658717592862466,daily_xrp_dca,
2025-01-01 18:00:00+00:00,0,8.2575312413092874,2.3220000000000001,19.173987542320166,daily_xrp_dca,
2025-01-01 19:00:00+00:00,0,8.2575312413092874,2.3172000000000001,19.134351392361882,daily_xrp_dca,
