partition,start,end,final_usd_value,final_btc_equivalent,events,costs_usd,max_drawdown,avg_trade_return,strategy
development_2023q4_2024,2023-10-01 00:00:00+00:00,2024-12-31 23:00:00+00:00,7642.7825612660617,0.081674602048239522,0,0,0.27358330261008579,,daily_btc_dca
holdout_2025_onward,2025-01-01 00:00:00+00:00,2026-07-27 23:00:00+00:00,9245.2292357062597,0.14500987416225364,0,0,0.44318065913221261,,daily_btc_dca
development_2023q4_2024,2023-10-01 00:00:00+00:00,2024-12-31 23:00:00+00:00,7583.2962000927664,0.081038901001247818,0,0,0.27112663347863208,,weekly_monday_btc_dca
holdout_2025_onward,2025-01-01 00:00:00+00:00,2026-07-27 23:00:00+00:00,9212.2216613709061,0.14449215587980313,0,0,0.44209955286445912,,weekly_monday_btc_dca
development_2023q4_2024,2023-10-01 00:00:00+00:00,2024-12-31 23:00:00+00:00,4828.3010727768815,0.05159764333565104,4,23.042828631640489,0.070057147361715533,0.052213653690883322,btc_wick_supportive_odds_rebound
holdout_2025_onward,2025-01-01 00:00:00+00:00,2026-07-27 23:00:00+00:00,10846.028661572687,0.17011814539985323,2,34.136940776414235,0.067186356379279055,0.039774149687764382,btc_wick_supportive_odds_rebound
