check,value,secondary_value,passes,event_timestamp
primary_edge_vs_dca,0.025108271237599594,0.025625989520050102,True,
holdout_positive,0.039774149687764382,2,True,
exclude_best_event,-0.072594933502325806,-0.072077215219875299,False,2025-04-10 11:00:00+00:00
