timestamp,kind,gross_spend_usd,fee_slippage_usd,execution_price,reference_open,eth_bought,cash_after,eth_after,asset,strategy,signal_time,entry_time,exit_time,entry_fee_slippage_usd,entry_reference_open,entry_execution_price,btc_lookback_return,asset_lookback_return,lag_ratio,hold_hours,exit_reference_open,exit_execution_price,gross_sale_usd,exit_fee_slippage_usd,cash_after_exit,net_trade_return,sol_bought,sol_after,xrp_bought,xrp_after
2021-01-01 09:00:00+00:00,daily_dca_buy,4.9164208456243852,0.0073746312684365781,731.16510500000004,730.07000000000005,0.0067240911963712836,0,0.0067240911963712836,ETH,daily_eth_dca,,,,,,,,,,,,,,,,,,,,
2021-01-02 09:00:00+00:00,daily_dca_buy,4.9164208456243852,0.0073746312684365781,734.94076000000007,733.84000000000003,0.0066895471216270336,0,0.013413638317998317,ETH,daily_eth_dca,,,,,,,,,,,,,,,,,,,,
2021-01-03 09:00:00+00:00,daily_dca_buy,4.9164208456243852,0.0073746312684365781,818.53596500000003,817.30999999999995,0.0060063589821913142,0,0.019419997300189631,ETH,daily_eth_dca,,,,,,,,,,,,,,,,,,,,
2021-01-04 09:00:00+00:00,daily_dca_buy,4.9164208456243852,0.0073746312684365781,1024.1739600000001,1022.64,0.004800376730555017,0,0.024220374030744649,ETH,daily_eth_dca,,,,,,,,,,,,,,,,,,,,
2021-01-05 09:00:00+00:00,daily_dca_buy,4.9164208456243852,0.0073746312684365781,1028.5104550000001,1026.97,0.0047801369657680193,0,0.029000510996512668,ETH,daily_eth_dca,,,,,,,,,,,,,,,,,,,,
2021-01-06 09:00:00+00:00,daily_dca_buy,4.9164208456243852,0.0073746312684365781,1112.516275,1110.8499999999999,0.0044191900434215094,0,0.033419701039934177,ETH,daily_eth_dca,,,,,,,,,,,,,,,,,,,,
2021-01-07 09:00:00+00:00,daily_dca_buy,4.9164208456243852,0.0073746312684365781,1197.5636550000002,1195.77,0.0041053524170490832,0,0.037525053456983259,ETH,daily_eth_dca,,,,,,,,,,,,,,,,,,,,
2021-01-08 09:00:00+00:00,daily_dca_buy,4.9164208456243852,0.0073746312684365781,1201.7899850000001,1199.99,0.0040909151407384917,0,0.04161596859772175,ETH,daily_eth_dca,,,,,,,,,,,,,,,,,,,,
2021-01-09 09:00:00+00:00,daily_dca_buy,4.9164208456243852,0.0073746312684365781,1209.83203,1208.02,0.0040637218421340562,0,0.045679690439855807,ETH,daily_eth_dca,,,,,,,,,,,,,,,,,,,,
2021-01-10 09:00:00+00:00,daily_dca_buy,4.9164208456243852,0.0073746312684365781,1331.1236950000002,1329.1300000000001,0.0036934365033779856,0,0.049373126943233793,ETH,daily_eth_dca,,,,,,,,,,,,,,,,,,,,
2021-01-11 09:00:00+00:00,daily_dca_buy,4.9164208456243852,0.0073746312684365781,1110.3530350000001,1108.6900000000001,0.0044277997093279302,0,0.053800926652561726,ETH,daily_eth_dca,,,,,,,,,,,,,,,,,,,,
2021-01-12 09:00:00+00:00,daily_dca_buy,4.9164208456243852,0.0073746312684365781,1118.4752000000001,1116.8,0.0043956458271264169,0,0.058196572479688145,ETH,daily_eth_dca,,,,,,,,,,,,,,,,,,,,
