check,value,secondary_value,passes,event_timestamp
primary_edge_vs_dca,-0.020994188843333289,-0.021546912483119671,False,
exclude_best_event,-0.026385535513979819,-0.0269382591537662,False,2025-03-09 21:00:00+00:00
