strategy,final_usd_value,final_cash_usd,final_btc_units,final_btc_equivalent,final_btc_close,event_count,gross_spent_usd,total_costs_usd,unused_cash_usd,total_return_on_committed_capital,max_drawdown
daily_btc_dca,12185.8147759351,0,0.11728778299077131,0.11728778299077131,103896.71000000001,54,9999.9999999999945,15.000000000000004,0,0.21858147759350999,0.099489919669118909
weekly_monday_btc_dca,12243.24094364813,0,0.11784050663055769,0.11784050663055769,103896.71000000001,9,9999.9999999999982,15,0,0.22432409436481304,0.080084194547628829
btc_reserve_odds_btc_swing,10004.587625994065,10004.587625994065,0,0.096293594147438016,103896.71000000001,1,555.55555555555554,1.6666666666666667,10004.587625994065,0.00045876259940658137,0.053578358148493654
