partition,start,end,final_usd_value,final_btc_equivalent,events,costs_usd,max_drawdown,strategy
full_sample_2025,2025-03-07 00:00:00+00:00,2025-05-14 05:00:00+00:00,12185.8147759351,0.11728778299077131,54,15.000000000000004,0.099489919669118909,daily_btc_dca
full_sample_2025,2025-03-07 00:00:00+00:00,2025-05-14 05:00:00+00:00,12243.24094364813,0.11784050663055769,9,15,0.080084194547628829,weekly_monday_btc_dca
full_sample_2025,2025-03-07 00:00:00+00:00,2025-05-14 05:00:00+00:00,10004.587625994065,0.096293594147438016,1,1.6666666666666667,0.053578358148493654,btc_reserve_odds_btc_swing
