partition,start,end,final_usd_value,final_sol_equivalent,events,costs_usd,max_drawdown,strategy
development_2024,2024-01-01 00:00:00+00:00,2024-12-31 23:00:00+00:00,5026.0552743690378,26.549338515498587,366,5.8466453674121395,0.40385682267479639,daily_sol_dca
holdout_2025_onward,2025-01-01 00:00:00+00:00,2026-07-27 23:00:00+00:00,5633.5887908923332,75.924377235745723,573,9.1533546325878596,0.63054143476443114,daily_sol_dca
development_2024,2024-01-01 00:00:00+00:00,2024-12-31 23:00:00+00:00,5011.1883601078553,26.470806402767181,53,5.8306709265175707,0.39871890328107884,weekly_monday_sol_dca
holdout_2025_onward,2025-01-01 00:00:00+00:00,2026-07-27 23:00:00+00:00,5647.1684029318312,76.107390875092065,82,9.1693290734824284,0.62854836660484847,weekly_monday_sol_dca
development_2024,2024-01-01 00:00:00+00:00,2024-12-31 23:00:00+00:00,3579.3326396875277,18.907256033424158,3,62.484227805892814,0.10151855648395414,sol_etf_odds_sol_eth_spread
holdout_2025_onward,2025-01-01 00:00:00+00:00,2026-07-27 23:00:00+00:00,10644.459169836935,143.45632304362445,6,221.8012661896696,0.095277430822429676,sol_etf_odds_sol_eth_spread
