strategy,final_usd_value,final_cash_usd,final_sol_units,final_sol_equivalent,final_sol_close,event_count,gross_spent_usd,total_costs_usd,unused_cash_usd,total_return_on_committed_capital,max_drawdown
daily_sol_dca,5633.5887908923332,0,75.924377235745723,75.924377235745723,74.200000000000003,939,10000.000000000004,14.999999999999993,0,-0.43664112091076668,0.63054143476443114
weekly_monday_sol_dca,5647.1684029318312,0,76.107390875092065,76.107390875092065,74.200000000000003,135,9999.9999999999964,14.999999999999998,0,-0.43528315970681686,0.62854836660484847
sol_etf_odds_sol_eth_spread,10644.459169836935,10644.459169836935,0,143.45632304362445,74.200000000000003,9,47380.915665927067,284.28549399556243,10644.459169836935,0.064445916983693508,0.10151855648395414
