entry_time,exit_time,entry_price,exit_price,gross_return,capital_at_entry,capital_at_exit,trade_return,asset,note
2022-03-24 00:00:00+00:00,2022-03-31 00:00:00+00:00,0.8376,0.8613,0.028295128939828013,10087.444224541905,10357.31045490932,0.026752686246418467,XRP,
2022-07-18 00:00:00+00:00,2022-08-09 00:00:00+00:00,0.3434,0.3787,0.10279557367501456,10341.774489226957,11387.755835968677,0.10114138031450226,XRP,
2022-09-17 00:00:00+00:00,2022-10-16 00:00:00+00:00,0.3552,0.4818,0.35641891891891886,11370.674202214725,15400.262512334217,0.35438429054054055,XRP,
2023-01-11 00:00:00+00:00,2023-01-30 00:00:00+00:00,0.3506,0.4135,0.17940673131774088,15377.162118565717,18108.72461843378,0.1776376212207642,XRP,
2023-03-28 00:00:00+00:00,2023-04-19 00:00:00+00:00,0.4789,0.5325,0.11192315723533093,18081.56153150613,20075.149025378418,0.11025527249947809,XRP,
2023-05-27 00:00:00+00:00,2023-06-14 00:00:00+00:00,0.4684,0.5193,0.10866780529461999,20045.03630184035,22189.95147420661,0.10700480358667797,XRP,
2023-09-29 00:00:00+00:00,2023-10-09 00:00:00+00:00,0.5097,0.5174,0.015106925642534684,22156.6665469953,22457.64858251568,0.013584265254070749,XRP,
2023-10-23 00:00:00+00:00,2023-11-16 00:00:00+00:00,0.5226,0.6482,0.24033677765021058,22423.96210964191,27771.54500786583,0.23847627248373526,XRP,
2023-12-07 00:00:00+00:00,2023-12-15 00:00:00+00:00,0.64,0.6316,-0.013124999999999942,27729.887690354033,27324.884015046515,-0.014605312499999745,XRP,
2024-02-27 00:00:00+00:00,2024-03-16 00:00:00+00:00,0.5506,0.6341,0.15165274246276794,27283.896689023946,31374.44208531479,0.14992526334907397,XRP,
2024-05-25 00:00:00+00:00,2024-05-30 00:00:00+00:00,0.5359,0.5238,-0.022578839335696956,31327.38042218682,30574.11446602677,-0.024044971076693233,XRP,
2024-07-13 00:00:00+00:00,2024-08-02 00:00:00+00:00,0.4745,0.5965,0.25711275026343533,30528.253294327733,38319.89027488176,0.2552270811380404,XRP,
2024-09-21 00:00:00+00:00,2024-10-02 00:00:00+00:00,0.5851,0.5968,0.019996581780892232,38262.410439469444,38968.98656716793,0.018466586908221005,XRP,
2024-11-10 00:00:00+00:00,2024-12-21 00:00:00+00:00,0.5592,2.2793,3.076001430615164,38910.53308731718,158361.48944710867,3.069887428469242,XRP,
2025-01-14 00:00:00+00:00,2025-02-01 00:00:00+00:00,2.5232,3.0361,0.20327362079898528,158123.94721293802,189980.97493619268,0.20146871036778702,XRP,
2025-04-23 00:00:00+00:00,2025-05-04 00:00:00+00:00,2.2138,2.1872,-0.012015538892402285,189696.0034737884,187135.57871066636,-0.013497515584063646,XRP,
2025-05-12 00:00:00+00:00,2025-05-23 00:00:00+00:00,2.3671,2.4311,0.02703730302902269,186854.87534260037,191619.066838844,0.025496747074479353,XRP,
2025-07-03 00:00:00+00:00,2025-07-28 00:00:00+00:00,2.2335,3.239,0.4501902843071413,191331.63823858576,277051.08192988456,0.44801499888068075,XRP,
2025-09-12 00:00:00+00:00,2025-09-20 00:00:00+00:00,3.0398,2.99,-0.016382656753733748,276635.50530698977,271695.32555648324,-0.017858082768603012,XRP,
2026-01-03 00:00:00+00:00,2026-01-18 00:00:00+00:00,2.0068,2.0632,0.0281044448873829,271287.7825681485,278493.8068393025,0.02656228822005202,XRP,
2026-03-16 00:00:00+00:00,2026-03-26 00:00:00+00:00,1.4488,1.4145,-0.02367476532302595,278076.0661290435,271085.44150070596,-0.0251392531750414,XRP,
2026-04-16 00:00:00+00:00,2026-04-28 00:00:00+00:00,1.3922,1.4008,0.006177273380261414,270678.81333845493,271942.3440611413,0.004668007470191249,XRP,
2026-05-11 00:00:00+00:00,2026-05-18 00:00:00+00:00,1.4735,1.4017,-0.04872751951136755,271534.4305450496,257915.77643573366,-0.05015442823210037,XRP,
