entry_time,exit_time,entry_price,exit_price,gross_return,partition
2018-01-11 15:00:00+00:00,2018-01-12 15:00:00+00:00,14091.175105,13391.672315000002,-0.049641196336549176,development
2018-01-28 03:00:00+00:00,2018-01-29 03:00:00+00:00,11533.384165000001,11581.58153,0.004178943865085216,development
2018-01-29 04:00:00+00:00,2018-01-30 04:00:00+00:00,11616.37847,11015.481955000001,-0.051728386480506816,development
2018-02-01 21:00:00+00:00,2018-02-02 21:00:00+00:00,9414.01988,8605.97165,-0.08583455742606738,development
2018-03-08 17:00:00+00:00,2018-03-09 17:00:00+00:00,9521.2605,8736.865015,-0.08238357568307275,development
2018-03-29 22:00:00+00:00,2018-03-30 22:00:00+00:00,7091.96201,6774.32325,-0.04478855915360436,development
2018-04-04 19:00:00+00:00,2018-04-05 19:00:00+00:00,6860.275000000001,6750.818560000001,-0.01595510967125957,development
2018-04-11 01:00:00+00:00,2018-04-12 01:00:00+00:00,6870.4903,6929.5800150000005,0.008600509195100692,development
2018-04-12 03:00:00+00:00,2018-04-13 03:00:00+00:00,6975.4475,7821.240515,0.12125286800595947,development
2018-04-14 02:00:00+00:00,2018-04-15 02:00:00+00:00,8081.5341450000005,8082.887455,0.00016745706640830527,development
2018-04-25 15:00:00+00:00,2018-04-26 15:00:00+00:00,8887.641495,8792.890850000002,-0.010660943632042619,development
2018-04-28 22:00:00+00:00,2018-04-29 22:00:00+00:00,9313.960015,9391.341825000001,0.008308153553953312,development
2018-04-30 16:00:00+00:00,2018-05-01 16:00:00+00:00,9332.387615,8986.490015,-0.03706421274701843,development
2018-05-02 14:00:00+00:00,2018-05-03 14:00:00+00:00,9119.669015000001,9443.813,0.03554339356689895,development
2018-05-03 15:00:00+00:00,2018-05-04 15:00:00+00:00,9472.176985,9600.247995,0.0135207577099552,development
2018-05-04 22:00:00+00:00,2018-05-05 22:00:00+00:00,9754.61,9826.97739,0.007418788654800057,development
2018-05-05 23:00:00+00:00,2018-05-06 23:00:00+00:00,9864.61476,9644.521485000001,-0.02231139079981659,development
2018-05-07 00:00:00+00:00,2018-05-08 00:00:00+00:00,9675.511530000002,9381.536555,-0.03038340392531169,development
2018-07-01 11:00:00+00:00,2018-07-02 11:00:00+00:00,6389.590030000001,6334.474015,-0.008625907881605,development
2018-07-02 16:00:00+00:00,2018-07-03 16:00:00+00:00,6640.035135,6577.089545000001,-0.009479707369048351,development
2018-07-04 08:00:00+00:00,2018-07-05 08:00:00+00:00,6491.442580000001,6617.069485000001,0.019352694482279498,development
2018-07-23 03:00:00+00:00,2018-07-24 03:00:00+00:00,7643.237685,7762.339000000001,0.015582573761082852,development
2018-07-24 08:00:00+00:00,2018-07-25 08:00:00+00:00,8043.056515000001,8279.562,0.029404926418075572,development
2018-07-25 16:00:00+00:00,2018-07-26 16:00:00+00:00,8127.13244,8198.683500000001,0.008803973668232823,development
2018-07-26 19:00:00+00:00,2018-07-27 19:00:00+00:00,8257.657935000001,8209.297555,-0.005856428103545808,development
2018-07-30 10:00:00+00:00,2018-07-31 10:00:00+00:00,8191.14832,7933.0825,-0.03150545075223343,development
2018-08-01 11:00:00+00:00,2018-08-02 11:00:00+00:00,7580.383545000001,7548.709925000001,-0.004178366412724732,development
2018-08-04 02:00:00+00:00,2018-08-05 02:00:00+00:00,7492.772325000001,6934.462680000001,-0.07451309352309732,development
2018-08-22 16:00:00+00:00,2018-08-23 16:00:00+00:00,6461.688015000001,6444.319,-0.0026879996310066323,development
2018-09-01 11:00:00+00:00,2018-09-02 11:00:00+00:00,7110.50979,7221.152,0.015560376578850121,development
2018-09-03 21:00:00+00:00,2018-09-04 21:00:00+00:00,7316.308025000001,7350.966985000001,0.0047372199040238705,development
2018-09-05 21:00:00+00:00,2018-09-06 21:00:00+00:00,6978.441985,6434.79331,-0.07790401871485941,development
2018-09-06 23:00:00+00:00,2018-09-07 23:00:00+00:00,6482.318915,6385.946690000001,-0.014866936703313849,development
2018-09-10 06:00:00+00:00,2018-09-11 06:00:00+00:00,6313.476030000001,6325.47753,0.0019009338030224754,development
2018-09-19 02:00:00+00:00,2018-09-20 02:00:00+00:00,6358.3933050000005,6376.4709250000005,0.00284311132275894,development
