entry_time,exit_time,n_prints,long_venue,entry_divergence,gross_pnl_rate,capital_at_entry,capital_at_exit,trade_return,asset
2023-06-22 00:00:00+00:00,2023-06-22 00:00:00+00:00,1,binance,-0.0005136860914,0.0005136860914,9970,9945.196086,-0.002487854967,BTC
2023-07-03 16:00:00+00:00,2023-07-03 16:00:00+00:00,1,binance,-0.0007655209,0.0007655209,9915.360498,9893.182061,-0.002236775663,BTC
2023-07-04 00:00:00.001000+00:00,2023-07-04 00:00:00.001000+00:00,1,binance,-0.0006380363829,0.0006380363829,9863.502514,9840.186401,-0.002363877726,BTC
2023-07-07 08:00:00+00:00,2023-07-07 08:00:00+00:00,1,binance,-0.0006204763435,0.0006204763435,9810.665841,9787.302868,-0.002381385086,BTC
2023-07-07 16:00:00+00:00,2023-07-07 16:00:00+00:00,1,binance,-0.0006922057492,0.0006922057492,9757.940959,9735.401376,-0.002309870868,BTC
2023-10-24 00:00:00+00:00,2023-10-24 00:00:00+00:00,1,binance,-0.0007890378251,0.0007890378251,9706.195172,9684.712166,-0.002213329288,BTC
2023-10-24 08:00:00+00:00,2023-10-24 08:00:00+00:00,1,binance,-0.001181832154,0.001181832154,9655.658029,9638.068188,-0.001821713343,BTC
2023-11-09 00:00:00+00:00,2023-11-09 00:00:00+00:00,1,binance,-0.0006056129968,0.0006056129968,9609.153984,9586.128492,-0.002396203842,BTC
2023-11-10 00:00:00+00:00,2023-11-10 00:00:00+00:00,1,binance,-0.0005996474458,0.0005996474458,9557.370106,9534.411856,-0.002402151497,BTC
2023-11-11 16:00:00+00:00,2023-11-11 16:00:00+00:00,1,binance,-0.0005717340738,0.0005717340738,9505.80862,9482.709684,-0.002429981128,BTC
2023-12-04 08:00:00+00:00,2023-12-04 08:00:00+00:00,1,binance,-0.0006549789869,0.0006549789869,9454.261555,9432.072536,-0.00234698595,BTC
2023-12-11 16:00:00+00:00,2023-12-11 16:00:00+00:00,1,binance,-0.0006688467884,0.0006688467884,9403.776319,9381.835806,-0.002333159752,BTC
2023-12-12 00:00:00+00:00,2023-12-12 00:00:00+00:00,1,binance,-0.0007458878635,0.0007458878635,9353.690299,9332.585102,-0.0022563498,BTC
2023-12-12 08:00:00+00:00,2023-12-12 08:00:00+00:00,1,binance,-0.0005008345696,0.0005008345696,9304.587346,9281.319663,-0.002500667934,BTC
2023-12-23 08:00:00.001000+00:00,2023-12-23 08:00:00.001000+00:00,1,binance,-0.0005119844206,0.0005119844206,9253.475704,9230.4387,-0.002489551533,BTC
2023-12-24 16:00:00+00:00,2023-12-24 16:00:00+00:00,1,binance,-0.0006020393376,0.0006020393376,9202.747383,9180.662936,-0.00239976678,BTC
2023-12-27 00:00:00+00:00,2023-12-27 00:00:00+00:00,1,binance,-0.0005969348573,0.0005969348573,9153.120947,9131.10901,-0.002404855947,BTC
2023-12-27 16:00:00+00:00,2023-12-27 16:00:00+00:00,1,binance,-0.000518259302,0.000518259302,9103.715683,9081.108467,-0.002483295476,BTC
2024-01-02 08:00:00+00:00,2024-01-02 08:00:00+00:00,1,binance,-0.0008327170343,0.0008327170343,9053.865141,9034.220236,-0.002169781117,BTC
2024-01-03 16:00:00+00:00,2024-01-03 16:00:00+00:00,1,binance,-0.0006771736151,0.0006771736151,9007.117575,8986.177307,-0.002324857906,BTC
2024-01-04 00:00:00+00:00,2024-01-04 00:00:00+00:00,1,binance,-0.0006718047488,0.0006718047488,8959.218775,8938.341908,-0.002330210665,BTC
