date,arkk,sma200_prior,risk_on_signal_close,risk_on_actionable
2015-08-19 00:00:00+00:00,18.72541046142578,18.89034065246582,False,False
2015-08-20 00:00:00+00:00,17.949316024780273,18.892010164260864,False,False
2015-08-21 00:00:00+00:00,17.62444496154785,18.88979920387268,False,False
2015-08-24 00:00:00+00:00,17.11005973815918,18.886505327224732,False,False
2015-08-25 00:00:00+00:00,17.489078521728516,18.881812696456908,False,False
2015-08-26 00:00:00+00:00,17.54773712158203,18.878383464813233,False,False
2015-08-27 00:00:00+00:00,18.088293075561523,18.875337762832643,False,False
2015-08-28 00:00:00+00:00,18.265169143676758,18.874182662963868,False,False
2015-08-31 00:00:00+00:00,18.138832092285156,18.87395704269409,False,False
2015-09-01 00:00:00+00:00,17.48005485534668,18.87278389930725,False,False
2015-09-02 00:00:00+00:00,17.6740779876709,18.86840711593628,False,False
2015-09-03 00:00:00+00:00,17.877124786376953,18.864549226760865,False,False
2015-09-04 00:00:00+00:00,17.525177001953125,18.86184193611145,False,False
2015-09-08 00:00:00+00:00,18.066633224487305,18.856517601013184,False,False
2015-09-09 00:00:00+00:00,18.129802703857422,18.85529930114746,False,False
2015-09-10 00:00:00+00:00,18.05760955810547,18.854441976547243,False,False
2015-09-11 00:00:00+00:00,18.14785385131836,18.8528627204895,False,False
2015-09-14 00:00:00+00:00,18.111757278442383,18.851148109436036,False,False
2015-09-15 00:00:00+00:00,18.346385955810547,18.849117641448974,False,False
2015-09-16 00:00:00+00:00,18.562969207763672,18.848079833984375,False,False
2015-09-17 00:00:00+00:00,18.72541046142578,18.847989587783815,False,False
2015-09-18 00:00:00+00:00,18.436630249023438,18.850155429840086,False,False
2015-09-21 00:00:00+00:00,18.319313049316406,18.851870050430296,False,False
2015-09-22 00:00:00+00:00,17.94029426574707,18.852817602157593,False,False
2015-09-23 00:00:00+00:00,17.904197692871094,18.852005405426027,False,False
2015-09-24 00:00:00+00:00,17.696638107299805,18.85078712463379,False,False
2015-09-25 00:00:00+00:00,17.50712776184082,18.850245666503906,False,False
2015-09-28 00:00:00+00:00,17.14615821838379,18.848531045913695,False,False
2015-09-29 00:00:00+00:00,16.866403579711914,18.845237188339233,False,False
2015-09-30 00:00:00+00:00,16.956647872924805,18.840364074707033,False,False
2015-10-01 00:00:00+00:00,16.722013473510742,18.836673135757447,False,False
2015-10-02 00:00:00+00:00,17.218351364135742,18.833289012908935,False,False
2015-10-05 00:00:00+00:00,17.615419387817383,18.833875589370727,False,False
2015-10-06 00:00:00+00:00,17.353715896606445,18.835499954223632,False,False
2015-10-07 00:00:00+00:00,17.606395721435547,18.83256706237793,False,False
2015-10-08 00:00:00+00:00,17.498104095458984,18.829634160995482,False,False
2015-10-09 00:00:00+00:00,17.890661239624023,18.825392751693727,False,False
2015-10-12 00:00:00+00:00,17.750783920288086,18.82308253288269,False,False
2015-10-13 00:00:00+00:00,17.6876163482666,18.819924030303955,False,False
2015-10-14 00:00:00+00:00,17.59737205505371,18.815411891937256,False,False
2015-10-15 00:00:00+00:00,17.61993408203125,18.811229133605956,False,False
2015-10-16 00:00:00+00:00,17.877124786376953,18.807732238769532,False,False
2015-10-19 00:00:00+00:00,17.877124786376953,18.806152982711794,False,False
2015-10-20 00:00:00+00:00,17.593761444091797,18.8045285987854,False,False
2015-10-21 00:00:00+00:00,17.74176025390625,18.8036803150177,False,False
2015-10-22 00:00:00+00:00,17.551347732543945,18.803905925750733,False,False
2015-10-23 00:00:00+00:00,17.877124786376953,18.8027733707428,False,False
2015-10-26 00:00:00+00:00,17.850051879882812,18.801284370422362,False,False
2015-10-27 00:00:00+00:00,17.696638107299805,18.800427074432374,False,False
2015-10-28 00:00:00+00:00,17.88614845275879,18.7979905128479,False,False
2015-10-29 00:00:00+00:00,17.795907974243164,18.797223443984986,False,False
2015-10-30 00:00:00+00:00,17.958341598510742,18.796275901794434,False,False
2015-11-02 00:00:00+00:00,18.463701248168945,18.79817099571228,False,False
2015-11-03 00:00:00+00:00,18.459190368652344,18.802006311416626,False,False
2015-11-04 00:00:00+00:00,18.80301856994629,18.804555683135987,False,False
2015-11-05 00:00:00+00:00,18.64419174194336,18.80719980239868,False,False
2015-11-06 00:00:00+00:00,18.813846588134766,18.807795429229735,True,False
2015-11-09 00:00:00+00:00,18.666751861572266,18.808779077529906,False,True
2015-11-10 00:00:00+00:00,18.43933868408203,18.80848578453064,False,False
2015-11-11 00:00:00+00:00,18.400531768798828,18.808454198837282,False,False
2015-11-12 00:00:00+00:00,18.084686279296875,18.808634681701662,False,False
2015-11-13 00:00:00+00:00,17.88614845275879,18.80705545425415,False,False
2015-11-16 00:00:00+00:00,17.97639274597168,18.80516035079956,False,False
2015-11-17 00:00:00+00:00,18.001659393310547,18.803143424987795,False,False
2015-11-18 00:00:00+00:00,18.220050811767578,18.801871004104616,False,False
2015-11-19 00:00:00+00:00,18.50882339477539,18.80065275192261,False,False
2015-11-20 00:00:00+00:00,18.63516616821289,18.79916374206543,False,False
2015-11-23 00:00:00+00:00,18.66223907470703,18.798523025512694,False,False
2015-11-24 00:00:00+00:00,18.617116928100586,18.798532066345214,False,False
2015-11-25 00:00:00+00:00,18.86077117919922,18.797539396286012,True,False
2015-11-27 00:00:00+00:00,19.194673538208008,18.796970863342285,True,True
2015-11-30 00:00:00+00:00,19.131502151489258,18.797358913421633,True,True
2015-12-01 00:00:00+00:00,19.23076820373535,18.796230878829956,True,True
2015-12-02 00:00:00+00:00,19.275888442993164,18.796095514297484,True,True
2015-12-03 00:00:00+00:00,18.815650939941406,18.79605037689209,True,True
2015-12-04 00:00:00+00:00,19.000648498535156,18.792936992645263,True,True
2015-12-07 00:00:00+00:00,18.76150894165039,18.790098848342897,False,True
2015-12-08 00:00:00+00:00,18.94198989868164,18.786985483169556,True,False
2015-12-09 00:00:00+00:00,18.69382095336914,18.785036220550538,False,True
2015-12-10 00:00:00+00:00,19.01418685913086,18.781810026168824,True,False
2015-12-11 00:00:00+00:00,18.87881851196289,18.779238109588622,True,True
2015-12-14 00:00:00+00:00,18.23809242248535,18.776575918197633,False,True
2015-12-15 00:00:00+00:00,18.546728134155273,18.770759735107422,False,False
2015-12-16 00:00:00+00:00,18.752483367919922,18.76720417022705,False,False
2015-12-17 00:00:00+00:00,18.944698333740234,18.765223350524902,True,False
2015-12-18 00:00:00+00:00,18.88784408569336,18.763603506088256,True,True
2015-12-21 00:00:00+00:00,18.833698272705078,18.763441076278685,True,True
2015-12-22 00:00:00+00:00,18.9149169921875,18.763756914138796,True,True
2015-12-23 00:00:00+00:00,19.19196319580078,18.765480556488036,True,True
2015-12-24 00:00:00+00:00,19.26300621032715,18.76819685935974,True,True
2015-12-28 00:00:00+00:00,19.291606903076172,18.77120069503784,True,True
2015-12-29 00:00:00+00:00,19.171669006347656,18.774636306762694,True,True
2015-12-30 00:00:00+00:00,19.22702407836914,18.776641998291016,True,True
2015-12-31 00:00:00+00:00,18.876434326171875,18.778608627319336,True,True
2016-01-04 00:00:00+00:00,18.461261749267578,18.779138145446776,False,True
2016-01-05 00:00:00+00:00,18.6088809967041,18.77623815536499,False,False
2016-01-06 00:00:00+00:00,18.295194625854492,18.773038482666017,False,False
2016-01-07 00:00:00+00:00,17.575563430786133,18.76845085144043,False,False
2016-01-08 00:00:00+00:00,17.37259292602539,18.7602650642395,False,False
2016-01-11 00:00:00+00:00,16.7636775970459,18.753230266571045,False,False
2016-01-12 00:00:00+00:00,17.008163452148438,18.74324110984802,False,False
2016-01-13 00:00:00+00:00,16.48689842224121,18.734609756469727,False,False
2016-01-14 00:00:00+00:00,16.63451385498047,18.722289180755617,False,False
2016-01-15 00:00:00+00:00,15.979462623596191,18.71145118713379,False,False
2016-01-19 00:00:00+00:00,16.14553451538086,18.69884949207306,False,False
2016-01-20 00:00:00+00:00,15.730362892150879,18.686365246772766,False,False
2016-01-21 00:00:00+00:00,15.86875057220459,18.67039734840393,False,False
2016-01-22 00:00:00+00:00,16.1732120513916,18.655166516304018,False,False
2016-01-25 00:00:00+00:00,15.979462623596191,18.64030288219452,False,False
2016-01-26 00:00:00+00:00,15.730362892150879,18.624001216888427,False,False
2016-01-27 00:00:00+00:00,15.57075023651123,18.60568700313568,False,False
2016-01-28 00:00:00+00:00,15.204479217529297,18.586394243240356,False,False
2016-01-29 00:00:00+00:00,15.444355010986328,18.565901832580565,False,False
2016-02-01 00:00:00+00:00,15.568909645080566,18.545661239624025,False,False
2016-02-02 00:00:00+00:00,15.186026573181152,18.524960503578185,False,False
2016-02-03 00:00:00+00:00,15.100227355957031,18.504330701828003,False,False
2016-02-04 00:00:00+00:00,15.24138355255127,18.482820682525634,False,False
2016-02-05 00:00:00+00:00,14.300329208374023,18.461601338386536,False,False
2016-02-08 00:00:00+00:00,13.654507637023926,18.434918665885924,False,False
2016-02-09 00:00:00+00:00,13.709864616394043,18.403991661071778,False,False
2016-02-10 00:00:00+00:00,13.889772415161133,18.37333242893219,False,False
2016-02-11 00:00:00+00:00,13.636056900024414,18.342476267814636,False,False
2016-02-12 00:00:00+00:00,13.792898178100586,18.312607598304748,False,False
2016-02-16 00:00:00+00:00,14.346461296081543,18.284335341453552,False,False
2016-02-17 00:00:00+00:00,14.88156795501709,18.261515617370605,False,False
2016-02-18 00:00:00+00:00,14.826211929321289,18.242115912437438,False,False
2016-02-19 00:00:00+00:00,14.853890419006348,18.221437754631044,False,False
2016-02-22 00:00:00+00:00,15.195252418518066,18.201989908218383,False,False
2016-02-23 00:00:00+00:00,15.038410186767578,18.184835457801817,False,False
2016-02-24 00:00:00+00:00,15.167574882507324,18.165904126167298,False,False
2016-02-25 00:00:00+00:00,15.250612258911133,18.14770887374878,False,False
2016-02-26 00:00:00+00:00,15.70268440246582,18.129206867218016,False,False
2016-02-29 00:00:00+00:00,15.77649211883545,18.11341643333435,False,False
2016-03-01 00:00:00+00:00,16.131694793701172,18.097498688697815,False,False
2016-03-02 00:00:00+00:00,16.357728958129883,18.082589898109436,False,False
2016-03-03 00:00:00+00:00,16.74061393737793,18.0690278673172,False,False
2016-03-04 00:00:00+00:00,17.10504150390625,18.056852316856386,False,False
2016-03-07 00:00:00+00:00,17.077360153198242,18.046449275016784,False,False
2016-03-08 00:00:00+00:00,16.800579071044922,18.036088337898253,False,False
2016-03-09 00:00:00+00:00,16.588380813598633,18.023486180305483,False,False
2016-03-10 00:00:00+00:00,16.43430519104004,18.009610953330995,False,False
2016-03-11 00:00:00+00:00,16.542253494262695,17.99562863826752,False,False
2016-03-14 00:00:00+00:00,16.975873947143555,17.98214092731476,False,False
2016-03-15 00:00:00+00:00,16.459218978881836,17.969648184776307,False,False
2016-03-16 00:00:00+00:00,16.597610473632812,17.954499955177308,False,False
2016-03-17 00:00:00+00:00,16.699092864990234,17.9403866147995,False,False
2016-03-18 00:00:00+00:00,17.075515747070312,17.926609225273133,False,False
2016-03-21 00:00:00+00:00,17.23881721496582,17.91416347026825,False,False
2016-03-22 00:00:00+00:00,17.409500122070312,17.902895188331605,False,False
2016-03-23 00:00:00+00:00,17.409500122070312,17.892367520332336,False,False
2016-03-24 00:00:00+00:00,16.855937957763672,17.881952652931215,False,False
2016-03-28 00:00:00+00:00,16.855937957763672,17.869401688575746,False,False
2016-03-29 00:00:00+00:00,17.377208709716797,17.85509096622467,False,False
2016-03-30 00:00:00+00:00,17.437177658081055,17.843702454566955,False,False
2016-03-31 00:00:00+00:00,17.649372100830078,17.833200373649596,False,False
2016-04-01 00:00:00+00:00,17.649372100830078,17.825022654533385,False,False
2016-04-04 00:00:00+00:00,18.018415451049805,17.81571689128876,True,False
2016-04-05 00:00:00+00:00,17.89847755432129,17.807308812141418,True,True
2016-04-06 00:00:00+00:00,17.975053787231445,17.797308382987975,True,True
2016-04-07 00:00:00+00:00,17.990739822387695,17.78791642665863,True,True
2016-04-08 00:00:00+00:00,17.889251708984375,17.77837730884552,True,True
2016-04-11 00:00:00+00:00,17.889251708984375,17.76751854419708,True,True
2016-04-12 00:00:00+00:00,17.981510162353516,17.757968306541443,True,True
2016-04-13 00:00:00+00:00,18.276744842529297,17.749059863090515,True,True
2016-04-14 00:00:00+00:00,18.470489501953125,17.742349514961244,True,True
2016-04-15 00:00:00+00:00,18.239839553833008,17.7392249250412,True,True
2016-04-18 00:00:00+00:00,18.282278060913086,17.734089789390563,True,True
2016-04-19 00:00:00+00:00,17.892940521240234,17.72934733867645,True,True
2016-04-20 00:00:00+00:00,18.05070686340332,17.722937960624694,True,True
2016-04-21 00:00:00+00:00,18.227842330932617,17.717994236946105,True,True
2016-04-22 00:00:00+00:00,18.18448257446289,17.71446861743927,True,True
2016-04-25 00:00:00+00:00,18.101451873779297,17.711628613471984,True,True
2016-04-26 00:00:00+00:00,18.056241989135742,17.707606406211852,True,True
2016-04-27 00:00:00+00:00,17.96306037902832,17.70236548900604,True,True
2016-04-28 00:00:00+00:00,18.078386306762695,17.695440373420716,True,True
2016-04-29 00:00:00+00:00,17.418720245361328,17.688527874946594,False,True
2016-05-02 00:00:00+00:00,17.529436111450195,17.678993849754335,False,False
2016-05-03 00:00:00+00:00,17.271106719970703,17.66805965900421,False,False
2016-05-04 00:00:00+00:00,16.800579071044922,17.65550893306732,False,False
2016-05-05 00:00:00+00:00,16.75444984436035,17.640470213890076,False,False
2016-05-06 00:00:00+00:00,16.551481246948242,17.625561814308167,False,False
2016-05-09 00:00:00+00:00,16.883615493774414,17.610631251335143,False,False
