asset,start,end,risk_on_days,risk_on_fraction,trades,final,buy_hold,dca,momentum,random,double_cost,delay_2d,best_excluded,top_block_pct,sharpe,max_drawdown,test_final,test_buy_hold,test_trades
BTC,2018-01-01,2026-07-27,1880,0.6006389776357828,57,115614.75341236306,46344.780518358595,39941.66037721917,84689.48713366143,36782.41020409706,97442.52090795632,40638.391951813224,65004.62196633051,0.5758042433074742,0.8352776143312746,-0.6751204699257786,12444.846645589963,15032.99363290963,24
ETH,2018-01-01,2026-07-27,1880,0.6006389776357828,57,99209.93347584557,25741.27110993787,34753.85778180409,127304.60327323966,59668.147897923016,83616.19716920391,22049.852409746603,4412.501628396479,0.9112584268256249,0.7343882201580987,-0.8744758085786235,8791.20819140343,8268.923793334221,24
SOL,2020-08-11,2026-07-27,1146,0.5264124942581534,45,590929.9535194759,259570.99438561453,40615.94868993892,904985.4845900396,21857.062110155017,516304.5371498808,164932.77192234562,243098.650975746,1.1019647565293853,1.1832887946610815,-0.7946511490055234,7376.47851178249,7272.683189136861,24
XRP,2018-05-04,2026-07-27,1757,0.5843032923179249,57,89110.7128343392,21258.129805292065,22385.074054116783,37077.29762569797,23741.104499533656,75104.36377883996,28557.66962998018,22238.5034756855,1.7338460927934645,0.6227360281055405,-0.810843868744413,22567.770259306148,17268.992530700296,24
