entry_time,exit_time,entry_price,exit_price,gross_return,partition
2018-01-02 00:00:00+00:00,2018-01-05 19:00:00+00:00,13402.233240000001,16568.120485,0.23622087366388778,development
2018-01-06 22:00:00+00:00,2018-01-20 16:00:00+00:00,16816.176485000004,12869.666500000001,-0.23468533340621645,development
2018-01-21 06:00:00+00:00,2018-01-24 12:00:00+00:00,11980.383660000001,11299.40543,-0.05684110370134843,development
2018-02-04 13:00:00+00:00,2018-02-04 17:00:00+00:00,8759.048895,8469.227075,-0.033088275162551084,development
2018-02-07 08:00:00+00:00,2018-02-10 01:00:00+00:00,7681.474955000001,8767.189460000001,0.14134193125153538,development
2018-02-10 11:00:00+00:00,2018-02-12 14:00:00+00:00,8493.7215,8516.795615,0.002716608379495611,development
2018-02-12 15:00:00+00:00,2018-02-12 19:00:00+00:00,8542.35434,8779.57086,0.02776945448039103,development
2018-02-13 21:00:00+00:00,2018-02-13 23:00:00+00:00,8714.67243,8527.09015,-0.02152488019564036,development
2018-02-14 00:00:00+00:00,2018-02-14 01:00:00+00:00,8547.972755,8648.98703,0.01181733703361565,development
2018-02-14 15:00:00+00:00,2018-02-20 19:00:00+00:00,9171.086025,11650.498000000001,0.2703509669674047,development
2018-02-20 21:00:00+00:00,2018-02-27 06:00:00+00:00,11741.56597,10290.541000000001,-0.12358019140780752,development
2018-03-07 09:00:00+00:00,2018-03-12 22:00:00+00:00,10545.805015,9061.84681,-0.14071549804773253,development
2018-03-13 03:00:00+00:00,2018-03-13 04:00:00+00:00,9122.282930000001,9351.262035,0.025101074671447288,development
2018-03-13 09:00:00+00:00,2018-03-13 10:00:00+00:00,9178.68741,8866.540210000001,-0.03400782552632975,development
2018-03-13 11:00:00+00:00,2018-03-22 23:00:00+00:00,8893.109685000001,8709.81565,-0.020610792117987997,development
2018-03-23 02:00:00+00:00,2018-03-23 07:00:00+00:00,8592.87,8386.052025,-0.024068556256524265,development
2018-03-24 00:00:00+00:00,2018-03-24 02:00:00+00:00,8911.387060000001,8883.73438,-0.0031030724862265435,development
2018-03-24 04:00:00+00:00,2018-03-24 05:00:00+00:00,8899.278925,8831.7325,-0.007590100902472918,development
2018-03-24 22:00:00+00:00,2018-03-28 09:00:00+00:00,8676.35504,8066.8815,-0.07024534348700417,development
2018-03-31 08:00:00+00:00,2018-04-05 06:00:00+00:00,6820.215,6738.766665000001,-0.011942194637558967,development
2018-04-05 19:00:00+00:00,2018-04-07 22:00:00+00:00,6718.773065,6913.604015,0.02899799533562608,development
2018-04-14 01:00:00+00:00,2018-04-14 02:00:00+00:00,7922.075315,8021.539615000001,0.012555333803968116,development
