asset,n_blocks,primary_final,bh_final,dca_final,momentum_control_final,random_control_final,top_block_pct_of_pnl,verdict
BTC,297,4.161252049566873,4.634478051835859,3.9930056823288824,4.41059096821479,1.0325205293863529,38.762815625671514,REJECTED
ETH,357,15.346520574330645,2.574127110993787,3.4749053983914036,19.734160484034746,1.4258211601091568,47.75627769846093,REJECTED
