date,copper,sma12_prior,change3_prior,risk_on_signal,risk_on_actionable
2004-06-01 00:00:00+00:00,2689.045454545455,2246.177819402343,-23.25697368421106,False,True
2004-07-01 00:00:00+00:00,2816.795454545455,2329.839345376369,-311.23715415019706,False,False
2004-08-01 00:00:00+00:00,2844.202380952381,2421.8367926754468,-110.17954545454495,False,False
2004-09-01 00:00:00+00:00,2903.170454545455,2512.459907754812,115.74185463659205,True,False
2004-10-01 00:00:00+00:00,3009.404761904762,2605.251574421479,214.125,True,True
2004-11-01 00:00:00+00:00,3130.309090909091,2695.5700871889044,192.60930735930697,True,True
2004-12-01 00:00:00+00:00,3139.785714285714,2785.3229280979954,286.1067099567099,True,True
2005-01-01 00:00:00+00:00,3168.1,2863.4687614313284,236.61525974025926,True,True
2005-02-01 00:00:00+00:00,3247.1,2925.6874122249797,158.69523809523798,True,True
2005-03-01 00:00:00+00:00,3378.904761904762,2966.96928722498,116.79090909090883,True,True
2005-04-01 00:00:00+00:00,3389.809523809524,2998.521133325739,239.1190476190477,True,True
2005-05-01 00:00:00+00:00,3241.9,3037.090676976532,221.70952380952394,True,True
2005-06-01 00:00:00+00:00,3529.727272727273,3079.87729978355,-5.199999999999818,False,True
2005-07-01 00:00:00+00:00,3608.47619047619,3149.934117965368,150.82251082251105,True,False
2005-08-01 00:00:00+00:00,3791.909090909091,3215.907512626263,218.66666666666606,True,True
2005-09-01 00:00:00+00:00,3850.659090909091,3294.8830717893215,550.0090909090909,True,True
2005-10-01 00:00:00+00:00,4056.166666666667,3373.840458152958,320.931818181818,True,True
2005-11-01 00:00:00+00:00,4278.159090909091,3461.0706168831166,447.69047619047706,True,True
2005-12-01 00:00:00+00:00,4577.025,3556.7247835497838,486.25,True,True
2006-01-01 00:00:00+00:00,4743.857142857143,3676.494724025974,726.3659090909086,True,True
2006-02-01 00:00:00+00:00,4974.975,3807.807819264069,687.6904761904761,True,True
2006-03-01 00:00:00+00:00,5123.673913043478,3951.797402597402,696.8159090909094,True,True
2006-04-01 00:00:00+00:00,6404.444444444444,4097.194831858962,546.6489130434784,True,True
2006-05-01 00:00:00+00:00,8059.190476190476,4348.414408578539,1660.5873015873012,True,True
2006-06-01 00:00:00+00:00,7222.772727272727,4749.855281594412,3084.215476190476,True,True
2006-07-01 00:00:00+00:00,7726.738095238095,5057.6090694732,2099.098814229249,True,True
2006-08-01 00:00:00+00:00,7690.25,5400.797561536692,1322.293650793651,True,True
2006-09-01 00:00:00+00:00,7622.642857142857,5725.659303960935,-368.94047619047615,False,True
2006-10-01 00:00:00+00:00,7497.409090909091,6039.991284480414,399.87012987012986,True,False
2006-11-01 00:00:00+00:00,7029.295454545455,6326.761486500617,-229.32900432900442,False,True
2006-12-01 00:00:00+00:00,6680.973684210526,6556.022850136981,-660.954545454545,False,False
2007-01-01 00:00:00+00:00,5689.340909090909,6731.351907154524,-941.6691729323311,False,False
2007-02-01 00:00:00+00:00,5718.15,6810.142221007339,-1808.068181818182,False,False
2007-03-01 00:00:00+00:00,6465.295454545455,6872.0734710073375,-1311.1454545454553,False,False
2007-04-01 00:00:00+00:00,7753.342105263158,6983.8752661325025,-215.67822966507083,False,False
2007-05-01 00:00:00+00:00,7677.952380952381,7096.283404534063,2064.0011961722494,True,False
2007-06-01 00:00:00+00:00,7514.238095238095,7064.5135632642205,1959.802380952381,True,True
2007-07-01 00:00:00+00:00,7980.931818181818,7088.802343928001,1048.9426406926405,True,True
2007-08-01 00:00:00+00:00,7500.204545454545,7109.985154173312,227.58971291865964,True,True
2007-09-01 00:00:00+00:00,7671.35,7094.148032961191,-177.7478354978357,False,True
2007-10-01 00:00:00+00:00,8020.586956521739,7098.206961532621,157.11190476190495,True,False
2007-11-01 00:00:00+00:00,6957.431818181818,7141.805117000339,39.655138339920995,False,True
2007-12-01 00:00:00+00:00,6630.736111111111,7135.816480636703,-542.772727272727,False,False
2008-01-01 00:00:00+00:00,7078.909090909091,7131.630016211752,-1040.613888888889,False,False
2008-02-01 00:00:00+00:00,7941.142857142857,7247.4273646966,-941.677865612648,False,False
2008-03-01 00:00:00+00:00,8434.315789473683,7432.676769458506,983.7110389610389,True,False
2008-04-01 00:00:00+00:00,8714.181818181818,7596.761797369191,1803.579678362572,True,True
2008-05-01 00:00:00+00:00,8356.125,7676.831773445746,1635.272727272727,True,True
2008-06-01 00:00:00+00:00,8292.0,7733.346158366381,414.9821428571431,True,True
2008-07-01 00:00:00+00:00,8407.021739130436,7798.159650429873,-142.31578947368325,False,True
2008-08-01 00:00:00+00:00,7633.8,7833.667143842257,-307.1600790513821,False,False
2008-09-01 00:00:00+00:00,6975.113636363636,7844.800098387713,-722.3249999999998,False,False
2008-10-01 00:00:00+00:00,4894.891304347826,7786.780401418016,-1316.886363636364,False,False
2008-11-01 00:00:00+00:00,3729.1875,7526.305763736857,-3512.13043478261,False,False
2008-12-01 00:00:00+00:00,3105.095238095238,7257.285403888372,-3904.6125,False,False
2009-01-01 00:00:00+00:00,3260.357142857143,6963.481997803716,-3870.018398268398,False,False
2009-02-01 00:00:00+00:00,3328.4125,6645.269335466054,-1634.534161490683,False,False
2009-03-01 00:00:00+00:00,3770.875,6260.875139037482,-400.7750000000001,False,False
2009-04-01 00:00:00+00:00,4436.925,5872.255073248009,665.7797619047619,False,False
2009-05-01 00:00:00+00:00,4591.460526315789,5515.81700506619,1176.567857142857,False,False
2009-06-01 00:00:00+00:00,5015.431818181818,5202.094965592506,1263.0480263157892,False,False
2009-07-01 00:00:00+00:00,5228.413043478261,4929.047617107658,1244.556818181818,True,False
2009-08-01 00:00:00+00:00,6176.875,4664.163559136642,791.4880434782608,True,True
2009-09-01 00:00:00+00:00,6195.75,4542.753142469976,1585.4144736842109,True,True
2009-10-01 00:00:00+00:00,6305.988636363636,4477.806172773006,1180.318181818182,True,True
2009-11-01 00:00:00+00:00,6682.440476190476,4595.397617107657,1077.575592885375,True,True
2009-12-01 00:00:00+00:00,6976.97619047619,4841.502031790197,505.56547619047615,True,True
2010-01-01 00:00:00+00:00,7367.375,5164.158777821943,781.2261904761899,True,True
2010-02-01 00:00:00+00:00,6867.675,5506.41026591718,1061.386363636364,True,True
2010-03-01 00:00:00+00:00,7466.934782608696,5801.348807583848,185.23452380952403,True,True
2010-04-01 00:00:00+00:00,7729.8375,6109.353789467906,489.95859213250606,True,True
2010-05-01 00:00:00+00:00,6843.157894736842,6383.763164467906,362.46249999999964,True,True
2010-06-01 00:00:00+00:00,6501.5,6571.404611836327,-24.517105263158555,False,True
2010-07-01 00:00:00+00:00,6750.568181818182,6695.243626987842,-965.434782608696,False,False
2010-08-01 00:00:00+00:00,7302.666666666667,6822.089888516169,-979.2693181818177,False,False
