asset,partition,n_trades,strategy_final,bh_final,strategy_beats_bh
BTC,development,14,1.3502209810271033,3.6564933168651654,False
BTC,validation,13,1.60988138923673,1.4582993764814989,True
BTC,test,13,0.8748824721705796,1.5010127078770379,False
ETH,development,6,1.496445944107545,0.578816458667028,True
ETH,validation,6,0.8824558033055788,2.879313954559539,False
ETH,test,9,0.972829287415644,0.5496715093144972,True
