check,n_trades,final_capital,total_return,sharpe,max_drawdown,win_rate,top_trade_pct_of_pnl
baseline_30bps,314,77485.86780960276,6.7485867809602755,1.429177337070289,-0.22122419132942725,0.5923566878980892,0.08867809781235161
doubled_cost_60bps,314,70025.4450697882,6.00254450697882,1.429177337070289,-0.22738154203268937,0.5923566878980892,0.09210091590000644
delayed_1d,314,95195.44278949848,8.519544278949848,1.5898782340786592,-0.17658538777589616,0.6178343949044586,0.07208919401996942
first_half_2020_2023,141,33460.58475309617,2.3460584753096168,1.467267492487187,-0.22122419132942725,0.5957446808510638,0.25209675161845463
second_half_2023_2026,173,27772.25409553219,1.777225409553219,1.6211876160174155,-0.16536047341229013,0.5895953757225434,0.12069112083590805
