entry_time,exit_time,asset,pnl,capital,strategy,entry_open,exit_open
2021-06-21 00:00:00+00:00,2021-06-28 00:00:00+00:00,XRP,-3873.626383096813,19962.416408280307,taker_flow_cross_sectional_top1,0.7741,0.6483
2021-06-28 00:00:00+00:00,2021-07-05 00:00:00+00:00,SOL,1497.2954965619465,21429.768280229833,taker_flow_cross_sectional_top1,31.883,34.278
2021-07-05 00:00:00+00:00,2021-07-12 00:00:00+00:00,ETH,-1678.0444845439997,19719.57914326549,taker_flow_cross_sectional_top1,2322.69,2140.54
2021-07-12 00:00:00+00:00,2021-07-19 00:00:00+00:00,SOL,-3362.34913627517,16327.650638275423,taker_flow_cross_sectional_top1,32.173,26.679
2021-07-19 00:00:00+00:00,2021-07-26 00:00:00+00:00,ETH,2569.773989600806,18872.933151918816,taker_flow_cross_sectional_top1,1891.65,2189.82
2021-07-26 00:00:00+00:00,2021-08-02 00:00:00+00:00,XRP,3642.2382042049685,22486.861956395907,taker_flow_cross_sectional_top1,0.6069,0.7242
2021-08-02 00:00:00+00:00,2021-08-09 00:00:00+00:00,ETH,4009.494072903126,26462.62573636444,taker_flow_cross_sectional_top1,2555.5,3011.84
2021-08-09 00:00:00+00:00,2021-08-16 00:00:00+00:00,SOL,11131.132822778196,37554.06462053809,taker_flow_cross_sectional_top1,37.653,53.515
2021-08-16 00:00:00+00:00,2021-08-23 00:00:00+00:00,XRP,-1694.0867303078558,35803.64679329943,taker_flow_cross_sectional_top1,1.2838,1.2258
2021-08-23 00:00:00+00:00,2021-08-30 00:00:00+00:00,BTC,-342.2435883608123,35407.69773474867,taker_flow_cross_sectional_top1,49239.22,48767.84
2021-08-30 00:00:00+00:00,2021-09-06 00:00:00+00:00,SOL,17915.541658537593,53270.12784668414,taker_flow_cross_sectional_top1,94.23,141.98
2021-09-06 00:00:00+00:00,2021-09-13 00:00:00+00:00,BTC,-5890.380944138022,47299.8417107761,taker_flow_cross_sectional_top1,51756.88,46025.23
2021-09-13 00:00:00+00:00,2021-09-20 00:00:00+00:00,SOL,-5833.503778583901,41395.388169626036,taker_flow_cross_sectional_top1,174.31,152.78
2021-09-20 00:00:00+00:00,2021-09-27 00:00:00+00:00,SOL,-4627.786555420957,36767.60161420508,taker_flow_cross_sectional_top1,152.78,135.7
2021-09-27 00:00:00+00:00,2021-10-04 00:00:00+00:00,SOL,10103.639382414949,46871.24099662003,taker_flow_cross_sectional_top1,135.7,172.99
2021-10-04 00:00:00+00:00,2021-10-11 00:00:00+00:00,SOL,-6890.199771917723,39981.041224702305,taker_flow_cross_sectional_top1,172.99,147.56
2021-10-11 00:00:00+00:00,2021-10-18 00:00:00+00:00,BTC,5017.108854438033,44938.178517303284,taker_flow_cross_sectional_top1,54659.01,61528.32
2021-10-18 00:00:00+00:00,2021-10-25 00:00:00+00:00,BTC,-493.80029384109366,44444.37822346219,taker_flow_cross_sectional_top1,61528.32,60852.22
2021-10-25 00:00:00+00:00,2021-11-01 00:00:00+00:00,SOL,83.4208777112508,44461.13253383825,taker_flow_cross_sectional_top1,202.15,202.53
2021-11-01 00:00:00+00:00,2021-11-08 00:00:00+00:00,ETH,3366.3309589500277,47760.77179398752,taker_flow_cross_sectional_top1,4287.48,4612.59
2021-11-08 00:00:00+00:00,2021-11-15 00:00:00+00:00,SOL,-2099.605583258155,45589.525053038386,taker_flow_cross_sectional_top1,249.62,238.63
2021-11-15 00:00:00+00:00,2021-11-22 00:00:00+00:00,ETH,-3609.0250584178793,41912.11570704095,taker_flow_cross_sectional_top1,4626.5,4259.7
2021-11-22 00:00:00+00:00,2021-11-29 00:00:00+00:00,XRP,-3499.6438198464384,38349.60371363396,taker_flow_cross_sectional_top1,1.0571,0.9687
2021-11-29 00:00:00+00:00,2021-12-06 00:00:00+00:00,ETH,-876.7082191507143,37415.3710889128,taker_flow_cross_sectional_top1,4294.77,4196.44
2021-12-06 00:00:00+00:00,2021-12-13 00:00:00+00:00,SOL,-4498.548569615406,32860.69946266402,taker_flow_cross_sectional_top1,196.49,172.83
2021-12-13 00:00:00+00:00,2021-12-20 00:00:00+00:00,ETH,-1635.4858440670578,31175.922569402974,taker_flow_cross_sectional_top1,4130.0,3924.14
2021-12-20 00:00:00+00:00,2021-12-27 00:00:00+00:00,ETH,1107.722681619889,32283.645251022863,taker_flow_cross_sectional_top1,3924.14,4063.57
2021-12-27 00:00:00+00:00,2022-01-03 00:00:00+00:00,SOL,-3504.572037075952,28730.64774607038,taker_flow_cross_sectional_top1,197.85,176.34
2022-01-03 00:00:00+00:00,2022-01-10 00:00:00+00:00,SOL,-5787.187296928776,22943.460449141603,taker_flow_cross_sectional_top1,176.34,140.82
2022-01-10 00:00:00+00:00,2022-01-17 00:00:00+00:00,SOL,1166.5614033223537,24110.021852463957,taker_flow_cross_sectional_top1,140.82,147.98
2022-01-17 00:00:00+00:00,2022-01-24 00:00:00+00:00,SOL,-7859.625991099212,16250.395861364745,taker_flow_cross_sectional_top1,147.98,99.74
2022-01-24 00:00:00+00:00,2022-01-31 00:00:00+00:00,ETH,400.50598273682044,16626.52625030952,taker_flow_cross_sectional_top1,2539.0,2601.67
2022-01-31 00:00:00+00:00,2022-02-07 00:00:00+00:00,ETH,2897.1019172503875,19523.628167559906,taker_flow_cross_sectional_top1,2601.67,3055.0
2022-02-07 00:00:00+00:00,2022-02-14 00:00:00+00:00,SOL,-3790.284751641204,15704.057973667364,taker_flow_cross_sectional_top1,115.26,92.85
2022-02-14 00:00:00+00:00,2022-02-21 00:00:00+00:00,ETH,-1360.7128336037313,14319.789053103133,taker_flow_cross_sectional_top1,2871.14,2621.99
2022-02-21 00:00:00+00:00,2022-02-28 00:00:00+00:00,SOL,-802.4078797229831,13495.901489800497,taker_flow_cross_sectional_top1,90.7,85.61
2022-02-28 00:00:00+00:00,2022-03-07 00:00:00+00:00,ETH,-337.25320667083906,13138.404430894958,taker_flow_cross_sectional_top1,2616.79,2551.3
2022-03-07 00:00:00+00:00,2022-03-14 00:00:00+00:00,SOL,-908.9094749361193,12209.787349312497,taker_flow_cross_sectional_top1,84.58,78.72
2022-03-14 00:00:00+00:00,2022-03-21 00:00:00+00:00,ETH,1675.4878821491748,13866.960550437703,taker_flow_cross_sectional_top1,2515.66,2861.39
2022-03-21 00:00:00+00:00,2022-03-28 00:00:00+00:00,ETH,2104.5248248694097,15971.485375307113,taker_flow_cross_sectional_top1,2861.39,3295.65
2022-03-28 00:00:00+00:00,2022-04-04 00:00:00+00:00,ETH,1096.4600507223859,17067.9454260295,taker_flow_cross_sectional_top1,3295.65,3521.9
2022-04-04 00:00:00+00:00,2022-04-11 00:00:00+00:00,SOL,-3216.7578980561684,13825.585609834287,taker_flow_cross_sectional_top1,136.9,111.06
2022-04-11 00:00:00+00:00,2022-04-18 00:00:00+00:00,ETH,-926.5035745224086,12878.343656897126,taker_flow_cross_sectional_top1,3203.04,2988.07
2022-04-18 00:00:00+00:00,2022-04-25 00:00:00+00:00,SOL,-119.40982837257252,12739.616313039209,taker_flow_cross_sectional_top1,100.15,99.22
2022-04-25 00:00:00+00:00,2022-05-02 00:00:00+00:00,SOL,-1226.1976999548915,11513.418613084317,taker_flow_cross_sectional_top1,99.22,89.67
2022-05-02 00:00:00+00:00,2022-05-09 00:00:00+00:00,SOL,-1833.5186550110848,9679.899958073232,taker_flow_cross_sectional_top1,89.67,75.39
2022-05-09 00:00:00+00:00,2022-05-16 00:00:00+00:00,SOL,-2126.265331021259,7553.634627051973,taker_flow_cross_sectional_top1,75.39,58.83
2022-05-16 00:00:00+00:00,2022-05-23 00:00:00+00:00,SOL,-815.3251722213163,6738.309454830657,taker_flow_cross_sectional_top1,58.83,52.48
2022-05-23 00:00:00+00:00,2022-05-30 00:00:00+00:00,BTC,-183.41466590624532,6544.787324742167,taker_flow_cross_sectional_top1,30293.93,29468.1
2022-05-30 00:00:00+00:00,2022-06-06 00:00:00+00:00,XRP,105.80907711554028,6640.779220870594,taker_flow_cross_sectional_top1,0.3891,0.3954
2022-06-06 00:00:00+00:00,2022-06-13 00:00:00+00:00,XRP,-875.0242726539154,5765.754948216679,taker_flow_cross_sectional_top1,0.3954,0.3433
2022-06-13 00:00:00+00:00,2022-06-20 00:00:00+00:00,XRP,-287.19606645646763,5478.558881760211,taker_flow_cross_sectional_top1,0.3433,0.3262
2022-06-20 00:00:00+00:00,2022-06-27 00:00:00+00:00,XRP,552.5585138256001,6031.117395585811,taker_flow_cross_sectional_top1,0.3262,0.3591
2022-06-27 00:00:00+00:00,2022-07-04 00:00:00+00:00,XRP,-629.8159352115508,5401.30146037426,taker_flow_cross_sectional_top1,0.3591,0.3216
2022-07-04 00:00:00+00:00,2022-07-11 00:00:00+00:00,XRP,67.18036642256538,5468.481826796826,taker_flow_cross_sectional_top1,0.3216,0.3256
2022-07-11 00:00:00+00:00,2022-07-18 00:00:00+00:00,XRP,298.95263058041564,5767.434457377241,taker_flow_cross_sectional_top1,0.3256,0.3434
2022-07-18 00:00:00+00:00,2022-07-25 00:00:00+00:00,XRP,253.6058832451845,6021.040340622426,taker_flow_cross_sectional_top1,0.3434,0.3585
2022-07-25 00:00:00+00:00,2022-08-01 00:00:00+00:00,XRP,345.97888707621223,6367.019227698638,taker_flow_cross_sectional_top1,0.3585,0.3791
2022-08-01 00:00:00+00:00,2022-08-08 00:00:00+00:00,ETH,83.64891001285014,6441.11760886994,taker_flow_cross_sectional_top1,1678.12,1700.2
2022-08-08 00:00:00+00:00,2022-08-15 00:00:00+00:00,XRP,57.00726451009086,6488.463196966727,taker_flow_cross_sectional_top1,0.3723,0.3756
2022-08-15 00:00:00+00:00,2022-08-22 00:00:00+00:00,ETH,-1061.8339747347754,5416.896527436502,taker_flow_cross_sectional_top1,1935.32,1618.13
2022-08-22 00:00:00+00:00,2022-08-29 00:00:00+00:00,XRP,-352.9505557120665,5055.820626933281,taker_flow_cross_sectional_top1,0.3448,0.3223
2022-08-29 00:00:00+00:00,2022-09-05 00:00:00+00:00,XRP,149.02356796731692,5204.844194900598,taker_flow_cross_sectional_top1,0.3223,0.3318
2022-09-05 00:00:00+00:00,2022-09-12 00:00:00+00:00,XRP,365.4999088040513,5570.34410370465,taker_flow_cross_sectional_top1,0.3318,0.3551
2022-09-12 00:00:00+00:00,2022-09-19 00:00:00+00:00,SOL,-618.3519750090309,4943.636612540062,taker_flow_cross_sectional_top1,34.99,31.1
2022-09-19 00:00:00+00:00,2022-09-26 00:00:00+00:00,ETH,-147.5491843279642,4788.671973293288,taker_flow_cross_sectional_top1,1334.51,1294.62
2022-09-26 00:00:00+00:00,2022-10-03 00:00:00+00:00,ETH,-66.21033841741155,4722.461634875876,taker_flow_cross_sectional_top1,1294.62,1276.72
2022-10-03 00:00:00+00:00,2022-10-10 00:00:00+00:00,BTC,94.5711168875805,4809.949059311143,taker_flow_cross_sectional_top1,19057.74,19439.96
2022-10-10 00:00:00+00:00,2022-10-17 00:00:00+00:00,ETH,-62.32414434738075,4740.409991374796,taker_flow_cross_sectional_top1,1323.13,1305.96
2022-10-17 00:00:00+00:00,2022-10-24 00:00:00+00:00,BTC,75.5392412954343,4808.838617683168,taker_flow_cross_sectional_top1,19262.98,19570.4
2022-10-24 00:00:00+00:00,2022-10-31 00:00:00+00:00,ETH,796.3815552808173,5598.006915037461,taker_flow_cross_sectional_top1,1364.19,1590.45
2022-10-31 00:00:00+00:00,2022-11-07 00:00:00+00:00,SOL,-54.31749679601489,5535.29240786889,taker_flow_cross_sectional_top1,32.93,32.61
2022-11-07 00:00:00+00:00,2022-11-14 00:00:00+00:00,ETH,-1222.052350368178,4304.937118888909,taker_flow_cross_sectional_top1,1568.25,1221.5
2022-11-14 00:00:00+00:00,2022-11-21 00:00:00+00:00,ETH,-279.4420500668866,4025.4950688220224,taker_flow_cross_sectional_top1,1221.5,1142.21
2022-11-21 00:00:00+00:00,2022-11-28 00:00:00+00:00,BTC,36.8552056543308,4056.3120318731203,taker_flow_cross_sectional_top1,16279.5,16428.77
2022-11-28 00:00:00+00:00,2022-12-05 00:00:00+00:00,ETH,290.1258595992399,4340.353423424551,taker_flow_cross_sectional_top1,1193.88,1279.4
2022-12-05 00:00:00+00:00,2022-12-12 00:00:00+00:00,XRP,-96.80213907989219,4237.040754209522,taker_flow_cross_sectional_top1,0.3895,0.3808
2022-12-12 00:00:00+00:00,2022-12-19 00:00:00+00:00,XRP,-343.81449397340975,3893.226260236112,taker_flow_cross_sectional_top1,0.3808,0.3499
2022-12-19 00:00:00+00:00,2022-12-26 00:00:00+00:00,BTC,21.623427304196866,3909.009848149955,taker_flow_cross_sectional_top1,16739.0,16832.11
2022-12-26 00:00:00+00:00,2023-01-02 00:00:00+00:00,ETH,-58.265955260596,3844.880378117134,taker_flow_cross_sectional_top1,1218.52,1200.33
2023-01-02 00:00:00+00:00,2023-01-09 00:00:00+00:00,BTC,117.97926325412072,3957.0923208040795,taker_flow_cross_sectional_top1,16617.17,17127.83
2023-01-09 00:00:00+00:00,2023-01-16 00:00:00+00:00,ETH,803.5228297027875,4754.679512025661,taker_flow_cross_sectional_top1,1290.15,1552.52
2023-01-16 00:00:00+00:00,2023-01-23 00:00:00+00:00,ETH,229.41607338123958,4984.095585406901,taker_flow_cross_sectional_top1,1552.52,1627.43
2023-01-23 00:00:00+00:00,2023-01-30 00:00:00+00:00,ETH,52.982219590114255,5037.077804997015,taker_flow_cross_sectional_top1,1627.43,1644.73
2023-01-30 00:00:00+00:00,2023-02-06 00:00:00+00:00,ETH,-48.143381037953986,4988.934423959061,taker_flow_cross_sectional_top1,1644.73,1629.01
2023-02-06 00:00:00+00:00,2023-02-13 00:00:00+00:00,BTC,-249.91850834558954,4731.532513977533,taker_flow_cross_sectional_top1,22932.91,21782.37
2023-02-13 00:00:00+00:00,2023-02-20 00:00:00+00:00,BTC,540.9043356786251,5272.436849656158,taker_flow_cross_sectional_top1,21782.37,24272.51
2023-02-20 00:00:00+00:00,2023-02-27 00:00:00+00:00,XRP,-113.14237186268201,5151.385822518992,taker_flow_cross_sectional_top1,0.3862,0.3779
2023-02-27 00:00:00+00:00,2023-03-06 00:00:00+00:00,XRP,-151.3108828525028,5000.07493966649,taker_flow_cross_sectional_top1,0.3779,0.3668
2023-03-06 00:00:00+00:00,2023-03-13 00:00:00+00:00,XRP,61.342249805068604,5061.417189471558,taker_flow_cross_sectional_top1,0.3668,0.3713
2023-03-13 00:00:00+00:00,2023-03-20 00:00:00+00:00,XRP,197.65836048299843,5259.075549954557,taker_flow_cross_sectional_top1,0.3713,0.3858
2023-03-20 00:00:00+00:00,2023-03-27 00:00:00+00:00,ETH,-20.023676088053435,5231.163260541572,taker_flow_cross_sectional_top1,1780.67,1773.88
2023-03-27 00:00:00+00:00,2023-04-03 00:00:00+00:00,ETH,60.83776696561927,5292.001027507191,taker_flow_cross_sectional_top1,1773.88,1794.51
2023-04-03 00:00:00+00:00,2023-04-10 00:00:00+00:00,ETH,189.91527836092519,5481.916305868116,taker_flow_cross_sectional_top1,1794.51,1858.91
2023-04-10 00:00:00+00:00,2023-04-17 00:00:00+00:00,ETH,766.0014527057474,6247.9177585738635,taker_flow_cross_sectional_top1,1858.91,2118.66
2023-04-17 00:00:00+00:00,2023-04-24 00:00:00+00:00,XRP,-670.8113851544094,5567.734496781593,taker_flow_cross_sectional_top1,0.5208,0.4648
2023-04-24 00:00:00+00:00,2023-05-01 00:00:00+00:00,XRP,68.27901598893095,5636.013512770524,taker_flow_cross_sectional_top1,0.4648,0.4705
2023-05-01 00:00:00+00:00,2023-05-08 00:00:00+00:00,XRP,-256.3457793268626,5379.667733443662,taker_flow_cross_sectional_top1,0.4705,0.4491
2023-05-08 00:00:00+00:00,2023-05-15 00:00:00+00:00,XRP,-285.0948386906239,5094.572894753038,taker_flow_cross_sectional_top1,0.4491,0.4253
2023-05-15 00:00:00+00:00,2023-05-22 00:00:00+00:00,XRP,384.5186689902948,5479.091563743333,taker_flow_cross_sectional_top1,0.4253,0.4574
2023-05-22 00:00:00+00:00,2023-05-29 00:00:00+00:00,XRP,294.6778584785434,5773.769422221876,taker_flow_cross_sectional_top1,0.4574,0.482
2023-05-29 00:00:00+00:00,2023-06-05 00:00:00+00:00,XRP,645.6559582111186,6419.425380432995,taker_flow_cross_sectional_top1,0.482,0.5359
2023-06-05 00:00:00+00:00,2023-06-12 00:00:00+00:00,XRP,-179.68162102350288,6239.743759409492,taker_flow_cross_sectional_top1,0.5359,0.5209
2023-06-12 00:00:00+00:00,2023-06-19 00:00:00+00:00,XRP,-408.47621846009497,5831.267540949397,taker_flow_cross_sectional_top1,0.5209,0.4868
2023-06-19 00:00:00+00:00,2023-06-26 00:00:00+00:00,XRP,41.92571157215116,5873.193252521548,taker_flow_cross_sectional_top1,0.4868,0.4903
2023-06-26 00:00:00+00:00,2023-07-03 00:00:00+00:00,XRP,-70.6747709359106,5802.518481585637,taker_flow_cross_sectional_top1,0.4903,0.4844
2023-07-03 00:00:00+00:00,2023-07-10 00:00:00+00:00,XRP,-195.25402817887243,5607.264453406765,taker_flow_cross_sectional_top1,0.4844,0.4681
2023-07-10 00:00:00+00:00,2023-07-17 00:00:00+00:00,XRP,3338.484518616674,8945.748972023439,taker_flow_cross_sectional_top1,0.4681,0.7468
2023-07-17 00:00:00+00:00,2023-07-24 00:00:00+00:00,XRP,-100.62170777316351,8845.127264250275,taker_flow_cross_sectional_top1,0.7468,0.7384
2023-07-24 00:00:00+00:00,2023-07-31 00:00:00+00:00,SOL,-181.9163320844309,8649.94324126947,taker_flow_cross_sectional_top1,24.76,24.25
2023-07-31 00:00:00+00:00,2023-08-07 00:00:00+00:00,ETH,-146.17699738697775,8490.791329020589,taker_flow_cross_sectional_top1,1861.79,1830.28
2023-08-07 00:00:00+00:00,2023-08-14 00:00:00+00:00,XRP,21.738602928275213,8499.793744955334,taker_flow_cross_sectional_top1,0.624,0.6256
2023-08-14 00:00:00+00:00,2023-08-21 00:00:00+00:00,XRP,-1183.3951969079444,7316.398548047389,taker_flow_cross_sectional_top1,0.6256,0.5385
2023-08-21 00:00:00+00:00,2023-08-28 00:00:00+00:00,XRP,-203.7994024525742,7112.599145594815,taker_flow_cross_sectional_top1,0.5385,0.5235
2023-08-28 00:00:00+00:00,2023-09-04 00:00:00+00:00,XRP,-255.42858440722466,6857.1705611875905,taker_flow_cross_sectional_top1,0.5235,0.5047
2023-09-04 00:00:00+00:00,2023-09-11 00:00:00+00:00,XRP,-105.97568927533848,6751.194871912252,taker_flow_cross_sectional_top1,0.5047,0.4969
2023-09-11 00:00:00+00:00,2023-09-18 00:00:00+00:00,XRP,-59.78115805275502,6691.413713859497,taker_flow_cross_sectional_top1,0.4969,0.4925
2023-09-18 00:00:00+00:00,2023-09-25 00:00:00+00:00,XRP,129.0729548866302,6820.486668746127,taker_flow_cross_sectional_top1,0.4925,0.502
2023-09-25 00:00:00+00:00,2023-10-02 00:00:00+00:00,XRP,298.9057902637742,7119.392459009901,taker_flow_cross_sectional_top1,0.502,0.524
2023-10-02 00:00:00+00:00,2023-10-09 00:00:00+00:00,BTC,-19.178297739139452,7089.535072582247,taker_flow_cross_sectional_top1,27992.58,27917.06
2023-10-09 00:00:00+00:00,2023-10-16 00:00:00+00:00,SOL,-390.3917701665632,6688.508999806811,taker_flow_cross_sectional_top1,23.21,21.93
2023-10-16 00:00:00+00:00,2023-10-23 00:00:00+00:00,XRP,482.3191701231217,7160.795406430222,taker_flow_cross_sectional_top1,0.4874,0.5226
2023-10-23 00:00:00+00:00,2023-10-30 00:00:00+00:00,SOL,927.5879003516375,8077.642113672215,taker_flow_cross_sectional_top1,29.06,32.83
2023-10-30 00:00:00+00:00,2023-11-06 00:00:00+00:00,SOL,2049.5509840660834,10127.193097738298,taker_flow_cross_sectional_top1,32.83,41.16
2023-11-06 00:00:00+00:00,2023-11-13 00:00:00+00:00,SOL,3717.732937483617,13844.926035221915,taker_flow_cross_sectional_top1,41.16,56.27
2023-11-13 00:00:00+00:00,2023-11-20 00:00:00+00:00,SOL,1188.3951084080654,15033.32114362998,taker_flow_cross_sectional_top1,56.27,61.1
2023-11-20 00:00:00+00:00,2023-11-27 00:00:00+00:00,SOL,-868.5372117350871,14164.783931894894,taker_flow_cross_sectional_top1,61.1,57.57
2023-11-27 00:00:00+00:00,2023-12-04 00:00:00+00:00,SOL,1333.561384590419,15498.345316485313,taker_flow_cross_sectional_top1,57.57,62.99
2023-12-04 00:00:00+00:00,2023-12-11 00:00:00+00:00,ETH,1125.0523684957952,16600.15016700638,taker_flow_cross_sectional_top1,2192.96,2352.39
2023-12-11 00:00:00+00:00,2023-12-18 00:00:00+00:00,SOL,-892.0707433931111,15683.17919836276,taker_flow_cross_sectional_top1,74.88,70.85
2023-12-18 00:00:00+00:00,2023-12-25 00:00:00+00:00,SOL,9208.472189864375,24891.651388227136,taker_flow_cross_sectional_top1,70.85,112.45
2023-12-25 00:00:00+00:00,2024-01-01 00:00:00+00:00,SOL,-2375.1660239722296,22516.485364254906,taker_flow_cross_sectional_top1,112.45,101.72
2024-01-01 00:00:00+00:00,2024-01-08 00:00:00+00:00,BTC,874.8958002642321,23357.606436472757,taker_flow_cross_sectional_top1,42283.58,43929.01
2024-01-08 00:00:00+00:00,2024-01-15 00:00:00+00:00,ETH,2639.960130566662,25962.53015738471,taker_flow_cross_sectional_top1,2221.42,2472.87
2024-01-15 00:00:00+00:00,2024-01-22 00:00:00+00:00,BTC,-94.43903433756714,25829.147327811068,taker_flow_cross_sectional_top1,41732.35,41580.32
2024-01-22 00:00:00+00:00,2024-01-29 00:00:00+00:00,SOL,1390.3258861383729,27180.729492957726,taker_flow_cross_sectional_top1,91.08,95.99
2024-01-29 00:00:00+00:00,2024-02-05 00:00:00+00:00,SOL,-144.4126684176299,27036.316824540096,taker_flow_cross_sectional_top1,95.99,95.48
2024-02-05 00:00:00+00:00,2024-02-12 00:00:00+00:00,ETH,2563.417871337111,29559.1802206404,taker_flow_cross_sectional_top1,2289.79,2507.22
2024-02-12 00:00:00+00:00,2024-02-19 00:00:00+00:00,BTC,2345.1038661909624,31859.9453165004,taker_flow_cross_sectional_top1,48300.0,52137.68
2024-02-19 00:00:00+00:00,2024-02-26 00:00:00+00:00,ETH,2554.9537551085814,34367.109153634236,taker_flow_cross_sectional_top1,2881.2,3112.6
2024-02-26 00:00:00+00:00,2024-03-04 00:00:00+00:00,ETH,4142.690790478562,38509.7999441128,taker_flow_cross_sectional_top1,3112.6,3487.8
2024-03-04 00:00:00+00:00,2024-03-11 00:00:00+00:00,BTC,3559.169692754622,42011.20493695125,taker_flow_cross_sectional_top1,63113.97,68955.88
2024-03-11 00:00:00+00:00,2024-03-18 00:00:00+00:00,BTC,-342.64694712896016,41668.55798982229,taker_flow_cross_sectional_top1,68955.88,68393.47
2024-03-18 00:00:00+00:00,2024-03-25 00:00:00+00:00,SOL,-3706.1029063562964,37899.95224648127,taker_flow_cross_sectional_top1,201.85,183.87
2024-03-25 00:00:00+00:00,2024-04-01 00:00:00+00:00,SOL,3829.7770856562856,41729.729332137555,taker_flow_cross_sectional_top1,183.87,202.45
2024-04-01 00:00:00+00:00,2024-04-08 00:00:00+00:00,SOL,-4728.476121902866,37001.25321023469,taker_flow_cross_sectional_top1,202.45,179.51
