strategy,final_capital,total_return_pct,sharpe,max_drawdown_pct,n_rebalances,top_block_pnl_share_pct,verdict
buy_hold_BTC,21795.770371619157,115.24836705624533,0.5265899142127598,-76.62925431645935,1,100.0,
buy_hold_ETH,25396.87299061677,156.9708400214018,0.6060316481545136,-79.30253453633334,1,100.0,
buy_hold_SOL,487862.3814786585,3901.9138483252805,1.1496800583875884,-96.26992725584275,1,100.0,
buy_hold_XRP,48548.96393431422,349.50581150509555,0.7380072274699865,-83.23958401465106,1,100.0,
equal_weight_4asset_buy_hold,145900.9971938022,1257.2094297445242,0.9719666951989892,-94.5058361792076,1,100.0,
taker_flow_cross_sectional_top1,8809.963830923083,-11.900361690769168,0.42225448633220025,-93.05957238764873,290,490.10547617589475,REJECTED
taker_flow_cross_sectional_top1_delay1d,4140.015063050078,-58.599849369499225,0.2922950439340543,-95.82798033032104,290,-188.45760393593977,
price_momentum_top1_weekly,2040504.9231273553,20305.049231273555,1.4589355216307067,-68.92928758971227,290,34.47451744611209,
seeded_random_top1_weekly,18500.975697576596,85.00975697576595,0.5596631494818209,-80.28087783074169,290,93.98255176338456,
