asset,start,end,risk_on_days,risk_on_fraction,trades,final,buy_hold,dca,momentum,random,double_cost,delay_2d,best_excluded,top_block_pct,sharpe,max_drawdown,test_final,test_buy_hold,test_trades
BTC,2018-01-01,2026-07-27,2650,0.8466453674121406,16,89437.77787762311,46344.780518358595,39941.66037721917,84689.48713366143,27325.75140200738,85246.14645413565,81015.02871608544,37290.37453478694,0.9157050540353694,0.7392766266297346,-0.8185862163195473,11397.321924813088,15032.99363290963,4
ETH,2018-01-01,2026-07-27,2650,0.8466453674121406,16,65773.34431136638,25741.27110993787,34753.85778180409,127304.60327323966,4736.927788328949,62690.78095407216,54719.569570387976,2094.308887800483,2.2374887548129583,0.6653294516066588,-0.9449399518686119,7019.164103022085,8268.923793334221,4
SOL,2020-08-11,2026-07-27,1869,0.8585209003215434,11,493770.9713321597,259570.99438561453,40615.94868993892,904985.4845900396,115077.53649979942,477742.37160022795,451424.1619346266,60724.82202460728,3.3028336869548243,1.115861316098253,-0.8576564215717759,4452.177280016973,7272.683189136861,4
XRP,2018-05-04,2026-07-27,2527,0.8403724642500832,16,70928.31073650799,21258.129805292065,22385.074054116783,37077.29762569797,4093.8747077501894,67604.15238694764,47217.52821935708,20056.415247898167,1.7314750352854158,0.6228614079575101,-0.747469140453256,14745.397343666327,17268.992530700296,4
