compression_threshold,full_total_return,full_sharpe,forward_total_return,forward_sharpe,full_trades,forward_trades
0.20000000000000001,1.6151785757397059,1.0039130733658521,0.16021727174277212,0.60782254438937211,241,81
0.29999999999999999,1.669573897557683,0.9605423786627395,0.18625827023832775,0.62541826739336537,283,95
0.40000000000000002,1.8382917245925481,0.88463769154238969,0.14897401921673992,0.47270964207519323,338,117
0.5,3.1181049315271929,1.1118069082021829,0.15003881628682691,0.46188655304687137,385,131
