signal_time,entry_time,exit_time,asset,funding_rate,mark_price,source_symbol
2021-06-09 16:00:00+00:00,2021-06-09 17:00:00+00:00,2021-06-10 01:00:00+00:00,DOGE,0.0001,,DOGEUSDT
2021-06-12 08:00:00+00:00,2021-06-12 09:00:00+00:00,2021-06-12 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-06-14 00:00:00+00:00,2021-06-14 01:00:00+00:00,2021-06-14 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-06-15 08:00:00+00:00,2021-06-15 09:00:00+00:00,2021-06-15 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-06-16 16:00:00+00:00,2021-06-16 17:00:00+00:00,2021-06-17 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-06-19 16:00:00+00:00,2021-06-19 17:00:00+00:00,2021-06-20 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-06-21 08:00:00+00:00,2021-06-21 09:00:00+00:00,2021-06-21 17:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2021-06-23 08:00:00+00:00,2021-06-23 09:00:00+00:00,2021-06-23 17:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2021-06-25 16:00:00+00:00,2021-06-25 17:00:00+00:00,2021-06-26 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-06-29 08:00:00+00:00,2021-06-29 09:00:00+00:00,2021-06-29 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-07-01 00:00:00+00:00,2021-07-01 01:00:00+00:00,2021-07-01 09:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2021-07-03 08:00:00+00:00,2021-07-03 09:00:00+00:00,2021-07-03 17:00:00+00:00,DOGE,0.0001,,DOGEUSDT
2021-07-05 08:00:00+00:00,2021-07-05 09:00:00+00:00,2021-07-05 17:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2021-07-06 16:00:00+00:00,2021-07-06 17:00:00+00:00,2021-07-07 01:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2021-07-09 00:00:00+00:00,2021-07-09 01:00:00+00:00,2021-07-09 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-07-10 08:00:00+00:00,2021-07-10 09:00:00+00:00,2021-07-10 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-07-12 00:00:00+00:00,2021-07-12 01:00:00+00:00,2021-07-12 09:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2021-07-14 00:00:00+00:00,2021-07-14 01:00:00+00:00,2021-07-14 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-07-15 16:00:00+00:00,2021-07-15 17:00:00+00:00,2021-07-16 01:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2021-07-18 00:00:00+00:00,2021-07-18 01:00:00+00:00,2021-07-18 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-07-23 08:00:00+00:00,2021-07-23 09:00:00+00:00,2021-07-23 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-07-25 16:00:00+00:00,2021-07-25 17:00:00+00:00,2021-07-26 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-07-28 00:00:00+00:00,2021-07-28 01:00:00+00:00,2021-07-28 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-07-29 08:00:00+00:00,2021-07-29 09:00:00+00:00,2021-07-29 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-07-30 16:00:00+00:00,2021-07-30 17:00:00+00:00,2021-07-31 01:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2021-08-02 00:00:00+00:00,2021-08-02 01:00:00+00:00,2021-08-02 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-08-03 08:00:00+00:00,2021-08-03 09:00:00+00:00,2021-08-03 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-08-05 00:00:00+00:00,2021-08-05 01:00:00+00:00,2021-08-05 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-08-08 00:00:00+00:00,2021-08-08 01:00:00+00:00,2021-08-08 09:00:00+00:00,SOL,0.00031013999999999998,,SOLUSDT
2021-08-09 08:00:00+00:00,2021-08-09 09:00:00+00:00,2021-08-09 17:00:00+00:00,DOGE,0.0004415,,DOGEUSDT
2021-08-10 16:00:00+00:00,2021-08-10 17:00:00+00:00,2021-08-11 01:00:00+00:00,ADA,0.00037725999999999998,,ADAUSDT
2021-08-12 16:00:00+00:00,2021-08-12 17:00:00+00:00,2021-08-13 01:00:00+00:00,ADA,0.00048046999999999999,,ADAUSDT
2021-08-14 08:00:00+00:00,2021-08-14 09:00:00+00:00,2021-08-14 17:00:00+00:00,LINK,0.00044494000000000001,,LINKUSDT
2021-08-18 00:00:00+00:00,2021-08-18 01:00:00+00:00,2021-08-18 09:00:00+00:00,AVAX,0.00023147,,AVAXUSDT
2021-08-19 16:00:00+00:00,2021-08-19 17:00:00+00:00,2021-08-20 01:00:00+00:00,AVAX,0.00024116,,AVAXUSDT
2021-08-21 16:00:00+00:00,2021-08-21 17:00:00+00:00,2021-08-22 01:00:00+00:00,DOGE,0.00047552,,DOGEUSDT
2021-08-24 16:00:00+00:00,2021-08-24 17:00:00+00:00,2021-08-25 01:00:00+00:00,XRP,0.00043784,,XRPUSDT
2021-08-28 00:00:00+00:00,2021-08-28 01:00:00+00:00,2021-08-28 09:00:00+00:00,ADA,0.00019918,,ADAUSDT
2021-08-30 16:00:00+00:00,2021-08-30 17:00:00+00:00,2021-08-31 01:00:00+00:00,ADA,0.00030179000000000002,,ADAUSDT
2021-09-01 00:00:00+00:00,2021-09-01 01:00:00+00:00,2021-09-01 09:00:00+00:00,XRP,0.00049425999999999995,,XRPUSDT
2021-09-03 08:00:00+00:00,2021-09-03 09:00:00+00:00,2021-09-03 17:00:00+00:00,BNB,0.00042711000000000002,,BNBUSDT
2021-09-05 16:00:00+00:00,2021-09-05 17:00:00+00:00,2021-09-06 01:00:00+00:00,BTC,0.0001,,BTCUSDT
2021-09-08 08:00:00+00:00,2021-09-08 09:00:00+00:00,2021-09-08 17:00:00+00:00,SOL,0.00034589000000000001,,SOLUSDT
2021-09-11 00:00:00+00:00,2021-09-11 01:00:00+00:00,2021-09-11 09:00:00+00:00,SOL,0.00013268000000000001,,SOLUSDT
2021-09-12 16:00:00+00:00,2021-09-12 17:00:00+00:00,2021-09-13 01:00:00+00:00,SOL,0.00034487,,SOLUSDT
2021-09-14 08:00:00+00:00,2021-09-14 09:00:00+00:00,2021-09-14 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-09-17 00:00:00+00:00,2021-09-17 01:00:00+00:00,2021-09-17 09:00:00+00:00,SOL,0.00049934000000000003,,SOLUSDT
2021-09-20 08:00:00+00:00,2021-09-20 09:00:00+00:00,2021-09-20 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-09-21 16:00:00+00:00,2021-09-21 17:00:00+00:00,2021-09-22 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-09-23 08:00:00+00:00,2021-09-23 09:00:00+00:00,2021-09-23 17:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2021-09-24 16:00:00+00:00,2021-09-24 17:00:00+00:00,2021-09-25 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-09-26 08:00:00+00:00,2021-09-26 09:00:00+00:00,2021-09-26 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-09-27 16:00:00+00:00,2021-09-27 17:00:00+00:00,2021-09-28 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-09-29 00:00:00+00:00,2021-09-29 01:00:00+00:00,2021-09-29 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-10-01 16:00:00+00:00,2021-10-01 17:00:00+00:00,2021-10-02 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-10-04 08:00:00+00:00,2021-10-04 09:00:00+00:00,2021-10-04 17:00:00+00:00,ADA,0.00011848,,ADAUSDT
2021-10-06 08:00:00+00:00,2021-10-06 09:00:00+00:00,2021-10-06 17:00:00+00:00,SOL,0.00041009999999999999,,SOLUSDT
2021-10-07 16:00:00+00:00,2021-10-07 17:00:00+00:00,2021-10-08 01:00:00+00:00,DOGE,0.00048695999999999999,,DOGEUSDT
2021-10-09 16:00:00+00:00,2021-10-09 17:00:00+00:00,2021-10-10 01:00:00+00:00,ADA,0.00045210999999999998,,ADAUSDT
2021-10-13 16:00:00+00:00,2021-10-13 17:00:00+00:00,2021-10-14 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-10-16 08:00:00+00:00,2021-10-16 09:00:00+00:00,2021-10-16 17:00:00+00:00,SOL,0.00034779,,SOLUSDT
2021-10-19 08:00:00+00:00,2021-10-19 09:00:00+00:00,2021-10-19 17:00:00+00:00,ADA,0.00045391000000000002,,ADAUSDT
2021-10-21 00:00:00+00:00,2021-10-21 01:00:00+00:00,2021-10-21 09:00:00+00:00,AVAX,0.00043778000000000003,,AVAXUSDT
2021-10-26 16:00:00+00:00,2021-10-26 17:00:00+00:00,2021-10-27 01:00:00+00:00,ETH,0.00043832000000000002,,ETHUSDT
2021-10-28 08:00:00+00:00,2021-10-28 09:00:00+00:00,2021-10-28 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-10-30 00:00:00+00:00,2021-10-30 01:00:00+00:00,2021-10-30 09:00:00+00:00,BNB,0.00035782000000000001,,BNBUSDT
2021-11-02 00:00:00+00:00,2021-11-02 01:00:00+00:00,2021-11-02 09:00:00+00:00,ADA,0.00049768999999999996,,ADAUSDT
2021-11-03 08:00:00+00:00,2021-11-03 09:00:00+00:00,2021-11-03 17:00:00+00:00,LINK,0.00046523000000000002,,LINKUSDT
2021-11-05 00:00:00+00:00,2021-11-05 01:00:00+00:00,2021-11-05 09:00:00+00:00,ADA,0.00039418,,ADAUSDT
2021-11-06 08:00:00+00:00,2021-11-06 09:00:00+00:00,2021-11-06 17:00:00+00:00,DOGE,0.00048988999999999999,,DOGEUSDT
2021-11-08 08:00:00+00:00,2021-11-08 09:00:00+00:00,2021-11-08 17:00:00+00:00,BTC,0.00049328000000000002,,BTCUSDT
2021-11-10 00:00:00+00:00,2021-11-10 01:00:00+00:00,2021-11-10 09:00:00+00:00,XRP,0.00049978999999999996,,XRPUSDT
2021-11-12 00:00:00+00:00,2021-11-12 01:00:00+00:00,2021-11-12 09:00:00+00:00,DOGE,0.00042035,,DOGEUSDT
2021-11-14 16:00:00+00:00,2021-11-14 17:00:00+00:00,2021-11-15 01:00:00+00:00,DOGE,0.00026823,,DOGEUSDT
2021-11-16 00:00:00+00:00,2021-11-16 01:00:00+00:00,2021-11-16 09:00:00+00:00,ADA,0.00038254000000000001,,ADAUSDT
2021-11-19 00:00:00+00:00,2021-11-19 01:00:00+00:00,2021-11-19 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-11-20 08:00:00+00:00,2021-11-20 09:00:00+00:00,2021-11-20 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-11-21 16:00:00+00:00,2021-11-21 17:00:00+00:00,2021-11-22 01:00:00+00:00,XRP,0.00019881,,XRPUSDT
2021-11-25 00:00:00+00:00,2021-11-25 01:00:00+00:00,2021-11-25 09:00:00+00:00,LINK,0.00031325,,LINKUSDT
2021-11-26 08:00:00+00:00,2021-11-26 09:00:00+00:00,2021-11-26 17:00:00+00:00,SOL,0.00037839999999999998,,SOLUSDT
2021-11-28 08:00:00+00:00,2021-11-28 09:00:00+00:00,2021-11-28 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-11-29 16:00:00+00:00,2021-11-29 17:00:00+00:00,2021-11-30 01:00:00+00:00,BTC,0.00020774000000000001,,BTCUSDT
2021-12-01 00:00:00+00:00,2021-12-01 01:00:00+00:00,2021-12-01 09:00:00+00:00,ETH,0.00016249999999999999,,ETHUSDT
2021-12-04 16:00:00+00:00,2021-12-04 17:00:00+00:00,2021-12-05 01:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2021-12-06 16:00:00+00:00,2021-12-06 17:00:00+00:00,2021-12-07 01:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2021-12-08 00:00:00+00:00,2021-12-08 01:00:00+00:00,2021-12-08 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-12-09 08:00:00+00:00,2021-12-09 09:00:00+00:00,2021-12-09 17:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2021-12-11 16:00:00+00:00,2021-12-11 17:00:00+00:00,2021-12-12 01:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2021-12-13 16:00:00+00:00,2021-12-13 17:00:00+00:00,2021-12-14 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-12-15 00:00:00+00:00,2021-12-15 01:00:00+00:00,2021-12-15 09:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2021-12-16 16:00:00+00:00,2021-12-16 17:00:00+00:00,2021-12-17 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-12-18 16:00:00+00:00,2021-12-18 17:00:00+00:00,2021-12-19 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-12-22 00:00:00+00:00,2021-12-22 01:00:00+00:00,2021-12-22 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-12-23 08:00:00+00:00,2021-12-23 09:00:00+00:00,2021-12-23 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-12-25 00:00:00+00:00,2021-12-25 01:00:00+00:00,2021-12-25 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-12-26 16:00:00+00:00,2021-12-26 17:00:00+00:00,2021-12-27 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-12-28 00:00:00+00:00,2021-12-28 01:00:00+00:00,2021-12-28 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2021-12-31 16:00:00+00:00,2021-12-31 17:00:00+00:00,2022-01-01 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2022-01-02 08:00:00+00:00,2022-01-02 09:00:00+00:00,2022-01-02 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2022-01-04 00:00:00+00:00,2022-01-04 01:00:00+00:00,2022-01-04 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2022-01-05 16:00:00+00:00,2022-01-05 17:00:00+00:00,2022-01-06 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2022-01-07 08:00:00+00:00,2022-01-07 09:00:00+00:00,2022-01-07 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2022-01-08 16:00:00+00:00,2022-01-08 17:00:00+00:00,2022-01-09 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2022-01-10 00:00:00+00:00,2022-01-10 01:00:00+00:00,2022-01-10 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2022-01-11 16:00:00+00:00,2022-01-11 17:00:00+00:00,2022-01-12 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2022-01-13 08:00:00+00:00,2022-01-13 09:00:00+00:00,2022-01-13 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2022-01-15 00:00:00+00:00,2022-01-15 01:00:00+00:00,2022-01-15 09:00:00+00:00,ADA,0.0001,,ADAUSDT
2022-01-18 08:00:00+00:00,2022-01-18 09:00:00+00:00,2022-01-18 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2022-01-19 16:00:00+00:00,2022-01-19 17:00:00+00:00,2022-01-20 01:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2022-01-21 16:00:00+00:00,2022-01-21 17:00:00+00:00,2022-01-22 01:00:00+00:00,ADA,0.0001,,ADAUSDT
2022-01-25 00:00:00+00:00,2022-01-25 01:00:00+00:00,2022-01-25 09:00:00+00:00,BTC,0.0001,,BTCUSDT
2022-01-28 00:00:00+00:00,2022-01-28 01:00:00+00:00,2022-01-28 09:00:00+00:00,XRP,0.0001,,XRPUSDT
2022-01-29 08:00:00+00:00,2022-01-29 09:00:00+00:00,2022-01-29 17:00:00+00:00,ETH,0.0001,,ETHUSDT
2022-01-30 16:00:00+00:00,2022-01-30 17:00:00+00:00,2022-01-31 01:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2022-02-01 08:00:00+00:00,2022-02-01 09:00:00+00:00,2022-02-01 17:00:00+00:00,AVAX,0.0001,,AVAXUSDT
2022-02-05 08:00:00+00:00,2022-02-05 09:00:00+00:00,2022-02-05 17:00:00+00:00,ADA,0.0001,,ADAUSDT
2022-02-06 16:00:00+00:00,2022-02-06 17:00:00+00:00,2022-02-07 01:00:00+00:00,AVAX,0.0001,,AVAXUSDT
