date,walcl,prior_sma13,risk_on_signal_close,risk_on_actionable
2007-06-20 00:00:00+00:00,866089.0,870457.9230769231,False,False
2007-06-27 00:00:00+00:00,865105.0,870690.3846153846,False,False
2007-07-04 00:00:00+00:00,876611.0,870329.0,True,False
2007-07-11 00:00:00+00:00,869407.0,871428.3846153846,False,True
2007-07-18 00:00:00+00:00,872916.0,871733.4615384615,True,False
2007-07-25 00:00:00+00:00,863890.0,872624.3076923077,False,True
2007-08-01 00:00:00+00:00,870261.0,871409.2307692308,False,False
2007-08-08 00:00:00+00:00,865453.0,869824.9230769231,False,False
2007-08-15 00:00:00+00:00,864931.0,869069.7692307692,False,False
2007-08-22 00:00:00+00:00,862775.0,869483.0,False,False
2007-08-29 00:00:00+00:00,872873.0,868624.5384615385,True,False
2007-09-05 00:00:00+00:00,871156.0,868308.1538461539,True,True
2007-09-12 00:00:00+00:00,886314.0,868188.9230769231,True,True
2007-09-19 00:00:00+00:00,867732.0,869829.3076923077,False,True
2007-09-26 00:00:00+00:00,889900.0,869955.6923076923,True,False
2007-10-03 00:00:00+00:00,869051.0,871863.0,False,True
2007-10-10 00:00:00+00:00,886363.0,871281.4615384615,True,False
2007-10-17 00:00:00+00:00,869509.0,872585.7692307692,False,True
2007-10-24 00:00:00+00:00,881395.0,872323.6923076923,True,False
2007-10-31 00:00:00+00:00,883385.0,873670.2307692308,True,True
2007-11-07 00:00:00+00:00,885724.0,874679.7692307692,True,True
2007-11-14 00:00:00+00:00,889537.0,876239.0769230769,True,True
2007-11-21 00:00:00+00:00,891028.0,878131.8461538461,True,True
2007-11-28 00:00:00+00:00,879417.0,880305.1538461539,False,True
2007-12-05 00:00:00+00:00,882764.0,880808.5384615385,True,False
2007-12-12 00:00:00+00:00,881750.0,881701.4615384615,True,True
2007-12-19 00:00:00+00:00,887983.0,881350.3846153846,True,True
2007-12-26 00:00:00+00:00,890662.0,882908.1538461539,True,True
2008-01-02 00:00:00+00:00,922187.0,882966.7692307692,True,True
2008-01-09 00:00:00+00:00,880754.0,887054.1538461539,False,True
2008-01-16 00:00:00+00:00,893581.0,886622.6923076923,True,False
2008-01-23 00:00:00+00:00,877253.0,888474.3846153846,False,True
2008-01-30 00:00:00+00:00,900264.0,888155.7692307692,True,False
2008-02-06 00:00:00+00:00,871022.0,889454.1538461539,False,True
2008-02-13 00:00:00+00:00,883005.0,888323.2307692308,False,False
2008-02-20 00:00:00+00:00,878949.0,887820.7692307692,False,False
2008-02-27 00:00:00+00:00,893825.0,886891.6153846154,True,False
2008-03-05 00:00:00+00:00,881208.0,887999.9230769231,False,True
2008-03-12 00:00:00+00:00,896565.0,887880.2307692308,True,False
2008-03-19 00:00:00+00:00,888646.0,889019.8461538461,False,True
2008-03-26 00:00:00+00:00,893965.0,889070.8461538461,True,False
2008-04-02 00:00:00+00:00,883708.0,889324.9230769231,False,True
2008-04-09 00:00:00+00:00,893029.0,886365.0,True,False
2008-04-16 00:00:00+00:00,881904.0,887309.2307692308,False,True
2008-04-23 00:00:00+00:00,885781.0,886411.0,False,False
2008-04-30 00:00:00+00:00,888131.0,887067.0,True,False
2008-05-07 00:00:00+00:00,889228.0,886133.6923076923,True,True
2008-05-14 00:00:00+00:00,880175.0,887534.1538461539,False,True
2008-05-21 00:00:00+00:00,898487.0,887316.4615384615,True,False
2008-05-28 00:00:00+00:00,904054.0,888819.3846153846,True,True
2008-06-04 00:00:00+00:00,895939.0,889606.2307692308,True,True
2008-06-11 00:00:00+00:00,890610.0,890739.3846153846,False,True
2008-06-18 00:00:00+00:00,902304.0,890281.3076923077,True,False
2008-06-25 00:00:00+00:00,892713.0,891331.9230769231,True,True
2008-07-02 00:00:00+00:00,902962.0,891235.6153846154,True,True
2008-07-09 00:00:00+00:00,898034.0,892716.6923076923,True,True
2008-07-16 00:00:00+00:00,910681.0,893101.6923076923,True,True
2008-07-23 00:00:00+00:00,899665.0,895315.3076923077,True,True
2008-07-30 00:00:00+00:00,918625.0,896383.3076923077,True,True
2008-08-06 00:00:00+00:00,901710.0,898729.0,True,True
2008-08-13 00:00:00+00:00,914632.0,899689.1538461539,True,True
2008-08-20 00:00:00+00:00,898611.0,902339.6923076923,False,True
2008-08-27 00:00:00+00:00,909982.0,902349.2307692308,True,False
2008-09-03 00:00:00+00:00,905253.0,902805.2307692308,True,True
2008-09-10 00:00:00+00:00,925725.0,903521.6923076923,True,True
2008-09-17 00:00:00+00:00,995093.0,906222.8461538461,True,True
2008-09-24 00:00:00+00:00,1211825.0,913360.4615384615,True,True
2008-10-01 00:00:00+00:00,1503989.0,937907.5384615385,True,True
2008-10-08 00:00:00+00:00,1591587.0,984140.3846153846,True,True
2008-10-15 00:00:00+00:00,1770809.0,1037490.6153846154,True,True
2008-10-22 00:00:00+00:00,1802602.0,1103654.3076923077,True,True
2008-10-29 00:00:00+00:00,1969086.0,1173111.0,True,True
2008-11-05 00:00:00+00:00,2074205.0,1253915.6923076923,True,True
2008-11-12 00:00:00+00:00,2212852.0,1344107.6153846155,True,True
2008-11-19 00:00:00+00:00,2187137.0,1443970.6923076923,True,True
2008-11-26 00:00:00+00:00,2106117.0,1543088.076923077,True,True
2008-12-03 00:00:00+00:00,2136924.0,1635098.4615384615,True,True
2008-12-10 00:00:00+00:00,2250012.0,1729842.3846153845,True,True
2008-12-17 00:00:00+00:00,2254983.0,1831710.6153846155,True,True
2008-12-24 00:00:00+00:00,2232311.0,1928625.2307692308,True,True
2008-12-31 00:00:00+00:00,2239457.0,2007124.1538461538,True,True
2009-01-07 00:00:00+00:00,2121439.0,2063698.6153846155,True,True
2009-01-14 00:00:00+00:00,2049714.0,2104456.4615384615,False,True
2009-01-21 00:00:00+00:00,2037112.0,2125910.6923076925,False,False
2009-01-28 00:00:00+00:00,1927082.0,2143949.923076923,False,False
2009-02-04 00:00:00+00:00,1851437.0,2140718.846153846,False,False
2009-02-11 00:00:00+00:00,1843400.0,2123582.846153846,False,False
2009-02-18 00:00:00+00:00,1915562.0,2095163.4615384615,False,False
2009-02-25 00:00:00+00:00,1916115.0,2074273.076923077,False,False
2009-03-04 00:00:00+00:00,1901317.0,2059657.5384615385,False,False
2009-03-11 00:00:00+00:00,1899514.0,2041533.923076923,False,False
2009-03-18 00:00:00+00:00,2066942.0,2014572.5384615385,True,False
2009-03-25 00:00:00+00:00,2071556.0,2000107.8461538462,True,True
2009-04-01 00:00:00+00:00,2078936.0,1987742.076923077,True,True
2009-04-08 00:00:00+00:00,2088573.0,1975394.3076923077,True,True
2009-04-15 00:00:00+00:00,2186498.0,1972866.1538461538,True,True
2009-04-22 00:00:00+00:00,2196812.0,1983388.0,True,True
2009-04-29 00:00:00+00:00,2066712.0,1995672.6153846155,True,True
2009-05-06 00:00:00+00:00,2079758.0,2006413.3846153845,True,True
2009-05-13 00:00:00+00:00,2196351.0,2023976.5384615385,True,True
2009-05-20 00:00:00+00:00,2181632.0,2051126.6153846155,True,True
2009-05-27 00:00:00+00:00,2080115.0,2071593.5384615385,True,True
2009-06-03 00:00:00+00:00,2077695.0,2084208.923076923,False,True
2009-06-10 00:00:00+00:00,2052297.0,2097776.4615384615,False,False
2009-06-17 00:00:00+00:00,2072527.0,2109529.0,False,False
2009-06-24 00:00:00+00:00,2025571.0,2109958.6153846155,False,False
2009-07-01 00:00:00+00:00,2005627.0,2106421.3076923075,False,False
2009-07-08 00:00:00+00:00,1992740.0,2100782.153846154,False,False
2009-07-15 00:00:00+00:00,2072451.0,2093410.3846153845,False,False
2009-07-22 00:00:00+00:00,2039001.0,2084637.5384615385,False,False
2009-07-29 00:00:00+00:00,2000547.0,2072498.2307692308,False,False
2009-08-05 00:00:00+00:00,1989203.0,2067408.6153846155,False,False
2009-08-12 00:00:00+00:00,2014899.0,2060442.8461538462,False,False
2009-08-19 00:00:00+00:00,2060641.0,2046485.0,True,False
2009-08-26 00:00:00+00:00,2074902.0,2037178.0,True,True
2009-09-02 00:00:00+00:00,2083720.0,2036777.0,True,True
2009-09-09 00:00:00+00:00,2087946.0,2037240.4615384615,True,True
2009-09-16 00:00:00+00:00,2139783.0,2039982.6923076923,True,True
2009-09-23 00:00:00+00:00,2158631.0,2045156.2307692308,True,True
2009-09-30 00:00:00+00:00,2141020.0,2055391.6153846155,True,True
2009-10-07 00:00:00+00:00,2138086.0,2065806.4615384615,True,True
2009-10-14 00:00:00+00:00,2192787.0,2076986.923076923,True,True
2009-10-21 00:00:00+00:00,2201119.0,2086243.5384615385,True,True
