entry_time,exit_time,entry_price,exit_price,gross_return,capital_at_entry,capital_at_exit,trade_return
2023-05-28 00:00:00+00:00,2023-06-15 00:00:00+00:00,0.4714,0.4802,0.018667798048366633,9985.0,10156.140866567674,0.017139796351294256
2023-09-21 00:00:00+00:00,2023-10-10 00:00:00+00:00,0.5213,0.5027,-0.03568003069249943,10140.906655267823,9764.41017636626,-0.03712651064646055
2023-10-31 00:00:00+00:00,2023-11-17 00:00:00+00:00,0.578,0.6118,0.05847750865051913,9749.763561101712,10304.425585920426,0.05688979238754355
2024-02-15 00:00:00+00:00,2024-03-17 00:00:00+00:00,0.5378,0.603,0.12123465972480484,10288.968947541545,11519.044073920604,0.1195528077352177
2024-07-16 00:00:00+00:00,2024-08-03 00:00:00+00:00,0.5372,0.5606,0.04355919583023078,11501.765507809723,11984.769004211865,0.041993857036485505
2024-09-29 00:00:00+00:00,2024-10-03 00:00:00+00:00,0.6139,0.5383,-0.12314709236031927,11966.791850705547,10477.37655506588,-0.12446237172177876
2024-11-08 00:00:00+00:00,2024-12-22 00:00:00+00:00,0.5556,2.2379,3.027897768178545,10461.660490233282,42075.29119164222,3.021855921526277
2026-04-18 00:00:00+00:00,2026-04-29 00:00:00+00:00,1.4757,1.3806,-0.06444399268143929,42012.17825485476,39245.78862824728,-0.065847326692417
