entry_time,exit_time,entry_price,exit_price,gross_return,capital_at_entry,capital_at_exit,trade_return
2023-02-21 00:00:00+00:00,2023-03-01 00:00:00+00:00,26.26,21.88,-0.16679360243716687,9985.0,8307.08653084539,-0.16804341203351125
2023-04-12 00:00:00+00:00,2023-04-22 00:00:00+00:00,22.99,21.26,-0.07525010874293157,8294.625901049123,7658.94871841322,-0.07663723357981711
2023-07-07 00:00:00+00:00,2023-07-25 00:00:00+00:00,19.61,23.36,0.19122896481387047,7647.460295335601,9096.211396751203,0.18944212136664973
2023-10-02 00:00:00+00:00,2023-10-12 00:00:00+00:00,23.88,22.01,-0.07830820770519252,9082.567079656077,8358.770538990597,-0.07969074539363463
2023-11-05 00:00:00+00:00,2024-01-04 00:00:00+00:00,42.41,98.52,1.323037019570856,8346.232383182112,19359.52388987303,1.3195524640415002
2024-02-09 00:00:00+00:00,2024-02-22 00:00:00+00:00,102.77,105.04,0.02208815802276939,19330.48460403822,19727.82321352499,0.020555025785735426
2024-03-03 00:00:00+00:00,2024-04-06 00:00:00+00:00,130.03,174.37,0.3409982311774206,19698.231478704703,26375.670629910997,0.3389867338306547
2024-09-30 00:00:00+00:00,2024-10-03 00:00:00+00:00,158.47,140.18,-0.11541616709787336,26336.107123966132,23261.549841563803,-0.1167430428472267
2024-10-24 00:00:00+00:00,2024-11-04 00:00:00+00:00,170.86,162.52,-0.048811892777712765,23226.657516801457,22059.781019905928,-0.05023867493854617
2024-11-09 00:00:00+00:00,2024-12-03 00:00:00+00:00,199.86,225.73,0.129440608425898,22026.69134837607,24840.522918602153,0.12774644751325925
2025-07-11 00:00:00+00:00,2025-07-31 00:00:00+00:00,164.33,177.77,0.08178664881640599,24803.262134224253,26791.59006716147,0.08016396884318144
