entry_time,exit_time,side,entry_price,exit_price,return,pnl,fees_paid,entry_regime,bars
2019-01-27 08:00:00+00:00,2019-01-28 04:00:00+00:00,long,0.4372,0.3863,-0.1177658748,-1177.658748,15,Range/Chop,5
2019-01-28 16:00:00+00:00,2019-01-29 16:00:00+00:00,long,0.3646,0.4332,0.1864662328,1864.662328,15,Range/Chop,6
2019-02-08 20:00:00+00:00,2019-02-09 16:00:00+00:00,short,0.4435,0.4789,-0.08068964931,-806.8964931,15,Range/Chop,5
2019-02-24 16:00:00+00:00,2019-02-25 16:00:00+00:00,long,0.4042,0.4571,0.1291890882,1291.890882,15,Range/Chop,6
2019-03-07 20:00:00+00:00,2019-03-08 16:00:00+00:00,short,0.4652,0.4895,-0.05878619981,-587.8619981,15,Range/Chop,5
2019-03-10 16:00:00+00:00,2019-03-11 12:00:00+00:00,short,0.5288,0.4766,0.1037283664,1037.283664,15,Range/Chop,5
2019-03-21 16:00:00+00:00,2019-03-25 20:00:00+00:00,long,0.4521,0.4571,0.009577654422,95.77654422,15,Range/Chop,25
2019-03-28 00:00:00+00:00,2019-03-30 08:00:00+00:00,short,0.4967,0.4912,0.007200872239,72.00872239,15,Range/Chop,14
2019-03-31 12:00:00+00:00,2019-04-02 08:00:00+00:00,short,0.5297,0.592,-0.1183530398,-1183.530398,15,Range/Chop,11
2019-04-02 12:00:00+00:00,2019-04-04 04:00:00+00:00,short,0.5764,0.5522,0.03714582071,371.4582071,15,Range/Chop,10
2019-04-11 04:00:00+00:00,2019-04-13 04:00:00+00:00,long,0.4924,0.508,0.03015205349,301.5205349,15,Bull Trend,12
2019-04-24 08:00:00+00:00,2019-04-25 12:00:00+00:00,long,0.4442,0.4852,0.09068809093,906.8809093,15,Range/Chop,7
2019-05-03 20:00:00+00:00,2019-05-06 12:00:00+00:00,short,0.5004,0.5299,-0.06153764036,-615.3764036,15,Range/Chop,16
2019-05-06 16:00:00+00:00,2019-05-07 04:00:00+00:00,short,0.5472,0.5873,-0.0717720739,-717.720739,15,Range/Chop,3
2019-05-07 08:00:00+00:00,2019-05-09 16:00:00+00:00,short,0.5911,0.6329,-0.07627816944,-762.7816944,15,Range/Chop,14
2019-05-10 04:00:00+00:00,2019-05-12 12:00:00+00:00,short,0.6656,0.6464,0.01570716398,157.0716398,15,Range/Chop,14
2019-05-14 16:00:00+00:00,2019-05-19 04:00:00+00:00,short,0.8478,0.9686,-0.1607753785,-1607.753785,15,Bull Trend,25
2019-05-19 16:00:00+00:00,2019-05-21 08:00:00+00:00,short,1.0248,1.146,-0.12634318,-1263.4318,15,High Vol Expansion,10
2019-05-21 20:00:00+00:00,2019-05-22 12:00:00+00:00,short,1.1801,1.3571,-0.1422088842,-1422.088842,15,High Vol Expansion,4
2019-05-22 20:00:00+00:00,2019-05-25 04:00:00+00:00,short,1.3907,1.2547,0.07202501222,720.2501222,15,High Vol Expansion,14
2019-06-04 04:00:00+00:00,2019-06-05 04:00:00+00:00,long,0.8459,0.9977,0.1777083848,1777.083848,15,High Vol Expansion,6
2019-06-13 20:00:00+00:00,2019-06-16 20:00:00+00:00,short,1.791,1.6568,0.03773974948,377.3974948,15,Bull Trend,18
2019-06-17 16:00:00+00:00,2019-06-20 08:00:00+00:00,short,1.9202,1.8466,0.03047737775,304.7737775,15,High Vol Expansion,16
2019-06-25 04:00:00+00:00,2019-06-25 16:00:00+00:00,short,2.0061,2.1572,-0.07345999674,-734.5999674,15,Bull Trend,3
2019-06-25 20:00:00+00:00,2019-06-28 20:00:00+00:00,short,2.277,2.7495,-0.2175519001,-2175.519001,15,Bull Trend,18
2019-06-29 00:00:00+00:00,2019-06-29 04:00:00+00:00,short,3.0391,3.47,-0.143285397,-1432.85397,15,High Vol Expansion,1
2019-06-29 08:00:00+00:00,2019-06-29 16:00:00+00:00,short,3.5022,4.1143,-0.1848076946,-1848.076946,15,High Vol Expansion,2
2019-06-29 20:00:00+00:00,2019-07-01 16:00:00+00:00,short,4.2624,3.1546,0.287265242,2872.65242,15,High Vol Expansion,11
2019-07-12 04:00:00+00:00,2019-07-12 20:00:00+00:00,long,2.6556,3.2888,0.236664417,2366.64417,15,Bull Trend,4
2019-07-16 20:00:00+00:00,2019-07-18 08:00:00+00:00,long,2.3105,2.54,0.09759314917,975.9314917,15,Bull Trend,9
2019-08-03 00:00:00+00:00,2019-08-03 08:00:00+00:00,short,2.4269,2.6546,-0.09113428683,-911.3428683,15,Bear Trend,2
2019-08-03 12:00:00+00:00,2019-08-06 00:00:00+00:00,short,2.5831,2.4599,0.04029169364,402.9169364,15,Bear Trend,15
2019-08-21 12:00:00+00:00,2019-08-25 16:00:00+00:00,long,2.2202,2.1111,-0.05056954963,-505.6954963,15,Range/Chop,25
2019-08-25 20:00:00+00:00,2019-08-27 16:00:00+00:00,long,2.0841,2.1723,0.04075258217,407.5258217,15,Range/Chop,11
2019-08-29 04:00:00+00:00,2019-09-01 12:00:00+00:00,long,1.8497,1.766,-0.0467361128,-467.361128,15,Range/Chop,20
2019-09-13 16:00:00+00:00,2019-09-13 20:00:00+00:00,long,1.6249,1.5236,-0.06384229799,-638.4229799,15,Bear Trend,1
2019-10-02 12:00:00+00:00,2019-10-05 12:00:00+00:00,short,1.9285,1.9239,-0.002231227649,-22.31227649,15,Bear Trend,18
2019-10-06 12:00:00+00:00,2019-10-06 20:00:00+00:00,short,2.0614,2.1968,-0.0650596083,-650.596083,15,Range/Chop,2
2019-10-07 00:00:00+00:00,2019-10-07 16:00:00+00:00,short,2.1669,2.4516,-0.1265475485,-1265.475485,15,Range/Chop,4
2019-10-07 20:00:00+00:00,2019-10-08 12:00:00+00:00,short,2.3791,2.5999,-0.1014537267,-1014.537267,15,Range/Chop,4
2019-10-09 12:00:00+00:00,2019-10-10 16:00:00+00:00,short,2.8709,2.5475,0.1169074555,1169.074555,15,Bull Trend,7
2019-10-16 08:00:00+00:00,2019-10-17 16:00:00+00:00,long,2.2835,2.4518,0.0720785106,720.785106,15,Bull Trend,8
2019-10-21 08:00:00+00:00,2019-10-22 16:00:00+00:00,short,2.6159,2.7858,-0.0647712835,-647.712835,15,Bull Trend,8
2019-11-13 16:00:00+00:00,2019-11-14 12:00:00+00:00,short,2.9947,3.1327,-0.04627643889,-462.7643889,15,Bull Trend,5
2019-11-19 08:00:00+00:00,2019-11-21 20:00:00+00:00,long,2.6857,2.5532,-0.05080283758,-508.0283758,15,Bull Trend,15
2019-11-22 08:00:00+00:00,2019-11-24 16:00:00+00:00,long,2.4457,2.2368,-0.08688242163,-868.8242163,15,Bear Trend,14
2019-11-25 08:00:00+00:00,2019-11-26 04:00:00+00:00,long,2.1153,2.3171,0.09381782135,938.1782135,15,Bear Trend,5
2019-12-10 12:00:00+00:00,2019-12-12 04:00:00+00:00,short,2.2304,2.1052,0.05342031801,534.2031801,15,Bear Trend,10
2019-12-17 08:00:00+00:00,2019-12-17 16:00:00+00:00,long,1.8808,1.7514,-0.07019043688,-701.9043688,15,Bear Trend,2
2019-12-17 20:00:00+00:00,2019-12-20 08:00:00+00:00,long,1.7355,1.8666,0.07394879535,739.4879535,15,Bear Trend,15
2020-01-07 12:00:00+00:00,2020-01-08 00:00:00+00:00,short,2.0148,2.1006,-0.04299629394,-429.9629394,15,Bear Trend,3
2020-01-08 04:00:00+00:00,2020-01-08 08:00:00+00:00,short,2.1401,2.2512,-0.05341346199,-534.1346199,15,Bull Trend,1
2020-01-08 12:00:00+00:00,2020-01-12 20:00:00+00:00,short,2.3095,2.2327,0.02499269639,249.9269639,15,Bull Trend,26
2020-01-14 16:00:00+00:00,2020-01-17 04:00:00+00:00,short,2.3975,2.6361,-0.1010669918,-1010.669918,15,Bull Trend,15
2020-01-17 08:00:00+00:00,2020-01-19 04:00:00+00:00,short,2.6405,2.8288,-0.07223605889,-722.3605889,15,Bull Trend,11
2020-01-29 08:00:00+00:00,2020-01-30 16:00:00+00:00,short,2.757,2.9196,-0.05964892486,-596.4892486,15,Bull Trend,8
2020-01-30 20:00:00+00:00,2020-02-01 12:00:00+00:00,short,2.9093,2.784,0.04236155479,423.6155479,15,Bull Trend,10
