entry_time,exit_time,side,entry_price,exit_price,return,pnl,fees_paid,entry_regime,bars
2020-09-23 08:00:00.001000+00:00,2020-09-24 00:00:00+00:00,delta_neutral,,,0.00284718,28.4718,60,Range/Chop,3
2020-09-25 00:00:00.009000+00:00,2020-09-26 16:00:00.005000+00:00,delta_neutral,,,0.00452139,45.2139,60,Range/Chop,6
2020-09-27 16:00:00.019000+00:00,2020-09-28 08:00:00+00:00,delta_neutral,,,-0.00470962,-47.0962,60,Range/Chop,3
2020-10-03 08:00:00.001000+00:00,2020-10-03 16:00:00+00:00,delta_neutral,,,-0.00506012,-50.6012,60,Range/Chop,2
2020-10-04 08:00:00.003000+00:00,2020-10-06 00:00:00+00:00,delta_neutral,,,0.00070194,7.0194,60,Range/Chop,6
2020-10-06 08:00:00.005000+00:00,2020-10-08 16:00:00.003000+00:00,delta_neutral,,,0.01288732,128.8732,60,Range/Chop,8
2020-10-16 16:00:00+00:00,2020-10-18 00:00:00.006000+00:00,delta_neutral,,,-0.00282123,-28.2123,60,Range/Chop,5
2020-10-19 08:00:00+00:00,2020-10-21 08:00:00.004000+00:00,delta_neutral,,,0.00076007,7.6007,60,Range/Chop,7
2020-10-22 08:00:00+00:00,2020-10-22 16:00:00.004000+00:00,delta_neutral,,,-0.00477846,-47.7846,60,Range/Chop,2
2020-11-20 16:00:00+00:00,2020-11-21 00:00:00+00:00,delta_neutral,,,-0.00505131,-50.5131,60,Range/Chop,2
2020-11-21 16:00:00.001000+00:00,2020-11-22 00:00:00.005000+00:00,delta_neutral,,,-0.00440369,-44.0369,60,Range/Chop,2
2020-11-24 00:00:00+00:00,2020-11-24 16:00:00.005000+00:00,delta_neutral,,,-0.00449297,-44.9297,60,Range/Chop,3
2020-11-25 00:00:00.005000+00:00,2020-11-25 08:00:00.005000+00:00,delta_neutral,,,-0.0045939,-45.939,60,Range/Chop,2
2020-11-25 16:00:00.015000+00:00,2020-11-26 00:00:00.012000+00:00,delta_neutral,,,-0.00441071,-44.1071,60,Range/Chop,2
