asset,n_bars,start,end,n_trades,n_trades_novol,primary_final,doubled_cost_final,novol_control_final,random_control_final,exclude_best_trade_final,bh_final,dca_final,primary_total_return,primary_sharpe,primary_sortino,primary_max_dd,bh_total_return,bh_sharpe,dca_total_return,dca_sharpe,top_trade_pnl_share,beats_bh,beats_dca,beats_novol_control,beats_random_control,beats_bh_doubled_cost,beats_bh_excl_best_trade,concentration_ok
BTC,74998,2018-01-01 00:00:00+00:00,2026-07-27 23:00:00+00:00,203,290,0.5078258726895339,0.2762028118073272,0.3871036582530667,0.5057090465059193,0.435892461914605,4.71252959381359,3.998832953356308,-0.49217412731046606,-0.13524930434267213,-0.19452073871815778,-0.7286858272051084,3.7125295938135903,0.6059513539546229,12702.990358322415,1.7295085451689212,-0.3803265027773531,False,False,True,True,False,False,False
ETH,74998,2018-01-01 00:00:00+00:00,2026-07-27 23:00:00+00:00,301,445,0.05204745563365215,0.021097428688857205,0.06310101182571075,0.12657132117898198,0.03792435642065775,2.6009867788131165,3.480946434211202,-0.9479525443663479,-0.6576732525548403,-0.8886534710618958,-0.968562517885949,1.6009867788131165,0.5590771655654322,10988.02417002488,1.5802559914814993,-0.15710179009387984,False,False,False,False,False,False,True
SOL,52222,2020-08-11 06:00:00+00:00,2026-07-27 23:00:00+00:00,267,455,1.8123862498245784,0.8135402644530625,93.93232103349258,0.7442342713214966,1.2376872880823275,25.139759444350332,4.057619025211136,0.8123862498245784,0.45256473290733706,0.6694406307292693,-0.7337101547013797,24.139759444350332,1.0497881705621719,inf,,0.3589754571337151,False,False,False,True,False,False,False
XRP,72072,2018-05-04 08:00:00+00:00,2026-07-27 23:00:00+00:00,306,493,0.5014695808544084,0.20024430171958732,1.860349571699748,2.8418329977485492,0.3789011015294041,1.1550379198266523,2.241907756875626,-0.4985304191455916,0.05549073335647038,0.07762787293823796,-0.8025661736658263,0.15503791982665227,0.5163543243934524,inf,,9.835284591118958,False,False,False,False,False,False,False
