entry_time,exit_time,entry_price,exit_price,gross_return,funding_collected,capital_at_entry,capital_at_exit,trade_return,asset
2021-01-31 09:00:00+00:00,2021-02-02 09:00:00+00:00,33596.72,34663.87,-0.031763517390983445,0.00147869,9985.0,9667.620613756731,-0.03178561704990168,BTC
2021-02-07 04:00:00+00:00,2021-02-09 04:00:00+00:00,38839.52,46599.51,-0.19979623847050648,0.0030826,9653.119182836097,7736.662679405144,-0.19853235696483917,BTC
2021-02-15 02:00:00+00:00,2021-02-17 02:00:00+00:00,48011.45,49283.14,-0.02648722336026099,0.00191679,7725.0576853860375,7523.561500390856,-0.026083453768424802,BTC
2021-03-12 13:00:00+00:00,2021-03-14 13:00:00+00:00,56385.97,60427.81,-0.07168166123594213,0.00189541,7512.27615814027,6976.529485942522,-0.07131615783549372,BTC
2021-04-03 17:00:00+00:00,2021-04-05 17:00:00+00:00,58809.74,58983.51,-0.002954782660151262,0.00140049,6966.064691713609,6944.780254499267,-0.0030554463899338247,BTC
2021-04-14 17:00:00+00:00,2021-04-16 17:00:00+00:00,63484.79,61722.39,0.02776098022849255,0.00202104,6934.363084117519,7130.566588870387,0.028294380085498005,BTC
2021-10-21 14:00:00+00:00,2021-10-23 14:00:00+00:00,64752.25,61322.06,0.052974066538228434,0.0,7119.8707389870815,7485.793686389882,0.051394605438421115,BTC
2021-11-03 12:00:00+00:00,2021-11-05 12:00:00+00:00,63107.29,61259.63,0.02927807548066164,0.00018372,7474.564995860298,7683.277077561596,0.027922973687016128,BTC
2021-11-10 20:00:00+00:00,2021-11-12 20:00:00+00:00,66650.98,63845.0,0.04209960603730052,0.00053551,7671.752161945255,7987.013157587403,0.041093740906537723,BTC
2024-03-05 19:00:00+00:00,2024-03-07 19:00:00+00:00,63988.37,67601.21,-0.056460885001446415,0.00211146,7975.032637851023,7529.345755702202,-0.055885273752173226,BTC
2024-03-12 08:00:00+00:00,2024-03-14 08:00:00+00:00,4027.13,3963.45,0.015812750022969283,0.00139531,9985.0,10141.813790234308,0.015704936428072802,ETH
2024-04-01 05:00:00+00:00,2024-04-03 05:00:00+00:00,3600.41,3315.01,0.0792687499479225,0.00077802,10126.601069548957,10921.422826864953,0.07848850289027909,ETH
2024-02-26 09:00:00+00:00,2024-02-28 09:00:00+00:00,103.57,110.41,-0.06604229023848608,0.0029293800000000005,9985.0,9338.88939231968,-0.06470812295246076,SOL
2024-03-02 01:00:00+00:00,2024-03-04 01:00:00+00:00,130.35,130.79,-0.0033755274261603203,0.00322592,9324.8810582312,9309.437870528942,-0.0016561270439612308,SOL
2024-04-01 05:00:00+00:00,2024-04-03 05:00:00+00:00,201.09,187.88,0.06569197871599786,0.0010260900000000001,9295.47371372315,9901.405485755866,0.06518567968603506,SOL
2024-03-03 07:00:00+00:00,2024-03-05 07:00:00+00:00,0.628,0.646,-0.02866242038216563,0.00354059,9985.0,9718.595880991574,-0.02668043254966712,XRP
2024-03-14 13:00:00+00:00,2024-03-16 13:00:00+00:00,0.6857,0.6223,0.09246025958874145,0.00203135,9704.017987170088,10606.87214926995,0.09303920945875688,XRP
