n_universe,n_rebalance_blocks,primary_final_capital,primary_total_return,primary_sharpe,primary_sortino,primary_max_dd,primary_win_rate,primary_top_block_pct_of_pnl,doubled_cost_final_capital,doubled_cost_sharpe,random_control_final_capital,random_control_sharpe,equal_weight_universe_bh_final,equal_weight_universe_bh_sharpe,wf_first_half_sharpe,wf_second_half_sharpe,n_test_partition_trades,BTC_bh_final,BTC_bh_sharpe,ETH_bh_final,ETH_bh_sharpe,SOL_bh_final,SOL_bh_sharpe,XRP_bh_final,XRP_bh_sharpe
75,330,588705.8357886483,57.87058357886483,1.0719617559474985,2.2023599824244147,-0.9302469004142488,0.5181818181818182,1.3030943168465383,396464.19860790105,1.0131654563542483,46729.04963975267,0.7072139304121557,30264.382597702595,0.6389779209210638,1.4333877592316542,0.5769044748819168,82,88539.35299304944,0.8569644361165474,144722.0310468762,0.9135544002606897,224950.73518265877,1.0237407470335715,55224.03522403523,0.743491684223874
