rebalance_date,entry_date,exit_date,n_eligible,n_long,long_names,weighted_return,turnover_frac,cost,capital_before,capital_after,net_pnl
2024-11-13 00:00:00+00:00,2024-11-14 00:00:00+00:00,2024-11-21 00:00:00+00:00,75,7,"DOGE,RAY,BONK,ADA,APE,FLOKI,JTO",0.11398172526348357,0.5714285714285713,1959.7226836296334,1143171.5654506197,1271512.510069209,128340.94461858924
2024-11-20 00:00:00+00:00,2024-11-21 00:00:00+00:00,2024-11-28 00:00:00+00:00,75,7,"DOGE,XLM,RAY,BONK,ADA,XRP,ALGO",0.26402719475547615,0.4285714285714285,1634.8017986604114,1271512.510069209,1605591.589400616,334079.0793314071
2024-11-27 00:00:00+00:00,2024-11-28 00:00:00+00:00,2024-12-05 00:00:00+00:00,75,7,"XLM,ADA,XRP,DOGE,ALGO,SAND,CVX",0.47053342337604476,0.2857142857142857,1376.221362343385,1605591.589400616,2359699.8751427294,754108.2857421134
2024-12-04 00:00:00+00:00,2024-12-05 00:00:00+00:00,2024-12-12 00:00:00+00:00,75,7,"XLM,XRP,ALGO,IOTA,VET,CRV,CVX",-0.07885830515444095,0.4285714285714285,3033.899839469223,2359699.8751427294,2170584.042476359,-189115.83266637055
2024-12-11 00:00:00+00:00,2024-12-12 00:00:00+00:00,2024-12-19 00:00:00+00:00,75,7,"XRP,XLM,CRV,CVX,ALGO,IOTA,SAND",-0.15809653761365705,0.14285714285714285,930.2503039184394,2170584.042476359,1826491.9704574728,-344092.072018886
2024-12-18 00:00:00+00:00,2024-12-19 00:00:00+00:00,2024-12-26 00:00:00+00:00,75,7,"CRV,CVX,XRP,IOTA,ENS,ALGO,XLM",-0.0028864108449458666,0.14285714285714285,782.7822730532026,1826491.9704574728,1820437.1819526847,-6054.788504788186
2024-12-25 00:00:00+00:00,2024-12-26 00:00:00+00:00,2025-01-02 00:00:00+00:00,75,7,"CRV,ENS,XRP,CVX,JASMY,IOTA,LINK",-0.04979323738941803,0.2857142857142857,1560.3747273880153,1820437.1819526847,1728231.3464718035,-92205.83548088116
2025-01-01 00:00:00+00:00,2025-01-02 00:00:00+00:00,2025-01-09 00:00:00+00:00,75,7,"CRV,TRX,BNB,JASMY,LINK,TWT,COMP",-0.04627807855137492,0.5714285714285713,2962.6823082373767,1728231.3464718035,1645289.4381565957,-82941.90831520781
2025-01-08 00:00:00+00:00,2025-01-09 00:00:00+00:00,2025-01-16 00:00:00+00:00,75,7,"RAY,BTC,BNB,XRP,GNO,SOL,XLM",0.10283037434415154,0.8571428571428569,4230.744269545531,1645289.4381565957,1810244.422717172,164954.98456057627
2025-01-15 00:00:00+00:00,2025-01-16 00:00:00+00:00,2025-01-23 00:00:00+00:00,75,7,"PROM,XRP,XLM,RAY,SFP,BNB,BTC",-0.01574876173596458,0.2857142857142857,1551.6380766147188,1810244.422717172,1780183.6765433257,-30060.746173846303
2025-01-22 00:00:00+00:00,2025-01-23 00:00:00+00:00,2025-01-30 00:00:00+00:00,75,7,"RAY,XRP,SOL,XLM,ALGO,LINK,LTC",-0.07427094758746458,0.5714285714285713,3051.7434455028433,1780183.6765433257,1644916.0045612135,-135267.6719821121
2025-01-29 00:00:00+00:00,2025-01-30 00:00:00+00:00,2025-02-06 00:00:00+00:00,75,7,"XRP,RAY,SOL,XLM,LTC,ALGO,BTC",-0.16543337509536252,0.14285714285714285,704.9640019548058,1644916.0045612135,1372087.0341763184,-272828.9703848951
2025-02-05 00:00:00+00:00,2025-02-06 00:00:00+00:00,2025-02-13 00:00:00+00:00,75,7,"RAY,XRP,QTUM,BTC,SOL,JTO,LTC",0.05813211444724732,0.2857142857142857,1176.0746007225587,1372087.0341763184,1450673.2800779177,78586.2459015993
2025-02-12 00:00:00+00:00,2025-02-13 00:00:00+00:00,2025-02-20 00:00:00+00:00,75,7,"LTC,RAY,SOL,TRX,QTUM,LDO,BTC",-0.04342590203644295,0.2857142857142857,1243.4342400667865,1450673.2800779177,1386433.050090302,-64240.22998761572
2025-02-19 00:00:00+00:00,2025-02-20 00:00:00+00:00,2025-02-27 00:00:00+00:00,75,7,"LTC,LDO,TRX,QTUM,PROM,DCR,BNB",-0.08746838466668509,0.4285714285714285,1782.5567786875306,1386433.050090302,1263381.4339717105,-123051.61611859151
2025-02-26 00:00:00+00:00,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,75,7,"PROM,GLM,DCR,LTC,TWT,TRX,BNB",-0.017710154726487643,0.2857142857142857,1082.8983719757518,1263381.4339717105,1239923.854925524,-23457.579046186525
