asset,start,end,risk_off_days,risk_off_fraction,trades,final,buy_hold,dca,momentum,random,double_cost,delay_2d,best_excluded,top_block_pct,sharpe,max_drawdown,test_final,test_buy_hold,test_trades
BTC,2018-01-01,2026-07-27,105,0.03354632587859425,4,45321.46856660918,46344.780518358595,39941.66037721917,84689.48713366143,24020.096626954568,44780.85825481667,19369.32951087897,5124.274079654984,1.682586421471854,0.5995289118973287,-0.8118477145881702,13547.45527296679,15032.99363290963,2
ETH,2018-01-01,2026-07-27,105,0.03354632587859425,4,28217.41136689777,25741.27110993787,34753.85778180409,127304.60327323966,27213.462013756143,27880.82422531792,10572.999334740754,3936.0674495984185,1.25006067513448,0.5528042345272979,-0.9396550481981528,7377.596504565959,8268.923793334221,2
SOL,2020-08-11,2026-07-27,7,0.003215434083601286,2,228749.31819662725,259570.99438561453,40615.94868993892,904985.4845900396,269884.59548198606,227380.92438999526,261709.91349062065,4849.408941324165,2.110660587500957,1.0050483211399786,-0.9626992725584275,6409.118726507941,7272.683189136861,2
XRP,2018-05-04,2026-07-27,105,0.034918523445294315,4,23058.865598791726,21258.129805292065,22385.074054116783,37077.29762569797,10858.898770685157,22783.81139346245,14244.922896034192,2243.339553646497,3.30655519895326,0.5021788410940559,-0.8323958401465106,16142.79473181205,17268.992530700296,2
