asset,start,end,risk_off_days,risk_off_fraction,trades,final,buy_hold,dca,momentum,random,double_cost,delay_2d,best_excluded,top_block_pct,sharpe,sortino,max_drawdown,test_final,test_buy_hold,test_trades
BTC,2018-01-01,2026-07-27,389,0.1242811501597444,11,51941.93879370407,46344.780518358595,39941.66037721917,84689.48713366143,41875.66157702494,50255.81993584858,51495.77864901144,8070.015963819609,1.479146676252513,0.6267107636669517,0.9208941849177761,-0.724236277217982,8093.791083690317,15032.99363290963,7
ETH,2018-01-01,2026-07-27,389,0.1242811501597444,11,28932.086456972233,25741.27110993787,34753.85778180409,127304.60327323966,26325.8737986685,27992.904406684185,27591.458103139616,1395.0818404853587,5.2985927926846745,0.542276109386908,0.7871969876135966,-0.8765340308114726,5338.776349104571,8268.923793334221,7
SOL,2020-08-11,2026-07-27,246,0.11299954065227377,9,123742.59812608993,259570.99438561453,40615.94868993892,904985.4845900396,520046.0571897496,120446.23186810144,159870.0483749574,1762.3735402133905,6.08510841984141,0.9092819928883763,1.4408633752566236,-0.9652236866188227,3718.7030466150854,7272.683189136861,7
XRP,2018-05-04,2026-07-27,389,0.12936481543066178,11,25112.39497953411,21258.129805292065,22385.074054116783,37077.29762569797,127577.54378832749,24297.206256812795,30442.790141511847,7807.356464025018,1.9318858787555457,0.49858015505718795,0.8407877335203842,-0.8312630458415936,13141.622930046004,17268.992530700296,7
