asset,start,end,risk_on_days,risk_on_fraction,trades,final,buy_hold,dca,momentum,random,double_cost,delay_2d,best_excluded,top_block_pct,sharpe,max_drawdown,test_final,test_buy_hold,test_trades
BTC,2018-01-01,2026-07-27,2496,0.797444089456869,29,59662.076571777936,46344.780518358595,39941.66037721917,84689.48713366143,10936.00877843395,54690.83409106677,44423.16628259117,26603.827203477085,1.1080403596245934,0.6586704085036127,-0.6738392937179267,11133.313340326345,15032.99363290963,4
ETH,2018-01-01,2026-07-27,2496,0.797444089456869,29,33626.34815045643,25741.27110993787,34753.85778180409,127304.60327323966,82341.7374982876,30824.48908013696,20303.095545016833,3028.4237122197947,2.1654511248787283,0.5541750996491638,-0.8807541416594437,5772.929180663682,8268.923793334221,4
SOL,2020-08-11,2026-07-27,1753,0.8052365640790078,16,379835.6322053005,259570.99438561453,40615.94868993892,904985.4845900396,60063.815209084336,362034.0833576711,343379.18994021224,129568.1920336658,1.5285777357544805,1.0725318153046337,-0.8494341558215777,5134.01337231644,7272.683189136861,4
XRP,2018-05-04,2026-07-27,2374,0.7894911872297972,28,37193.83779303833,21258.129805292065,22385.074054116783,37077.29762569797,1770.5740290450715,34197.16192000978,17600.23795969526,11169.900954097495,2.229204527665544,0.5350605613815965,-0.7428190783247333,14057.783942640644,17268.992530700296,4
