date,sp500,sma200_prior,risk_on_signal_close,risk_on_actionable
2022-11-28 00:00:00+00:00,3963.94,4056.91365,False,False
2022-11-29 00:00:00+00:00,3957.63,4054.2129499999996,False,False
2022-11-30 00:00:00+00:00,4080.11,4051.9078999999997,True,False
2022-12-01 00:00:00+00:00,4076.57,4050.3000999999995,True,True
2022-12-02 00:00:00+00:00,4071.7,4048.3276,True,True
2022-12-05 00:00:00+00:00,3998.84,4046.31105,False,True
2022-12-06 00:00:00+00:00,3941.26,4044.4039500000003,False,False
2022-12-07 00:00:00+00:00,3933.92,4042.3659,False,False
2022-12-08 00:00:00+00:00,3963.51,4040.5117,False,False
2022-12-09 00:00:00+00:00,3934.38,4039.2017499999997,False,False
2022-12-12 00:00:00+00:00,3990.56,4037.43015,False,False
2022-12-13 00:00:00+00:00,4019.65,4035.4597,False,False
2022-12-14 00:00:00+00:00,3995.32,4033.68825,False,False
2022-12-15 00:00:00+00:00,3895.75,4032.1335500000005,False,False
