asset,partition,n_trades,strategy_final,bh_final,strategy_beats_bh
BTC,development,10,0.6682133251527068,0.29529306172693176,True
BTC,validation,13,1.9192285314083872,3.7975355829850206,False
BTC,test,16,0.9562845986701735,1.0130914341021158,False
ETH,development,12,0.9012481620744355,0.6996753531631131,True
ETH,validation,14,1.4371141040473494,2.879313954559539,False
ETH,test,20,0.8135224351262869,0.5496715093144972,True
