asset,n_dvol_days,dvol_start,dvol_end,n_trades,primary_final,doubled_cost_final,exclude_best_trade_final,bh_final,dca_final,primary_total_return,primary_sharpe,primary_sortino,primary_max_dd,bh_total_return,bh_sharpe,dca_total_return,dca_sharpe,beats_bh,beats_dca,beats_bh_doubled_cost,beats_bh_excl_best_trade
BTC,1982,2021-03-28 00:00:00+00:00,2026-08-30 00:00:00+00:00,39,1.226391083962886,1.0942565467724852,0.9692506770423132,1.1380853505194906,1.5107505845425848,0.226391083962886,0.2768990498980389,0.3910176771457836,-0.4484477451462329,0.13808535051949056,0.32138692363635424,2935.6688864666776,2.2529752746275094,True,False,False,False
ETH,1982,2021-03-28 00:00:00+00:00,2026-08-30 00:00:00+00:00,46,1.0536713658739605,0.9206087855685381,0.8133459577619078,1.1070340147992161,0.8401563188200248,0.053671365873960486,0.22046232016273712,0.3106378401541424,-0.508296443623956,0.10703401479921615,0.39568415214548264,1640.9270173813165,1.9241666148632965,False,True,False,False
