date,vix,mean,std,z,risk_off_signal_close,risk_off_actionable
1991-11-26 00:00:00+00:00,19.8,16.851166666666668,1.7185538773568763,1.7158806437122691,False,False
1991-11-27 00:00:00+00:00,19.84,16.904999999999998,1.759694214576323,1.6679034207694174,False,False
1996-11-26 00:00:00+00:00,16.97,16.28683333333333,1.2548016139595393,0.5444419731904305,False,False
1996-11-27 00:00:00+00:00,16.96,16.261833333333332,1.2251606489841211,0.569857240555004,False,False
1997-11-25 00:00:00+00:00,28.95,26.207,5.5544861392559515,0.49383506074739,False,False
2002-11-26 00:00:00+00:00,25.97,34.105333333333334,4.703910910413418,-1.729482868249802,False,False
2002-11-27 00:00:00+00:00,27.25,33.872,4.75501975614771,-1.3926335408887613,False,False
2003-11-25 00:00:00+00:00,16.71,18.43466666666667,1.5875847412772672,-1.0863462099535632,False,False
2003-11-26 00:00:00+00:00,16.23,18.39616666666667,1.6011014129233747,-1.3529228374807118,False,False
2008-11-25 00:00:00+00:00,60.9,51.019,17.709442631124336,0.5579509308008457,False,False
2008-11-26 00:00:00+00:00,54.92,51.667500000000004,17.33691824754426,0.1876054298439521,False,False
2013-11-26 00:00:00+00:00,12.81,14.4535,1.9094233977483286,-0.8607310468375338,False,False
2013-11-27 00:00:00+00:00,12.98,14.390166666666667,1.8996783774780088,-0.7423186384522563,False,False
2014-11-25 00:00:00+00:00,12.25,15.255833333333333,3.3054281456405925,-0.9093627817315032,False,False
2014-11-26 00:00:00+00:00,12.07,15.255833333333333,3.3054281456405925,-0.9638186622011468,False,False
2019-11-26 00:00:00+00:00,11.54,14.691166666666666,2.228314017724209,-1.4141483837565108,False,False
2019-11-27 00:00:00+00:00,11.75,14.555833333333334,2.1671634914962783,-1.294703119696843,False,False
2022-07-11 00:00:00+00:00,26.17,28.25883333333333,3.2416589661947763,-0.6443717106322595,False,False
2022-07-12 00:00:00+00:00,27.29,28.3255,3.1542693290211674,-0.32828521980440356,False,False
2022-07-13 00:00:00+00:00,26.82,28.424166666666668,3.0228638860276162,-0.5306777702037797,False,False
2022-07-14 00:00:00+00:00,26.4,28.532500000000002,2.838346155476591,-0.7513178038152053,False,False
2022-07-15 00:00:00+00:00,24.23,28.5945,2.747515009752854,-1.5885263536349516,False,False
2022-07-18 00:00:00+00:00,25.3,28.528166666666667,2.8044108669626358,-1.1511033225181397,False,False
2022-07-19 00:00:00+00:00,24.5,28.4995,2.8287737206633414,-1.4138635306121716,False,False
2022-07-20 00:00:00+00:00,23.88,28.34916666666667,2.7969422114993585,-1.5978759404796143,False,False
2022-07-21 00:00:00+00:00,23.11,28.2205,2.8223156888380263,-1.8107471181241395,False,False
2022-07-22 00:00:00+00:00,23.03,28.105833333333337,2.888198248787194,-1.7574393778075201,False,False
2022-07-25 00:00:00+00:00,23.36,27.933,2.8762713032975706,-1.5899056513748109,False,False
2022-07-26 00:00:00+00:00,24.69,27.783333333333335,2.8767034256025874,-1.0753049152730676,False,False
2022-07-27 00:00:00+00:00,23.24,27.707333333333334,2.8974593585530886,-1.5418105245017826,False,False
2022-07-28 00:00:00+00:00,22.33,27.671,2.939984261459696,-1.8166763917804805,False,False
2022-07-29 00:00:00+00:00,21.33,27.523166666666665,2.982230135640858,-2.076689720438293,False,False
2022-08-01 00:00:00+00:00,22.84,27.3755,3.066116311768311,-1.4792328596902626,False,False
2022-08-02 00:00:00+00:00,23.93,27.177,2.964440267858078,-1.0953163857627943,False,False
2022-08-03 00:00:00+00:00,21.95,27.026,2.893213684422974,-1.7544504325170036,False,False
2022-08-04 00:00:00+00:00,21.44,26.84916666666667,2.8734166113883313,-1.8824860430013153,False,False
2022-08-05 00:00:00+00:00,21.15,26.677,2.883032948659166,-1.9170783332776287,False,False
2022-08-08 00:00:00+00:00,21.29,26.548333333333336,2.954875412021373,-1.7795448538847913,False,False
2022-08-09 00:00:00+00:00,21.77,26.445333333333334,3.0289845401778246,-1.5435315932840175,False,False
2022-08-10 00:00:00+00:00,19.74,26.373166666666666,3.0883518130076193,-2.147801503290164,False,False
2022-08-11 00:00:00+00:00,20.2,26.18616666666667,3.1450763735533838,-1.9033454058552328,False,False
2022-08-12 00:00:00+00:00,19.53,26.033666666666665,3.2102267551081978,-2.025921270613628,False,False
2022-08-15 00:00:00+00:00,19.95,25.868666666666666,3.286224182634917,-1.8010538349581007,False,False
2022-08-16 00:00:00+00:00,19.69,25.726499999999998,3.3551270278314047,-1.7991867222689641,False,False
2022-08-17 00:00:00+00:00,19.9,25.563833333333335,3.407725565692882,-1.6620567660593664,False,False
2022-08-18 00:00:00+00:00,19.56,25.422666666666665,3.4644728934402047,-1.6922247184462933,False,False
2022-08-19 00:00:00+00:00,20.6,25.29033333333333,3.5347106738778495,-1.3269355729722772,False,False
2022-08-22 00:00:00+00:00,23.8,25.205,3.5855980755412937,-0.3918453687221745,False,False
2022-08-23 00:00:00+00:00,24.11,25.159333333333333,3.5857556547849994,-0.2926393860476951,False,False
2022-08-24 00:00:00+00:00,22.82,25.124666666666666,3.5856769999577467,-0.642742407275899,False,False
2022-08-25 00:00:00+00:00,21.78,25.076833333333337,3.5971323284950127,-0.9165171120387117,False,False
2022-08-26 00:00:00+00:00,25.56,25.027833333333334,3.6220137163717787,0.14692563538929496,False,False
2022-08-29 00:00:00+00:00,26.21,25.040666666666667,3.6225208315680706,0.3227954752235802,False,False
2022-08-30 00:00:00+00:00,26.21,25.059666666666665,3.625665557448268,0.3172750809765633,False,False
2022-08-31 00:00:00+00:00,25.87,25.096166666666665,3.626045187331283,0.2134097324647148,False,False
2022-09-01 00:00:00+00:00,25.56,25.127999999999997,3.6242852246800195,0.1191959167722906,False,False
2022-09-02 00:00:00+00:00,25.47,25.11916666666667,3.62254629600093,0.09684716347742169,False,False
2022-09-05 00:00:00+00:00,25.99,25.081166666666665,3.606403951761397,0.2520054174434487,False,False
2022-09-06 00:00:00+00:00,26.91,24.947333333333333,3.4128654229962834,0.5750788335930246,False,False
2022-09-07 00:00:00+00:00,24.64,24.851,3.2691618684362,-0.06454253673921939,False,False
2022-09-08 00:00:00+00:00,23.61,24.768000000000004,3.208689367581486,-0.36089501579669414,False,False
2022-09-09 00:00:00+00:00,22.79,24.612333333333332,3.0264021077043726,-0.6021451441281324,False,False
2022-09-12 00:00:00+00:00,23.87,24.473333333333333,2.9113137966564517,-0.2072374795277102,False,False
2022-09-13 00:00:00+00:00,27.27,24.354,2.7818687780534166,1.0482162289626187,False,False
2022-09-14 00:00:00+00:00,26.16,24.305333333333333,2.7024499033708858,0.6862908593988213,False,False
2022-09-15 00:00:00+00:00,26.27,24.25883333333333,2.6445595523625514,0.7604921072282023,False,False
2022-09-16 00:00:00+00:00,26.3,24.212499999999995,2.5828270052379354,0.8082229261838234,False,False
2022-09-19 00:00:00+00:00,25.76,24.197000000000003,2.5671545284389614,0.6088453120702593,False,False
2022-09-20 00:00:00+00:00,27.16,24.17716666666667,2.5500648656872142,1.1697088075951712,False,False
2022-09-21 00:00:00+00:00,27.99,24.157166666666665,2.521246054368747,1.520213914342832,False,False
2022-09-22 00:00:00+00:00,27.35,24.154333333333334,2.516763031792107,1.2697527046839747,False,False
2022-09-23 00:00:00+00:00,29.92,24.131666666666668,2.480906864446911,2.3331522098971558,True,False
2022-09-26 00:00:00+00:00,32.26,24.185333333333332,2.5706119212593768,3.141145732612482,True,True
2022-09-27 00:00:00+00:00,32.6,24.264166666666664,2.741752681837824,3.0403301466803874,True,True
2022-09-28 00:00:00+00:00,30.18,24.3485,2.9164744359580017,1.9995032111723177,True,True
2022-09-29 00:00:00+00:00,31.84,24.406000000000002,2.997117372138804,2.480383340708123,True,True
2022-09-30 00:00:00+00:00,31.62,24.502000000000002,3.140466229017048,2.266542443358132,True,True
2022-10-03 00:00:00+00:00,30.1,24.618333333333332,3.272183828218253,1.675231880126829,True,True
2022-10-04 00:00:00+00:00,29.07,24.683833333333332,3.3423518014977276,1.3122995205654895,True,True
2022-10-05 00:00:00+00:00,28.55,24.7135,3.373629451787712,1.1372025454564996,True,True
2022-10-06 00:00:00+00:00,30.52,24.74233333333333,3.3992338950783725,1.6996967096121107,True,True
2022-10-07 00:00:00+00:00,31.36,24.810999999999996,3.4740767338309806,1.885105166568443,True,True
2022-10-10 00:00:00+00:00,32.45,24.92983333333333,3.5743623310248918,2.1039183972460855,True,True
2022-10-11 00:00:00+00:00,33.63,25.049,3.703758375177611,2.316835800496437,True,True
2022-10-12 00:00:00+00:00,33.57,25.201166666666666,3.864866999122654,2.1653612751054836,True,True
2022-10-13 00:00:00+00:00,31.94,25.362666666666666,4.0085112273624,1.6408419386319693,True,True
2022-10-14 00:00:00+00:00,32.02,25.509833333333333,4.085752214488235,1.5933826441019523,True,True
2022-10-17 00:00:00+00:00,31.37,25.659666666666666,4.157481704625677,1.3735077479667395,True,True
2022-10-18 00:00:00+00:00,30.5,25.793166666666668,4.210649731121735,1.1178401514959098,True,True
2022-10-19 00:00:00+00:00,30.76,25.89,4.251459171243353,1.145489067127923,True,True
2022-10-20 00:00:00+00:00,29.98,26.015333333333334,4.282742850987797,0.9257307301913379,False,True
2022-10-21 00:00:00+00:00,29.69,26.142833333333336,4.285040628989867,0.8278023416321391,False,False
2022-10-24 00:00:00+00:00,29.85,26.28216666666667,4.261747509668034,0.8371761408294334,False,False
