strategy,n_trades,final_capital,total_return,sharpe,max_drawdown,win_rate,top_trade_pct_of_pnl
"Amihud illiquidity L/S (long illiquid, short liquid)",341,9719.648837016039,-0.028035116298396168,0.1083844979218732,-0.6447079685134232,0.4281524926686217,13.108937220182874
Random-ranking L/S control (same leg sizes/turnover),343,3210.496148607613,-0.6789503851392387,-0.7134263209811373,-0.6851266046994352,0.42565597667638483,0.20807906555768688
Equal-weight 30-asset buy-and-hold,1,62242.331919198725,5.224233191919873,0.7623971027225882,-0.8538202611828922,,
BTC buy-and-hold,1,88539.35299304944,7.853935299304943,0.8569644361165474,-0.7662925431645935,,
ETH buy-and-hold,1,144722.0310468762,13.472203104687619,0.9135544002606897,-0.7930253453633335,,
SOL buy-and-hold,1,224950.73518265877,21.495073518265876,1.0237407470335715,-0.9626992725584276,,
XRP buy-and-hold,1,55224.03522403523,4.522403522403523,0.743491684223874,-0.8323958401465105,,
Cash,0,10000.0,0.0,,0.0,,
