timestamp,kind,gross_spend_usd,fee_slippage_usd,execution_price,reference_open,eth_bought,cash_after,eth_after,strategy,entry_time,exit_time,eth_entry_open,btc_entry_open,eth_exit_open,btc_exit_open,ethbtc_entry_ratio,ethbtc_exit_ratio,return_pct
2021-01-01 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,731.16510500000004,730.07000000000005,0.0067240911963712836,0,0.0067240911963712836,daily_eth_dca,,,,,,,,,
2021-01-02 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,734.94076000000007,733.84000000000003,0.0066895471216270336,0,0.013413638317998317,daily_eth_dca,,,,,,,,,
2021-01-03 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,818.53596500000003,817.30999999999995,0.0060063589821913142,0,0.019419997300189631,daily_eth_dca,,,,,,,,,
2021-01-04 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1024.1739600000001,1022.64,0.004800376730555017,0,0.024220374030744649,daily_eth_dca,,,,,,,,,
2021-01-05 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1028.5104550000001,1026.97,0.0047801369657680193,0,0.029000510996512668,daily_eth_dca,,,,,,,,,
2021-01-06 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1112.516275,1110.8499999999999,0.0044191900434215094,0,0.033419701039934177,daily_eth_dca,,,,,,,,,
2021-01-07 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1197.5636550000002,1195.77,0.0041053524170490832,0,0.037525053456983259,daily_eth_dca,,,,,,,,,
2021-01-08 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1201.7899850000001,1199.99,0.0040909151407384917,0,0.04161596859772175,daily_eth_dca,,,,,,,,,
2021-01-09 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1209.83203,1208.02,0.0040637218421340562,0,0.045679690439855807,daily_eth_dca,,,,,,,,,
2021-01-10 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1331.1236950000002,1329.1300000000001,0.0036934365033779856,0,0.049373126943233793,daily_eth_dca,,,,,,,,,
2021-01-11 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1110.3530350000001,1108.6900000000001,0.0044277997093279302,0,0.053800926652561726,daily_eth_dca,,,,,,,,,
2021-01-12 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1118.4752000000001,1116.8,0.0043956458271264169,0,0.058196572479688145,daily_eth_dca,,,,,,,,,
2021-01-13 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1061.1393250000001,1059.55,0.004633152998664322,0,0.062829725478352472,daily_eth_dca,,,,,,,,,
2021-01-14 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1158.7455150000001,1157.01,0.0042428823084802924,0,0.067072607786832758,daily_eth_dca,,,,,,,,,
2021-01-15 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1219.416385,1217.5899999999999,0.0040317818475305994,0,0.071104389634363357,daily_eth_dca,,,,,,,,,
2021-01-16 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1217.44343,1215.6199999999999,0.0040383156411829216,0,0.075142705275546284,daily_eth_dca,,,,,,,,,
2021-01-17 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1198.1845850000002,1196.3900000000001,0.0041032249180741921,0,0.079245930193620473,daily_eth_dca,,,,,,,,,
2021-01-18 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1224.9646950000001,1223.1300000000001,0.0040135204432356188,0,0.083259450636856094,daily_eth_dca,,,,,,,,,
2021-01-19 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1377.613325,1375.55,0.0035687959432479975,0,0.086828246580104088,daily_eth_dca,,,,,,,,,
2021-01-20 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1351.9949550000001,1349.97,0.0036364195202373256,0,0.090464666100341415,daily_eth_dca,,,,,,,,,
2021-01-21 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1262.7713200000003,1260.8800000000001,0.0038933580195853546,0,0.094358024119926776,daily_eth_dca,,,,,,,,,
2021-01-22 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1165.8161050000001,1164.0699999999999,0.0042171495354530074,0,0.09857517365537978,daily_eth_dca,,,,,,,,,
2021-01-23 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1268.3396600000001,1266.4400000000001,0.0038762651682944177,0,0.1024514388236742,daily_eth_dca,,,,,,,,,
2021-01-24 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1326.9875000000002,1325,0.0037049488752715336,0,0.10615638769894574,daily_eth_dca,,,,,,,,,
2021-01-25 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1425.1144700000002,1422.98,0.0034498427664020454,0,0.10960623046534779,daily_eth_dca,,,,,,,,,
2021-01-26 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1330.823245,1328.8299999999999,0.0036942703428841784,0,0.11330050080823197,daily_eth_dca,,,,,,,,,
2021-01-27 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1263.4222950000001,1261.53,0.0038913519771505891,0,0.11719185278538255,daily_eth_dca,,,,,,,,,
2021-01-28 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1279.185905,1277.27,0.0038433982319594001,0,0.12103525101734194,daily_eth_dca,,,,,,,,,
2021-01-29 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1377.88373,1375.8199999999999,0.0035680955791708093,0,0.12460334659651276,daily_eth_dca,,,,,,,,,
2021-01-30 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1344.2133000000001,1342.2,0.0036574707642190304,0,0.12826081736073178,daily_eth_dca,,,,,,,,,
2021-01-31 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1350.5327650000002,1348.51,0.0036403565859613814,0,0.13190117394669315,daily_eth_dca,,,,,,,,,
2021-02-01 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1333.987985,1331.99,0.0036855060921889677,0,0.13558668003888211,daily_eth_dca,,,,,,,,,
2021-02-02 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1453.4368900000002,1451.26,0.0033826173530137828,0,0.1389692973918959,daily_eth_dca,,,,,,,,,
2021-02-03 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1532.55539,1530.26,0.0032079890082304858,0,0.14217728640012639,daily_eth_dca,,,,,,,,,
2021-02-04 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1640.95775,1638.5,0.0029960679034084729,0,0.14517335430353487,daily_eth_dca,,,,,,,,,
2021-02-05 09:00:00+00:00,daily_eth_dca_buy,4.9164208456243852,0.0073746312684365781,1670.071355,1667.5699999999999,0.0029438387952138638,0,0.14811719309874874,daily_eth_dca,,,,,,,,,
